"expt.date","cell.line","time","uid","well","cell.count","cell.count.pyseg","drug1","drug1.conc","drug1.units"
"2020-09-17","DMS53",94.9077777777778,"B12","B12",752,185,"TAK-901",1e-05,"M"
"2020-09-17","DMS53",107.172222222222,"B12","B12",756,175,"TAK-901",1e-05,"M"
"2020-09-17","DMS53",120.036111111111,"B12","B12",771,178,"TAK-901",1e-05,"M"
"2020-09-17","DMS53",0,"B13","B13",355,80,"TAK-901",2.5e-06,"M"
"2020-09-17","DMS53",29.6888888888889,"B13","B13",369,84,"TAK-901",2.5e-06,"M"
"2020-09-17","DMS53",44.2602777777778,"B13","B13",434,95,"TAK-901",2.5e-06,"M"
"2020-09-17","DMS53",46.0336111111111,"B13","B13",403,97,"TAK-901",2.5e-06,"M"
"2020-09-17","DMS53",54.7341666666667,"B13","B13",469,104,"TAK-901",2.5e-06,"M"
"2020-09-17","DMS53",68.0013888888889,"B13","B13",578,139,"TAK-901",2.5e-06,"M"
"2020-09-17","DMS53",79.075,"B13","B13",645,165,"TAK-901",2.5e-06,"M"
"2020-09-17","DMS53",94.9077777777778,"B13","B13",740,232,"TAK-901",2.5e-06,"M"
"2020-09-17","DMS53",107.172222222222,"B13","B13",814,230,"TAK-901",2.5e-06,"M"
"2020-09-17","DMS53",120.036111111111,"B13","B13",837,241,"TAK-901",2.5e-06,"M"
"2020-09-17","DMS53",0,"B14","B14",279,66,"TAK-901",6.25e-07,"M"
"2020-09-17","DMS53",29.6888888888889,"B14","B14",312,53,"TAK-901",6.25e-07,"M"
"2020-09-17","DMS53",44.2602777777778,"B14","B14",322,58,"TAK-901",6.25e-07,"M"
"2020-09-17","DMS53",46.0336111111111,"B14","B14",314,68,"TAK-901",6.25e-07,"M"
"2020-09-17","DMS53",54.7341666666667,"B14","B14",325,62,"TAK-901",6.25e-07,"M"
"2020-09-17","DMS53",68.0013888888889,"B14","B14",398,115,"TAK-901",6.25e-07,"M"
"2020-09-17","DMS53",79.075,"B14","B14",480,127,"TAK-901",6.25e-07,"M"
"2020-09-17","DMS53",94.9077777777778,"B14","B14",568,174,"TAK-901",6.25e-07,"M"
"2020-09-17","DMS53",107.172222222222,"B14","B14",586,199,"TAK-901",6.25e-07,"M"
"2020-09-17","DMS53",120.036111111111,"B14","B14",613,221,"TAK-901",6.25e-07,"M"
"2020-09-17","DMS53",0,"B15","B15",422,108,"TAK-901",1.5625e-07,"M"
"2020-09-17","DMS53",29.6888888888889,"B15","B15",413,81,"TAK-901",1.5625e-07,"M"
"2020-09-17","DMS53",44.2602777777778,"B15","B15",466,91,"TAK-901",1.5625e-07,"M"
"2020-09-17","DMS53",46.0336111111111,"B15","B15",424,98,"TAK-901",1.5625e-07,"M"
"2020-09-17","DMS53",54.7341666666667,"B15","B15",505,86,"TAK-901",1.5625e-07,"M"
"2020-09-17","DMS53",68.0013888888889,"B15","B15",595,132,"TAK-901",1.5625e-07,"M"
"2020-09-17","DMS53",79.075,"B15","B15",705,172,"TAK-901",1.5625e-07,"M"
"2020-09-17","DMS53",94.9077777777778,"B15","B15",816,235,"TAK-901",1.5625e-07,"M"
"2020-09-17","DMS53",107.172222222222,"B15","B15",851,278,"TAK-901",1.5625e-07,"M"
"2020-09-17","DMS53",120.036111111111,"B15","B15",905,304,"TAK-901",1.5625e-07,"M"
"2020-09-17","DMS53",0,"B16","B16",345,88,"TAK-901",3.90625e-08,"M"
"2020-09-17","DMS53",29.6888888888889,"B16","B16",358,62,"TAK-901",3.90625e-08,"M"
"2020-09-17","DMS53",44.2602777777778,"B16","B16",391,68,"TAK-901",3.90625e-08,"M"
"2020-09-17","DMS53",46.0336111111111,"B16","B16",425,84,"TAK-901",3.90625e-08,"M"
"2020-09-17","DMS53",54.7341666666667,"B16","B16",428,69,"TAK-901",3.90625e-08,"M"
"2020-09-17","DMS53",68.0013888888889,"B16","B16",591,125,"TAK-901",3.90625e-08,"M"
"2020-09-17","DMS53",79.075,"B16","B16",742,156,"TAK-901",3.90625e-08,"M"
"2020-09-17","DMS53",94.9077777777778,"B16","B16",904,222,"TAK-901",3.90625e-08,"M"
"2020-09-17","DMS53",107.172222222222,"B16","B16",1053,271,"TAK-901",3.90625e-08,"M"
"2020-09-17","DMS53",120.036111111111,"B16","B16",1162,319,"TAK-901",3.90625e-08,"M"
"2020-09-17","DMS53",0,"B17","B17",367,92,"TAK-901",9.765e-09,"M"
"2020-09-17","DMS53",29.6888888888889,"B17","B17",388,61,"TAK-901",9.765e-09,"M"
"2020-09-17","DMS53",44.2602777777778,"B17","B17",448,95,"TAK-901",9.765e-09,"M"
"2020-09-17","DMS53",46.0336111111111,"B17","B17",428,72,"TAK-901",9.765e-09,"M"
"2020-09-17","DMS53",54.7341666666667,"B17","B17",474,76,"TAK-901",9.765e-09,"M"
"2020-09-17","DMS53",68.0013888888889,"B17","B17",631,132,"TAK-901",9.765e-09,"M"
"2020-09-17","DMS53",79.075,"B17","B17",877,212,"TAK-901",9.765e-09,"M"
"2020-09-17","DMS53",94.9077777777778,"B17","B17",1034,253,"TAK-901",9.765e-09,"M"
"2020-09-17","DMS53",107.172222222222,"B17","B17",1222,327,"TAK-901",9.765e-09,"M"
"2020-09-17","DMS53",120.036111111111,"B17","B17",1393,364,"TAK-901",9.765e-09,"M"
"2020-09-17","DMS53",0,"B18","B18",307,75,"TAK-901",2.44e-09,"M"
"2020-09-17","DMS53",29.6888888888889,"B18","B18",344,49,"TAK-901",2.44e-09,"M"
"2020-09-17","DMS53",44.2602777777778,"B18","B18",421,68,"TAK-901",2.44e-09,"M"
"2020-09-17","DMS53",46.0336111111111,"B18","B18",372,61,"TAK-901",2.44e-09,"M"
"2020-09-17","DMS53",54.7341666666667,"B18","B18",424,76,"TAK-901",2.44e-09,"M"
"2020-09-17","DMS53",68.0013888888889,"B18","B18",590,107,"TAK-901",2.44e-09,"M"
"2020-09-17","DMS53",79.075,"B18","B18",655,135,"TAK-901",2.44e-09,"M"
"2020-09-17","DMS53",94.9077777777778,"B18","B18",899,197,"TAK-901",2.44e-09,"M"
"2020-09-17","DMS53",107.172222222222,"B18","B18",1020,254,"TAK-901",2.44e-09,"M"
"2020-09-17","DMS53",120.036111111111,"B18","B18",1126,287,"TAK-901",2.44e-09,"M"
"2020-09-17","DMS53",0,"B19","B19",369,88,"TAK-901",6.1e-10,"M"
"2020-09-17","DMS53",29.6888888888889,"B19","B19",390,65,"TAK-901",6.1e-10,"M"
"2020-09-17","DMS53",44.2602777777778,"B19","B19",427,81,"TAK-901",6.1e-10,"M"
"2020-09-17","DMS53",46.0336111111111,"B19","B19",412,80,"TAK-901",6.1e-10,"M"
"2020-09-17","DMS53",54.7341666666667,"B19","B19",477,118,"TAK-901",6.1e-10,"M"
"2020-09-17","DMS53",68.0013888888889,"B19","B19",671,127,"TAK-901",6.1e-10,"M"
"2020-09-17","DMS53",79.075,"B19","B19",779,170,"TAK-901",6.1e-10,"M"
"2020-09-17","DMS53",94.9077777777778,"B19","B19",1010,248,"TAK-901",6.1e-10,"M"
"2020-09-17","DMS53",107.172222222222,"B19","B19",1096,304,"TAK-901",6.1e-10,"M"
"2020-09-17","DMS53",120.036111111111,"B19","B19",1278,338,"TAK-901",6.1e-10,"M"
"2020-09-17","DMS53",0,"B20","B20",291,65,"TAK-901",1.5e-10,"M"
"2020-09-17","DMS53",29.6888888888889,"B20","B20",364,58,"TAK-901",1.5e-10,"M"
"2020-09-17","DMS53",44.2602777777778,"B20","B20",403,83,"TAK-901",1.5e-10,"M"
"2020-09-17","DMS53",46.0336111111111,"B20","B20",354,75,"TAK-901",1.5e-10,"M"
"2020-09-17","DMS53",54.7341666666667,"B20","B20",432,86,"TAK-901",1.5e-10,"M"
"2020-09-17","DMS53",68.0013888888889,"B20","B20",586,123,"TAK-901",1.5e-10,"M"
"2020-09-17","DMS53",79.075,"B20","B20",757,172,"TAK-901",1.5e-10,"M"
"2020-09-17","DMS53",94.9077777777778,"B20","B20",976,230,"TAK-901",1.5e-10,"M"
"2020-09-17","DMS53",107.172222222222,"B20","B20",1051,285,"TAK-901",1.5e-10,"M"
"2020-09-17","DMS53",120.036111111111,"B20","B20",1224,325,"TAK-901",1.5e-10,"M"
"2020-09-17","DMS53",0,"B21","B21",361,82,"TAK-901",0,"M"
"2020-09-17","DMS53",29.6888888888889,"B21","B21",355,81,"TAK-901",0,"M"
"2020-09-17","DMS53",44.2602777777778,"B21","B21",397,86,"TAK-901",0,"M"
"2020-09-17","DMS53",46.0336111111111,"B21","B21",423,85,"TAK-901",0,"M"
"2020-09-17","DMS53",54.7341666666667,"B21","B21",511,105,"TAK-901",0,"M"
"2020-09-17","DMS53",68.0013888888889,"B21","B21",737,156,"TAK-901",0,"M"
"2020-09-17","DMS53",79.075,"B21","B21",849,178,"TAK-901",0,"M"
"2020-09-17","DMS53",94.9077777777778,"B21","B21",1171,264,"TAK-901",0,"M"
"2020-09-17","DMS53",107.172222222222,"B21","B21",1252,305,"TAK-901",0,"M"
"2020-09-17","DMS53",120.036111111111,"B21","B21",1386,340,"TAK-901",0,"M"
"2020-09-17","NCIH1048",0,"C02","C02",45,15,"TAK-901",1e-05,"M"
"2020-09-17","NCIH1048",29.6888888888889,"C02","C02",306,159,"TAK-901",1e-05,"M"
"2020-09-17","NCIH1048",44.2602777777778,"C02","C02",394,169,"TAK-901",1e-05,"M"
"2020-09-17","NCIH1048",46.0336111111111,"C02","C02",374,173,"TAK-901",1e-05,"M"
"2020-09-17","NCIH1048",54.7341666666667,"C02","C02",414,184,"TAK-901",1e-05,"M"
"2020-09-17","NCIH1048",68.0013888888889,"C02","C02",403,178,"TAK-901",1e-05,"M"
"2020-09-17","NCIH1048",79.075,"C02","C02",429,188,"TAK-901",1e-05,"M"
"2020-09-17","NCIH1048",94.9077777777778,"C02","C02",425,187,"TAK-901",1e-05,"M"
"2020-09-17","NCIH1048",107.172222222222,"C02","C02",410,179,"TAK-901",1e-05,"M"
"2020-09-17","NCIH1048",120.036111111111,"C02","C02",403,178,"TAK-901",1e-05,"M"
"2020-09-17","NCIH1048",0,"C03","C03",76,14,"TAK-901",2.5e-06,"M"
"2020-09-17","NCIH1048",29.6888888888889,"C03","C03",242,123,"TAK-901",2.5e-06,"M"
"2020-09-17","NCIH1048",44.2602777777778,"C03","C03",331,147,"TAK-901",2.5e-06,"M"
"2020-09-17","NCIH1048",46.0336111111111,"C03","C03",386,149,"TAK-901",2.5e-06,"M"
"2020-09-17","NCIH1048",54.7341666666667,"C03","C03",463,174,"TAK-901",2.5e-06,"M"
"2020-09-17","NCIH1048",68.0013888888889,"C03","C03",480,184,"TAK-901",2.5e-06,"M"
"2020-09-17","NCIH1048",79.075,"C03","C03",532,189,"TAK-901",2.5e-06,"M"
"2020-09-17","NCIH1048",94.9077777777778,"C03","C03",526,193,"TAK-901",2.5e-06,"M"
"2020-09-17","NCIH1048",107.172222222222,"C03","C03",541,196,"TAK-901",2.5e-06,"M"
"2020-09-17","NCIH1048",120.036111111111,"C03","C03",526,194,"TAK-901",2.5e-06,"M"
"2020-09-17","NCIH1048",0,"C04","C04",93,16,"TAK-901",6.25e-07,"M"
"2020-09-17","NCIH1048",29.6888888888889,"C04","C04",229,79,"TAK-901",6.25e-07,"M"
"2020-09-17","NCIH1048",44.2602777777778,"C04","C04",288,112,"TAK-901",6.25e-07,"M"
"2020-09-17","NCIH1048",46.0336111111111,"C04","C04",318,117,"TAK-901",6.25e-07,"M"
"2020-09-17","NCIH1048",54.7341666666667,"C04","C04",372,133,"TAK-901",6.25e-07,"M"
"2020-09-17","NCIH1048",68.0013888888889,"C04","C04",405,161,"TAK-901",6.25e-07,"M"
"2020-09-17","NCIH1048",79.075,"C04","C04",499,174,"TAK-901",6.25e-07,"M"
"2020-09-17","NCIH1048",94.9077777777778,"C04","C04",505,175,"TAK-901",6.25e-07,"M"
"2020-09-17","NCIH1048",107.172222222222,"C04","C04",592,172,"TAK-901",6.25e-07,"M"
"2020-09-17","NCIH1048",120.036111111111,"C04","C04",539,178,"TAK-901",6.25e-07,"M"
"2020-09-17","NCIH1048",0,"C05","C05",118,14,"TAK-901",1.5625e-07,"M"
"2020-09-17","NCIH1048",29.6888888888889,"C05","C05",274,82,"TAK-901",1.5625e-07,"M"
"2020-09-17","NCIH1048",44.2602777777778,"C05","C05",320,117,"TAK-901",1.5625e-07,"M"
"2020-09-17","NCIH1048",46.0336111111111,"C05","C05",352,133,"TAK-901",1.5625e-07,"M"
"2020-09-17","NCIH1048",54.7341666666667,"C05","C05",419,144,"TAK-901",1.5625e-07,"M"
"2020-09-17","NCIH1048",68.0013888888889,"C05","C05",568,181,"TAK-901",1.5625e-07,"M"
"2020-09-17","NCIH1048",79.075,"C05","C05",663,193,"TAK-901",1.5625e-07,"M"
"2020-09-17","NCIH1048",94.9077777777778,"C05","C05",696,191,"TAK-901",1.5625e-07,"M"
"2020-09-17","NCIH1048",107.172222222222,"C05","C05",608,183,"TAK-901",1.5625e-07,"M"
"2020-09-17","NCIH1048",120.036111111111,"C05","C05",654,191,"TAK-901",1.5625e-07,"M"
"2020-09-17","NCIH1048",0,"C06","C06",128,13,"TAK-901",3.90625e-08,"M"
"2020-09-17","NCIH1048",29.6888888888889,"C06","C06",300,59,"TAK-901",3.90625e-08,"M"
"2020-09-17","NCIH1048",44.2602777777778,"C06","C06",380,128,"TAK-901",3.90625e-08,"M"
"2020-09-17","NCIH1048",46.0336111111111,"C06","C06",413,129,"TAK-901",3.90625e-08,"M"
"2020-09-17","NCIH1048",54.7341666666667,"C06","C06",451,165,"TAK-901",3.90625e-08,"M"
"2020-09-17","NCIH1048",68.0013888888889,"C06","C06",557,189,"TAK-901",3.90625e-08,"M"
"2020-09-17","NCIH1048",79.075,"C06","C06",623,205,"TAK-901",3.90625e-08,"M"
"2020-09-17","NCIH1048",94.9077777777778,"C06","C06",674,190,"TAK-901",3.90625e-08,"M"
"2020-09-17","NCIH1048",107.172222222222,"C06","C06",658,201,"TAK-901",3.90625e-08,"M"
"2020-09-17","NCIH1048",120.036111111111,"C06","C06",649,204,"TAK-901",3.90625e-08,"M"
"2020-09-17","NCIH1048",0,"C07","C07",161,22,"TAK-901",9.765e-09,"M"
"2020-09-17","NCIH1048",29.6888888888889,"C07","C07",226,56,"TAK-901",9.765e-09,"M"
"2020-09-17","NCIH1048",44.2602777777778,"C07","C07",276,78,"TAK-901",9.765e-09,"M"
"2020-09-17","NCIH1048",46.0336111111111,"C07","C07",294,76,"TAK-901",9.765e-09,"M"
"2020-09-17","NCIH1048",54.7341666666667,"C07","C07",351,90,"TAK-901",9.765e-09,"M"
"2020-09-17","NCIH1048",68.0013888888889,"C07","C07",369,128,"TAK-901",9.765e-09,"M"
"2020-09-17","NCIH1048",79.075,"C07","C07",522,155,"TAK-901",9.765e-09,"M"
"2020-09-17","NCIH1048",94.9077777777778,"C07","C07",695,214,"TAK-901",9.765e-09,"M"
"2020-09-17","NCIH1048",107.172222222222,"C07","C07",789,254,"TAK-901",9.765e-09,"M"
"2020-09-17","NCIH1048",120.036111111111,"C07","C07",903,281,"TAK-901",9.765e-09,"M"
"2020-09-17","NCIH1048",0,"C08","C08",154,10,"TAK-901",2.44e-09,"M"
"2020-09-17","NCIH1048",29.6888888888889,"C08","C08",232,57,"TAK-901",2.44e-09,"M"
"2020-09-17","NCIH1048",44.2602777777778,"C08","C08",253,63,"TAK-901",2.44e-09,"M"
"2020-09-17","NCIH1048",46.0336111111111,"C08","C08",261,68,"TAK-901",2.44e-09,"M"
"2020-09-17","NCIH1048",54.7341666666667,"C08","C08",280,92,"TAK-901",2.44e-09,"M"
"2020-09-17","NCIH1048",68.0013888888889,"C08","C08",347,101,"TAK-901",2.44e-09,"M"
"2020-09-17","NCIH1048",79.075,"C08","C08",428,134,"TAK-901",2.44e-09,"M"
"2020-09-17","NCIH1048",94.9077777777778,"C08","C08",552,167,"TAK-901",2.44e-09,"M"
"2020-09-17","NCIH1048",107.172222222222,"C08","C08",669,186,"TAK-901",2.44e-09,"M"
"2020-09-17","NCIH1048",120.036111111111,"C08","C08",828,233,"TAK-901",2.44e-09,"M"
"2020-09-17","NCIH1048",0,"C09","C09",234,23,"TAK-901",6.1e-10,"M"
"2020-09-17","NCIH1048",29.6888888888889,"C09","C09",206,94,"TAK-901",6.1e-10,"M"
"2020-09-17","NCIH1048",44.2602777777778,"C09","C09",270,140,"TAK-901",6.1e-10,"M"
"2020-09-17","NCIH1048",46.0336111111111,"C09","C09",262,144,"TAK-901",6.1e-10,"M"
"2020-09-17","NCIH1048",54.7341666666667,"C09","C09",265,168,"TAK-901",6.1e-10,"M"
"2020-09-17","NCIH1048",68.0013888888889,"C09","C09",392,222,"TAK-901",6.1e-10,"M"
"2020-09-17","NCIH1048",79.075,"C09","C09",606,221,"TAK-901",6.1e-10,"M"
"2020-09-17","NCIH1048",94.9077777777778,"C09","C09",745,284,"TAK-901",6.1e-10,"M"
"2020-09-17","NCIH1048",107.172222222222,"C09","C09",787,328,"TAK-901",6.1e-10,"M"
