"file_name","cell_count","file_name_ch2","ch2_pos","plate_id","well","expt.date","cell.line","drug1","drug1.conc","drug1.units","uid","cell.count","time_i","time"
"E7_04_1_1_RFP_004.tif",143,"E7_04_2_1_GFP_004.tif",60,1,"E07",NA,"NCIH1048","SNS-314",9.765e-09,"M","1_E07",143,4,46.0336111111111
"E7_04_1_1_RFP_005.tif",168,"E7_04_2_1_GFP_005.tif",104,1,"E07",NA,"NCIH1048","SNS-314",9.765e-09,"M","1_E07",168,5,54.7341666666667
"E7_04_1_1_RFP_006.tif",191,"E7_04_2_1_GFP_006.tif",130,1,"E07",NA,"NCIH1048","SNS-314",9.765e-09,"M","1_E07",191,6,68.0013888888889
"E7_04_1_1_RFP_007.tif",215,"E7_04_2_1_GFP_007.tif",160,1,"E07",NA,"NCIH1048","SNS-314",9.765e-09,"M","1_E07",215,7,79.075
"E7_04_1_1_RFP_008.tif",216,"E7_04_2_1_GFP_008.tif",152,1,"E07",NA,"NCIH1048","SNS-314",9.765e-09,"M","1_E07",216,8,94.9077777777778
"E7_04_1_1_RFP_009.tif",229,"E7_04_2_1_GFP_009.tif",172,1,"E07",NA,"NCIH1048","SNS-314",9.765e-09,"M","1_E07",229,9,107.172222222222
"E7_04_1_1_RFP_010.tif",209,"E7_04_2_1_GFP_010.tif",167,1,"E07",NA,"NCIH1048","SNS-314",9.765e-09,"M","1_E07",209,10,120.036111111111
"E8_04_1_1_RFP_001.tif",19,"E8_04_2_1_GFP_001.tif",4,1,"E08",NA,"NCIH1048","SNS-314",2.44e-09,"M","1_E08",19,1,0
"E8_04_1_1_RFP_002.tif",80,"E8_04_2_1_GFP_002.tif",20,1,"E08",NA,"NCIH1048","SNS-314",2.44e-09,"M","1_E08",80,2,29.6888888888889
"E8_04_1_1_RFP_003.tif",125,"E8_04_2_1_GFP_003.tif",42,1,"E08",NA,"NCIH1048","SNS-314",2.44e-09,"M","1_E08",125,3,44.2602777777778
"E8_04_1_1_RFP_004.tif",144,"E8_04_2_1_GFP_004.tif",42,1,"E08",NA,"NCIH1048","SNS-314",2.44e-09,"M","1_E08",144,4,46.0336111111111
"E8_04_1_1_RFP_005.tif",173,"E8_04_2_1_GFP_005.tif",74,1,"E08",NA,"NCIH1048","SNS-314",2.44e-09,"M","1_E08",173,5,54.7341666666667
"E8_04_1_1_RFP_006.tif",190,"E8_04_2_1_GFP_006.tif",95,1,"E08",NA,"NCIH1048","SNS-314",2.44e-09,"M","1_E08",190,6,68.0013888888889
"E8_04_1_1_RFP_007.tif",200,"E8_04_2_1_GFP_007.tif",120,1,"E08",NA,"NCIH1048","SNS-314",2.44e-09,"M","1_E08",200,7,79.075
"E8_04_1_1_RFP_008.tif",227,"E8_04_2_1_GFP_008.tif",119,1,"E08",NA,"NCIH1048","SNS-314",2.44e-09,"M","1_E08",227,8,94.9077777777778
"E8_04_1_1_RFP_009.tif",238,"E8_04_2_1_GFP_009.tif",129,1,"E08",NA,"NCIH1048","SNS-314",2.44e-09,"M","1_E08",238,9,107.172222222222
"E8_04_1_1_RFP_010.tif",230,"E8_04_2_1_GFP_010.tif",133,1,"E08",NA,"NCIH1048","SNS-314",2.44e-09,"M","1_E08",230,10,120.036111111111
"E9_04_1_1_RFP_001.tif",17,"E9_04_2_1_GFP_001.tif",6,1,"E09",NA,"NCIH1048","SNS-314",6.1e-10,"M","1_E09",17,1,0
"E9_04_1_1_RFP_002.tif",76,"E9_04_2_1_GFP_002.tif",17,1,"E09",NA,"NCIH1048","SNS-314",6.1e-10,"M","1_E09",76,2,29.6888888888889
"E9_04_1_1_RFP_003.tif",103,"E9_04_2_1_GFP_003.tif",33,1,"E09",NA,"NCIH1048","SNS-314",6.1e-10,"M","1_E09",103,3,44.2602777777778
"E9_04_1_1_RFP_004.tif",127,"E9_04_2_1_GFP_004.tif",45,1,"E09",NA,"NCIH1048","SNS-314",6.1e-10,"M","1_E09",127,4,46.0336111111111
"E9_04_1_1_RFP_005.tif",142,"E9_04_2_1_GFP_005.tif",61,1,"E09",NA,"NCIH1048","SNS-314",6.1e-10,"M","1_E09",142,5,54.7341666666667
"E9_04_1_1_RFP_006.tif",174,"E9_04_2_1_GFP_006.tif",92,1,"E09",NA,"NCIH1048","SNS-314",6.1e-10,"M","1_E09",174,6,68.0013888888889
"E9_04_1_1_RFP_007.tif",206,"E9_04_2_1_GFP_007.tif",102,1,"E09",NA,"NCIH1048","SNS-314",6.1e-10,"M","1_E09",206,7,79.075
"E9_04_1_1_RFP_008.tif",235,"E9_04_2_1_GFP_008.tif",98,1,"E09",NA,"NCIH1048","SNS-314",6.1e-10,"M","1_E09",235,8,94.9077777777778
"E9_04_1_1_RFP_009.tif",253,"E9_04_2_1_GFP_009.tif",105,1,"E09",NA,"NCIH1048","SNS-314",6.1e-10,"M","1_E09",253,9,107.172222222222
"E9_04_1_1_RFP_010.tif",283,"E9_04_2_1_GFP_010.tif",104,1,"E09",NA,"NCIH1048","SNS-314",6.1e-10,"M","1_E09",283,10,120.036111111111
"E10_04_1_1_RFP_001.tif",14,"E10_04_2_1_GFP_001.tif",0,1,"E10",NA,"NCIH1048","SNS-314",1.5e-10,"M","1_E10",14,1,0
"E10_04_1_1_RFP_002.tif",51,"E10_04_2_1_GFP_002.tif",14,1,"E10",NA,"NCIH1048","SNS-314",1.5e-10,"M","1_E10",51,2,29.6888888888889
"E10_04_1_1_RFP_003.tif",74,"E10_04_2_1_GFP_003.tif",25,1,"E10",NA,"NCIH1048","SNS-314",1.5e-10,"M","1_E10",74,3,44.2602777777778
"E10_04_1_1_RFP_004.tif",80,"E10_04_2_1_GFP_004.tif",28,1,"E10",NA,"NCIH1048","SNS-314",1.5e-10,"M","1_E10",80,4,46.0336111111111
"E10_04_1_1_RFP_005.tif",111,"E10_04_2_1_GFP_005.tif",31,1,"E10",NA,"NCIH1048","SNS-314",1.5e-10,"M","1_E10",111,5,54.7341666666667
"E10_04_1_1_RFP_006.tif",110,"E10_04_2_1_GFP_006.tif",44,1,"E10",NA,"NCIH1048","SNS-314",1.5e-10,"M","1_E10",110,6,68.0013888888889
"E10_04_1_1_RFP_007.tif",127,"E10_04_2_1_GFP_007.tif",61,1,"E10",NA,"NCIH1048","SNS-314",1.5e-10,"M","1_E10",127,7,79.075
"E10_04_1_1_RFP_008.tif",174,"E10_04_2_1_GFP_008.tif",66,1,"E10",NA,"NCIH1048","SNS-314",1.5e-10,"M","1_E10",174,8,94.9077777777778
"E10_04_1_1_RFP_009.tif",206,"E10_04_2_1_GFP_009.tif",75,1,"E10",NA,"NCIH1048","SNS-314",1.5e-10,"M","1_E10",206,9,107.172222222222
"E10_04_1_1_RFP_010.tif",244,"E10_04_2_1_GFP_010.tif",78,1,"E10",NA,"NCIH1048","SNS-314",1.5e-10,"M","1_E10",244,10,120.036111111111
"E11_04_1_1_RFP_001.tif",23,"E11_04_2_1_GFP_001.tif",2,1,"E11",NA,"NCIH1048","SNS-314",0,"M","1_E11",23,1,0
"E11_04_1_1_RFP_002.tif",88,"E11_04_2_1_GFP_002.tif",15,1,"E11",NA,"NCIH1048","SNS-314",0,"M","1_E11",88,2,29.6888888888889
"E11_04_1_1_RFP_003.tif",104,"E11_04_2_1_GFP_003.tif",23,1,"E11",NA,"NCIH1048","SNS-314",0,"M","1_E11",104,3,44.2602777777778
"E11_04_1_1_RFP_004.tif",101,"E11_04_2_1_GFP_004.tif",27,1,"E11",NA,"NCIH1048","SNS-314",0,"M","1_E11",101,4,46.0336111111111
"E11_04_1_1_RFP_005.tif",124,"E11_04_2_1_GFP_005.tif",26,1,"E11",NA,"NCIH1048","SNS-314",0,"M","1_E11",124,5,54.7341666666667
"E11_04_1_1_RFP_006.tif",144,"E11_04_2_1_GFP_006.tif",41,1,"E11",NA,"NCIH1048","SNS-314",0,"M","1_E11",144,6,68.0013888888889
"E11_04_1_1_RFP_007.tif",175,"E11_04_2_1_GFP_007.tif",45,1,"E11",NA,"NCIH1048","SNS-314",0,"M","1_E11",175,7,79.075
"E11_04_1_1_RFP_008.tif",228,"E11_04_2_1_GFP_008.tif",51,1,"E11",NA,"NCIH1048","SNS-314",0,"M","1_E11",228,8,94.9077777777778
"E11_04_1_1_RFP_009.tif",286,"E11_04_2_1_GFP_009.tif",53,1,"E11",NA,"NCIH1048","SNS-314",0,"M","1_E11",286,9,107.172222222222
"E11_04_1_1_RFP_010.tif",314,"E11_04_2_1_GFP_010.tif",57,1,"E11",NA,"NCIH1048","SNS-314",0,"M","1_E11",314,10,120.036111111111
"E12_04_1_1_RFP_001.tif",90,"E12_04_2_1_GFP_001.tif",3,1,"E12",NA,"DMS53","SNS-314",1e-05,"M","1_E12",90,1,0
"E12_04_1_1_RFP_002.tif",85,"E12_04_2_1_GFP_002.tif",1,1,"E12",NA,"DMS53","SNS-314",1e-05,"M","1_E12",85,2,29.6888888888889
"E12_04_1_1_RFP_003.tif",95,"E12_04_2_1_GFP_003.tif",9,1,"E12",NA,"DMS53","SNS-314",1e-05,"M","1_E12",95,3,44.2602777777778
"E12_04_1_1_RFP_004.tif",95,"E12_04_2_1_GFP_004.tif",12,1,"E12",NA,"DMS53","SNS-314",1e-05,"M","1_E12",95,4,46.0336111111111
"E12_04_1_1_RFP_005.tif",102,"E12_04_2_1_GFP_005.tif",7,1,"E12",NA,"DMS53","SNS-314",1e-05,"M","1_E12",102,5,54.7341666666667
"E12_04_1_1_RFP_006.tif",119,"E12_04_2_1_GFP_006.tif",14,1,"E12",NA,"DMS53","SNS-314",1e-05,"M","1_E12",119,6,68.0013888888889
"E12_04_1_1_RFP_007.tif",152,"E12_04_2_1_GFP_007.tif",17,1,"E12",NA,"DMS53","SNS-314",1e-05,"M","1_E12",152,7,79.075
"E12_04_1_1_RFP_008.tif",188,"E12_04_2_1_GFP_008.tif",14,1,"E12",NA,"DMS53","SNS-314",1e-05,"M","1_E12",188,8,94.9077777777778
"E12_04_1_1_RFP_009.tif",180,"E12_04_2_1_GFP_009.tif",20,1,"E12",NA,"DMS53","SNS-314",1e-05,"M","1_E12",180,9,107.172222222222
"E12_04_1_1_RFP_010.tif",224,"E12_04_2_1_GFP_010.tif",31,1,"E12",NA,"DMS53","SNS-314",1e-05,"M","1_E12",224,10,120.036111111111
"E13_04_1_1_RFP_001.tif",92,"E13_04_2_1_GFP_001.tif",5,1,"E13",NA,"DMS53","SNS-314",2.5e-06,"M","1_E13",92,1,0
"E13_04_1_1_RFP_002.tif",73,"E13_04_2_1_GFP_002.tif",3,1,"E13",NA,"DMS53","SNS-314",2.5e-06,"M","1_E13",73,2,29.6888888888889
"E13_04_1_1_RFP_003.tif",70,"E13_04_2_1_GFP_003.tif",3,1,"E13",NA,"DMS53","SNS-314",2.5e-06,"M","1_E13",70,3,44.2602777777778
"E13_04_1_1_RFP_004.tif",88,"E13_04_2_1_GFP_004.tif",7,1,"E13",NA,"DMS53","SNS-314",2.5e-06,"M","1_E13",88,4,46.0336111111111
"E13_04_1_1_RFP_005.tif",96,"E13_04_2_1_GFP_005.tif",9,1,"E13",NA,"DMS53","SNS-314",2.5e-06,"M","1_E13",96,5,54.7341666666667
"E13_04_1_1_RFP_006.tif",99,"E13_04_2_1_GFP_006.tif",14,1,"E13",NA,"DMS53","SNS-314",2.5e-06,"M","1_E13",99,6,68.0013888888889
"E13_04_1_1_RFP_007.tif",117,"E13_04_2_1_GFP_007.tif",25,1,"E13",NA,"DMS53","SNS-314",2.5e-06,"M","1_E13",117,7,79.075
"E13_04_1_1_RFP_008.tif",147,"E13_04_2_1_GFP_008.tif",30,1,"E13",NA,"DMS53","SNS-314",2.5e-06,"M","1_E13",147,8,94.9077777777778
"E13_04_1_1_RFP_009.tif",192,"E13_04_2_1_GFP_009.tif",29,1,"E13",NA,"DMS53","SNS-314",2.5e-06,"M","1_E13",192,9,107.172222222222
"E13_04_1_1_RFP_010.tif",236,"E13_04_2_1_GFP_010.tif",39,1,"E13",NA,"DMS53","SNS-314",2.5e-06,"M","1_E13",236,10,120.036111111111
"E14_04_1_1_RFP_001.tif",93,"E14_04_2_1_GFP_001.tif",10,1,"E14",NA,"DMS53","SNS-314",6.25e-07,"M","1_E14",93,1,0
"E14_04_1_1_RFP_002.tif",71,"E14_04_2_1_GFP_002.tif",6,1,"E14",NA,"DMS53","SNS-314",6.25e-07,"M","1_E14",71,2,29.6888888888889
"E14_04_1_1_RFP_003.tif",79,"E14_04_2_1_GFP_003.tif",9,1,"E14",NA,"DMS53","SNS-314",6.25e-07,"M","1_E14",79,3,44.2602777777778
"E14_04_1_1_RFP_004.tif",74,"E14_04_2_1_GFP_004.tif",11,1,"E14",NA,"DMS53","SNS-314",6.25e-07,"M","1_E14",74,4,46.0336111111111
"E14_04_1_1_RFP_005.tif",75,"E14_04_2_1_GFP_005.tif",9,1,"E14",NA,"DMS53","SNS-314",6.25e-07,"M","1_E14",75,5,54.7341666666667
"E14_04_1_1_RFP_006.tif",81,"E14_04_2_1_GFP_006.tif",14,1,"E14",NA,"DMS53","SNS-314",6.25e-07,"M","1_E14",81,6,68.0013888888889
"E14_04_1_1_RFP_007.tif",112,"E14_04_2_1_GFP_007.tif",28,1,"E14",NA,"DMS53","SNS-314",6.25e-07,"M","1_E14",112,7,79.075
"E14_04_1_1_RFP_008.tif",178,"E14_04_2_1_GFP_008.tif",24,1,"E14",NA,"DMS53","SNS-314",6.25e-07,"M","1_E14",178,8,94.9077777777778
"E14_04_1_1_RFP_009.tif",200,"E14_04_2_1_GFP_009.tif",33,1,"E14",NA,"DMS53","SNS-314",6.25e-07,"M","1_E14",200,9,107.172222222222
"E14_04_1_1_RFP_010.tif",248,"E14_04_2_1_GFP_010.tif",51,1,"E14",NA,"DMS53","SNS-314",6.25e-07,"M","1_E14",248,10,120.036111111111
"E15_04_1_1_RFP_001.tif",103,"E15_04_2_1_GFP_001.tif",8,1,"E15",NA,"DMS53","SNS-314",1.5625e-07,"M","1_E15",103,1,0
"E15_04_1_1_RFP_002.tif",93,"E15_04_2_1_GFP_002.tif",5,1,"E15",NA,"DMS53","SNS-314",1.5625e-07,"M","1_E15",93,2,29.6888888888889
"E15_04_1_1_RFP_003.tif",102,"E15_04_2_1_GFP_003.tif",8,1,"E15",NA,"DMS53","SNS-314",1.5625e-07,"M","1_E15",102,3,44.2602777777778
"E15_04_1_1_RFP_004.tif",114,"E15_04_2_1_GFP_004.tif",9,1,"E15",NA,"DMS53","SNS-314",1.5625e-07,"M","1_E15",114,4,46.0336111111111
"E15_04_1_1_RFP_005.tif",114,"E15_04_2_1_GFP_005.tif",10,1,"E15",NA,"DMS53","SNS-314",1.5625e-07,"M","1_E15",114,5,54.7341666666667
"E15_04_1_1_RFP_006.tif",118,"E15_04_2_1_GFP_006.tif",13,1,"E15",NA,"DMS53","SNS-314",1.5625e-07,"M","1_E15",118,6,68.0013888888889
"E15_04_1_1_RFP_007.tif",181,"E15_04_2_1_GFP_007.tif",25,1,"E15",NA,"DMS53","SNS-314",1.5625e-07,"M","1_E15",181,7,79.075
"E15_04_1_1_RFP_008.tif",230,"E15_04_2_1_GFP_008.tif",29,1,"E15",NA,"DMS53","SNS-314",1.5625e-07,"M","1_E15",230,8,94.9077777777778
"E15_04_1_1_RFP_009.tif",271,"E15_04_2_1_GFP_009.tif",34,1,"E15",NA,"DMS53","SNS-314",1.5625e-07,"M","1_E15",271,9,107.172222222222
"E15_04_1_1_RFP_010.tif",289,"E15_04_2_1_GFP_010.tif",40,1,"E15",NA,"DMS53","SNS-314",1.5625e-07,"M","1_E15",289,10,120.036111111111
"E16_04_1_1_RFP_001.tif",73,"E16_04_2_1_GFP_001.tif",5,1,"E16",NA,"DMS53","SNS-314",3.90625e-08,"M","1_E16",73,1,0
"E16_04_1_1_RFP_002.tif",158,"E16_04_2_1_GFP_002.tif",3,1,"E16",NA,"DMS53","SNS-314",3.90625e-08,"M","1_E16",158,2,29.6888888888889
"E16_04_1_1_RFP_003.tif",71,"E16_04_2_1_GFP_003.tif",5,1,"E16",NA,"DMS53","SNS-314",3.90625e-08,"M","1_E16",71,3,44.2602777777778
"E16_04_1_1_RFP_004.tif",66,"E16_04_2_1_GFP_004.tif",6,1,"E16",NA,"DMS53","SNS-314",3.90625e-08,"M","1_E16",66,4,46.0336111111111
"E16_04_1_1_RFP_005.tif",66,"E16_04_2_1_GFP_005.tif",7,1,"E16",NA,"DMS53","SNS-314",3.90625e-08,"M","1_E16",66,5,54.7341666666667
"E16_04_1_1_RFP_006.tif",90,"E16_04_2_1_GFP_006.tif",13,1,"E16",NA,"DMS53","SNS-314",3.90625e-08,"M","1_E16",90,6,68.0013888888889
"E16_04_1_1_RFP_007.tif",118,"E16_04_2_1_GFP_007.tif",17,1,"E16",NA,"DMS53","SNS-314",3.90625e-08,"M","1_E16",118,7,79.075
"E16_04_1_1_RFP_008.tif",189,"E16_04_2_1_GFP_008.tif",21,1,"E16",NA,"DMS53","SNS-314",3.90625e-08,"M","1_E16",189,8,94.9077777777778
"E16_04_1_1_RFP_009.tif",222,"E16_04_2_1_GFP_009.tif",45,1,"E16",NA,"DMS53","SNS-314",3.90625e-08,"M","1_E16",222,9,107.172222222222
"E16_04_1_1_RFP_010.tif",260,"E16_04_2_1_GFP_010.tif",53,1,"E16",NA,"DMS53","SNS-314",3.90625e-08,"M","1_E16",260,10,120.036111111111
"E17_04_1_1_RFP_001.tif",100,"E17_04_2_1_GFP_001.tif",3,1,"E17",NA,"DMS53","SNS-314",9.765e-09,"M","1_E17",100,1,0
"E17_04_1_1_RFP_002.tif",83,"E17_04_2_1_GFP_002.tif",6,1,"E17",NA,"DMS53","SNS-314",9.765e-09,"M","1_E17",83,2,29.6888888888889
"E17_04_1_1_RFP_003.tif",81,"E17_04_2_1_GFP_003.tif",7,1,"E17",NA,"DMS53","SNS-314",9.765e-09,"M","1_E17",81,3,44.2602777777778
"E17_04_1_1_RFP_004.tif",74,"E17_04_2_1_GFP_004.tif",10,1,"E17",NA,"DMS53","SNS-314",9.765e-09,"M","1_E17",74,4,46.0336111111111
"E17_04_1_1_RFP_005.tif",92,"E17_04_2_1_GFP_005.tif",13,1,"E17",NA,"DMS53","SNS-314",9.765e-09,"M","1_E17",92,5,54.7341666666667
"E17_04_1_1_RFP_006.tif",139,"E17_04_2_1_GFP_006.tif",15,1,"E17",NA,"DMS53","SNS-314",9.765e-09,"M","1_E17",139,6,68.0013888888889
"E17_04_1_1_RFP_007.tif",161,"E17_04_2_1_GFP_007.tif",34,1,"E17",NA,"DMS53","SNS-314",9.765e-09,"M","1_E17",161,7,79.075
"E17_04_1_1_RFP_008.tif",230,"E17_04_2_1_GFP_008.tif",47,1,"E17",NA,"DMS53","SNS-314",9.765e-09,"M","1_E17",230,8,94.9077777777778
"E17_04_1_1_RFP_009.tif",288,"E17_04_2_1_GFP_009.tif",55,1,"E17",NA,"DMS53","SNS-314",9.765e-09,"M","1_E17",288,9,107.172222222222
"E17_04_1_1_RFP_010.tif",312,"E17_04_2_1_GFP_010.tif",56,1,"E17",NA,"DMS53","SNS-314",9.765e-09,"M","1_E17",312,10,120.036111111111
"E18_04_1_1_RFP_001.tif",87,"E18_04_2_1_GFP_001.tif",4,1,"E18",NA,"DMS53","SNS-314",2.44e-09,"M","1_E18",87,1,0
"E18_04_1_1_RFP_002.tif",76,"E18_04_2_1_GFP_002.tif",6,1,"E18",NA,"DMS53","SNS-314",2.44e-09,"M","1_E18",76,2,29.6888888888889
"E18_04_1_1_RFP_003.tif",83,"E18_04_2_1_GFP_003.tif",7,1,"E18",NA,"DMS53","SNS-314",2.44e-09,"M","1_E18",83,3,44.2602777777778
"E18_04_1_1_RFP_004.tif",92,"E18_04_2_1_GFP_004.tif",6,1,"E18",NA,"DMS53","SNS-314",2.44e-09,"M","1_E18",92,4,46.0336111111111
"E18_04_1_1_RFP_005.tif",79,"E18_04_2_1_GFP_005.tif",6,1,"E18",NA,"DMS53","SNS-314",2.44e-09,"M","1_E18",79,5,54.7341666666667
"E18_04_1_1_RFP_006.tif",132,"E18_04_2_1_GFP_006.tif",11,1,"E18",NA,"DMS53","SNS-314",2.44e-09,"M","1_E18",132,6,68.0013888888889
"E18_04_1_1_RFP_007.tif",148,"E18_04_2_1_GFP_007.tif",32,1,"E18",NA,"DMS53","SNS-314",2.44e-09,"M","1_E18",148,7,79.075
"E18_04_1_1_RFP_008.tif",214,"E18_04_2_1_GFP_008.tif",43,1,"E18",NA,"DMS53","SNS-314",2.44e-09,"M","1_E18",214,8,94.9077777777778
"E18_04_1_1_RFP_009.tif",247,"E18_04_2_1_GFP_009.tif",51,1,"E18",NA,"DMS53","SNS-314",2.44e-09,"M","1_E18",247,9,107.172222222222
"E18_04_1_1_RFP_010.tif",301,"E18_04_2_1_GFP_010.tif",58,1,"E18",NA,"DMS53","SNS-314",2.44e-09,"M","1_E18",301,10,120.036111111111
"E19_04_1_1_RFP_001.tif",84,"E19_04_2_1_GFP_001.tif",5,1,"E19",NA,"DMS53","SNS-314",6.1e-10,"M","1_E19",84,1,0
"E19_04_1_1_RFP_002.tif",78,"E19_04_2_1_GFP_002.tif",8,1,"E19",NA,"DMS53","SNS-314",6.1e-10,"M","1_E19",78,2,29.6888888888889
"E19_04_1_1_RFP_003.tif",96,"E19_04_2_1_GFP_003.tif",8,1,"E19",NA,"DMS53","SNS-314",6.1e-10,"M","1_E19",96,3,44.2602777777778
"E19_04_1_1_RFP_004.tif",87,"E19_04_2_1_GFP_004.tif",9,1,"E19",NA,"DMS53","SNS-314",6.1e-10,"M","1_E19",87,4,46.0336111111111
"E19_04_1_1_RFP_005.tif",90,"E19_04_2_1_GFP_005.tif",15,1,"E19",NA,"DMS53","SNS-314",6.1e-10,"M","1_E19",90,5,54.7341666666667
"E19_04_1_1_RFP_006.tif",128,"E19_04_2_1_GFP_006.tif",22,1,"E19",NA,"DMS53","SNS-314",6.1e-10,"M","1_E19",128,6,68.0013888888889
"E19_04_1_1_RFP_007.tif",135,"E19_04_2_1_GFP_007.tif",19,1,"E19",NA,"DMS53","SNS-314",6.1e-10,"M","1_E19",135,7,79.075
"E19_04_1_1_RFP_008.tif",224,"E19_04_2_1_GFP_008.tif",32,1,"E19",NA,"DMS53","SNS-314",6.1e-10,"M","1_E19",224,8,94.9077777777778
"E19_04_1_1_RFP_009.tif",261,"E19_04_2_1_GFP_009.tif",42,1,"E19",NA,"DMS53","SNS-314",6.1e-10,"M","1_E19",261,9,107.172222222222
"E19_04_1_1_RFP_010.tif",309,"E19_04_2_1_GFP_010.tif",49,1,"E19",NA,"DMS53","SNS-314",6.1e-10,"M","1_E19",309,10,120.036111111111
"E20_04_1_1_RFP_001.tif",99,"E20_04_2_1_GFP_001.tif",8,1,"E20",NA,"DMS53","SNS-314",1.5e-10,"M","1_E20",99,1,0
"E20_04_1_1_RFP_002.tif",66,"E20_04_2_1_GFP_002.tif",3,1,"E20",NA,"DMS53","SNS-314",1.5e-10,"M","1_E20",66,2,29.6888888888889
"E20_04_1_1_RFP_003.tif",95,"E20_04_2_1_GFP_003.tif",4,1,"E20",NA,"DMS53","SNS-314",1.5e-10,"M","1_E20",95,3,44.2602777777778
"E20_04_1_1_RFP_004.tif",82,"E20_04_2_1_GFP_004.tif",4,1,"E20",NA,"DMS53","SNS-314",1.5e-10,"M","1_E20",82,4,46.0336111111111
"E20_04_1_1_RFP_005.tif",104,"E20_04_2_1_GFP_005.tif",11,1,"E20",NA,"DMS53","SNS-314",1.5e-10,"M","1_E20",104,5,54.7341666666667
"E20_04_1_1_RFP_006.tif",127,"E20_04_2_1_GFP_006.tif",17,1,"E20",NA,"DMS53","SNS-314",1.5e-10,"M","1_E20",127,6,68.0013888888889
"E20_04_1_1_RFP_007.tif",177,"E20_04_2_1_GFP_007.tif",19,1,"E20",NA,"DMS53","SNS-314",1.5e-10,"M","1_E20",177,7,79.075
"E20_04_1_1_RFP_008.tif",283,"E20_04_2_1_GFP_008.tif",24,1,"E20",NA,"DMS53","SNS-314",1.5e-10,"M","1_E20",283,8,94.9077777777778
"E20_04_1_1_RFP_009.tif",343,"E20_04_2_1_GFP_009.tif",35,1,"E20",NA,"DMS53","SNS-314",1.5e-10,"M","1_E20",343,9,107.172222222222
"E20_04_1_1_RFP_010.tif",417,"E20_04_2_1_GFP_010.tif",32,1,"E20",NA,"DMS53","SNS-314",1.5e-10,"M","1_E20",417,10,120.036111111111
"E21_04_1_1_RFP_001.tif",85,"E21_04_2_1_GFP_001.tif",2,1,"E21",NA,"DMS53","SNS-314",0,"M","1_E21",85,1,0
"E21_04_1_1_RFP_002.tif",75,"E21_04_2_1_GFP_002.tif",3,1,"E21",NA,"DMS53","SNS-314",0,"M","1_E21",75,2,29.6888888888889
"E21_04_1_1_RFP_003.tif",97,"E21_04_2_1_GFP_003.tif",6,1,"E21",NA,"DMS53","SNS-314",0,"M","1_E21",97,3,44.2602777777778
"E21_04_1_1_RFP_004.tif",112,"E21_04_2_1_GFP_004.tif",6,1,"E21",NA,"DMS53","SNS-314",0,"M","1_E21",112,4,46.0336111111111
"E21_04_1_1_RFP_005.tif",106,"E21_04_2_1_GFP_005.tif",8,1,"E21",NA,"DMS53","SNS-314",0,"M","1_E21",106,5,54.7341666666667
"E21_04_1_1_RFP_006.tif",122,"E21_04_2_1_GFP_006.tif",19,1,"E21",NA,"DMS53","SNS-314",0,"M","1_E21",122,6,68.0013888888889
"E21_04_1_1_RFP_007.tif",144,"E21_04_2_1_GFP_007.tif",23,1,"E21",NA,"DMS53","SNS-314",0,"M","1_E21",144,7,79.075
"E21_04_1_1_RFP_008.tif",216,"E21_04_2_1_GFP_008.tif",28,1,"E21",NA,"DMS53","SNS-314",0,"M","1_E21",216,8,94.9077777777778
"E21_04_1_1_RFP_009.tif",260,"E21_04_2_1_GFP_009.tif",29,1,"E21",NA,"DMS53","SNS-314",0,"M","1_E21",260,9,107.172222222222
"E21_04_1_1_RFP_010.tif",298,"E21_04_2_1_GFP_010.tif",35,1,"E21",NA,"DMS53","SNS-314",0,"M","1_E21",298,10,120.036111111111
"F2_04_1_1_RFP_001.tif",9,"F2_04_2_1_GFP_001.tif",6,1,"F02",NA,"NCIH1048","SNS-314",1e-05,"M","1_F02",9,1,0
"F2_04_1_1_RFP_002.tif",38,"F2_04_2_1_GFP_002.tif",27,1,"F02",NA,"NCIH1048","SNS-314",1e-05,"M","1_F02",38,2,29.6888888888889
"F2_04_1_1_RFP_003.tif",68,"F2_04_2_1_GFP_003.tif",49,1,"F02",NA,"NCIH1048","SNS-314",1e-05,"M","1_F02",68,3,44.2602777777778
"F2_04_1_1_RFP_004.tif",64,"F2_04_2_1_GFP_004.tif",53,1,"F02",NA,"NCIH1048","SNS-314",1e-05,"M","1_F02",64,4,46.0336111111111
"F2_04_1_1_RFP_005.tif",84,"F2_04_2_1_GFP_005.tif",59,1,"F02",NA,"NCIH1048","SNS-314",1e-05,"M","1_F02",84,5,54.7341666666667
"F2_04_1_1_RFP_006.tif",116,"F2_04_2_1_GFP_006.tif",93,1,"F02",NA,"NCIH1048","SNS-314",1e-05,"M","1_F02",116,6,68.0013888888889
"F2_04_1_1_RFP_007.tif",139,"F2_04_2_1_GFP_007.tif",115,1,"F02",NA,"NCIH1048","SNS-314",1e-05,"M","1_F02",139,7,79.075
"F2_04_1_1_RFP_008.tif",158,"F2_04_2_1_GFP_008.tif",141,1,"F02",NA,"NCIH1048","SNS-314",1e-05,"M","1_F02",158,8,94.9077777777778
"F2_04_1_1_RFP_009.tif",168,"F2_04_2_1_GFP_009.tif",154,1,"F02",NA,"NCIH1048","SNS-314",1e-05,"M","1_F02",168,9,107.172222222222
