7.227984598594636601e-05,6.377837266362532973e+06,2.598235466697477736e+06,6.858462919186609952e+01,4.091816960424919714e+00,3.376749331710556579e+00,5.195608864435370400e+00
7.225019659407258565e-05,6.343304261874428019e+06,2.584906209348725621e+06,7.338646895875355369e+01,4.028006866356112603e+00,3.376761833179473982e+00,5.195003998380263610e+00
7.226976848592801903e-05,6.510328732568429783e+06,2.655362520594382193e+06,7.003077415148118234e+01,3.849374474619843944e+00,3.376303608577071902e+00,5.188187420278227435e+00
7.226179976764543868e-05,6.484655741583223455e+06,2.642873495622267947e+06,6.466872667517796458e+01,3.632987870389708718e+00,3.373393936016392480e+00,5.191127920532779605e+00
7.224300561561167373e-05,6.503130437906019390e+06,2.650256299039941281e+06,6.587766550553978107e+01,3.748028215953218112e+00,3.374498500217839592e+00,5.192476208706306551e+00
7.224361229107045834e-05,6.505885078728675842e+06,2.651309117023419589e+06,6.569751428004703087e+01,3.691202499998420983e+00,3.375146249637255735e+00,5.191653873191332202e+00
7.234992898514745611e-05,6.515110047299392521e+06,2.658266103589663282e+06,7.765085970566970275e+01,3.834522738143787635e+00,3.375878661212732723e+00,5.192455656834462197e+00
7.236015273509843184e-05,6.586112625721850432e+06,2.686113230167130474e+06,7.266357185484407921e+01,3.687969360735939173e+00,3.373813446173449471e+00,5.193093468354240017e+00
7.203684861330507372e-05,6.558314723037112504e+06,2.665486086011562031e+06,7.465379290239482657e+01,3.663631689769654365e+00,3.375542070141724249e+00,5.190427167685339960e+00
7.199432661841425598e-05,6.560319934269844554e+06,2.665610079010565765e+06,7.329427827525708494e+01,3.651467304831629068e+00,3.373786620997737185e+00,5.189867765525255194e+00
7.199073664456828161e-05,6.560454602689489722e+06,2.665139351707937196e+06,7.317362940618227185e+01,3.652070966979485522e+00,3.372692986441627294e+00,5.189861965632988294e+00
7.198882133103015407e-05,6.560850442723177373e+06,2.665137757691331208e+06,7.281197565866581556e+01,3.651414997299164966e+00,3.372784735040917248e+00,5.189865218805196356e+00
7.202638952162559820e-05,6.601560956751045771e+06,2.683522808550425805e+06,7.212484592689790475e+01,3.682788751775005309e+00,3.377987684262134582e+00,5.192604884799999709e+00
7.220190991328935038e-05,6.615289448246810585e+06,2.694976496404896956e+06,7.249265375631046027e+01,3.673672369146492311e+00,3.377759313373631223e+00,5.191960895089255956e+00
7.218239167970163324e-05,6.619268498011968099e+06,2.695215612695213873e+06,7.249311929307917524e+01,3.672724521724596958e+00,3.377142257461192454e+00,5.191959496913479022e+00
7.218446510940519872e-05,6.618758741750041954e+06,2.696032524671152234e+06,7.249314658924728860e+01,3.672696129610418136e+00,3.376429046929143141e+00,5.191962417161438914e+00
7.218407767267707249e-05,6.618528854186508805e+06,2.695556264243730810e+06,7.249314308609190505e+01,3.672627960232221600e+00,3.375368480710231101e+00,5.191964254973775006e+00
7.218379490570049075e-05,6.618361077216676436e+06,2.695208721639405470e+06,7.249314052933583241e+01,3.672578208033736136e+00,3.374594643342380795e+00,5.191965596290104124e+00
7.218387878760595424e-05,6.618171356526594609e+06,2.695076956636582501e+06,7.249314115783805335e+01,3.672606079050891648e+00,3.374832920057042163e+00,5.191965629289971851e+00
7.218398195259724732e-05,6.618131583384104073e+06,2.695008989736016374e+06,7.249314251806700327e+01,3.672628156860871851e+00,3.375024599570846551e+00,5.191965432692731142e+00
7.219309941228824786e-05,6.670651464907932095e+06,2.716460580624222290e+06,7.249828519593903309e+01,3.671202343538097601e+00,3.375675688062524493e+00,5.191394105834904238e+00
7.214868847401537490e-05,6.886695363369201310e+06,2.803607829036789015e+06,6.943128096940337457e+01,3.803698120841934482e+00,3.375589730004545430e+00,5.189941910740803799e+00
7.216850025593329399e-05,7.006783897277623415e+06,2.854265670184674673e+06,7.311890977944726444e+01,3.867082977274283628e+00,3.374160045092331028e+00,5.190349856151880381e+00
7.218580525320225411e-05,6.999591019137877040e+06,2.850231111576825846e+06,7.446390458644681587e+01,3.708727140833169234e+00,3.372933285176658469e+00,5.192345512259940676e+00
7.218545508956943687e-05,7.001233037879819050e+06,2.851256274107657839e+06,7.378055056917898469e+01,3.712768061756307247e+00,3.373114131333589505e+00,5.192288006393217081e+00
7.217896645078247938e-05,6.994792550906944089e+06,2.848891232366403565e+06,7.394476001203111082e+01,3.880504153734471107e+00,3.373616712076420665e+00,5.190547561845196611e+00
7.215528356390440241e-05,7.002446256981579587e+06,2.850135477720443159e+06,7.531669386999297444e+01,3.810281857197991506e+00,3.373595534986152167e+00,5.191683867833461363e+00
7.217133502097959705e-05,7.151751571697320789e+06,2.911326906144860201e+06,7.530957712088911649e+01,3.715779178924361936e+00,3.372657010044610715e+00,5.192212745284177977e+00
7.216841885388684070e-05,7.154597886799397878e+06,2.912830123052539770e+06,7.515810128875698126e+01,3.720961690962394375e+00,3.372643114953488119e+00,5.192158168170878163e+00
7.216561872436855804e-05,7.166238859741755761e+06,2.917776187323849648e+06,7.503158723134745856e+01,3.715366510283376389e+00,3.372622606297778436e+00,5.192056986921587125e+00
7.216357513581689450e-05,7.174746906172310002e+06,2.921391342449014541e+06,7.493938618665625029e+01,3.711288214184108813e+00,3.372607638261531093e+00,5.191983141660002410e+00
7.216393776868107479e-05,7.183104454582259990e+06,2.924189363534913398e+06,7.484801676886372945e+01,3.712220165343339762e+00,3.372601722816324088e+00,5.191949122241545034e+00
7.214724537866009811e-05,7.295138396242094226e+06,2.969337855777104851e+06,6.028536719973509150e+01,3.705880559721907996e+00,3.372505079324733313e+00,5.191566810957121803e+00
7.214832314886841010e-05,7.332567786416316405e+06,2.983393454845384229e+06,6.017481290809859473e+01,3.706694240078271640e+00,3.372540652961010021e+00,5.191734018877165013e+00
7.215208921232950953e-05,7.332333450392342173e+06,2.984295196787312627e+06,5.950900783395042026e+01,3.700524357242406914e+00,3.372548664803469709e+00,5.191386052745034618e+00
7.214823602460605637e-05,7.468421894252202474e+06,3.039750902692342643e+06,5.853167196491966706e+01,4.037754673905912917e+00,3.372393837993583166e+00,5.191453159831858066e+00
7.217688113902096783e-05,8.885477453053144738e+06,3.612362957385687623e+06,5.837051198401257324e+01,3.109114949460951127e+00,3.377718927566933704e+00,5.207858791312971469e+00
7.220203185841432808e-05,9.392528269462507218e+06,3.820193592658040114e+06,6.288126054631231199e+01,3.387549539901877349e+00,3.377311701469152272e+00,5.205557476530947802e+00
