upid,well,cell.count,time,cell.line,drug1,drug1.conc,drug1.units
model_H841_k3d_iter_100,H06,327.728,47.28,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,327.875,47.52,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,328.021,47.76,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,328.168,48,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,328.315,48.24,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,328.461,48.48,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,328.608,48.72,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,328.755,48.96,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,328.902,49.2,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,329.049,49.44,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,329.196,49.68,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,329.343,49.92,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,329.49,50.16,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,329.638,50.4,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,329.785,50.64,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,329.932,50.88,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,330.08,51.12,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,330.227,51.36,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,330.375,51.6,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,330.522,51.84,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,330.67,52.08,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,330.818,52.32,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,330.966,52.56,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,331.113,52.8,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,331.261,53.04,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,331.409,53.28,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,331.557,53.52,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,331.705,53.76,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,331.854,54,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,332.002,54.24,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,332.15,54.48,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,332.298,54.72,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,332.447,54.96,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,332.595,55.2,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,332.744,55.44,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,332.893,55.68,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,333.041,55.92,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,333.19,56.16,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,333.339,56.4,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,333.488,56.64,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,333.637,56.88,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,333.786,57.12,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,333.935,57.36,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,334.084,57.6,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,334.233,57.84,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,334.382,58.08,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,334.531,58.32,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,334.681,58.56,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,334.83,58.8,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,334.98,59.04,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,335.129,59.28,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,335.279,59.52,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,335.429,59.76,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,335.578,60,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,335.728,60.24,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,335.878,60.48,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,336.028,60.72,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,336.178,60.96,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,336.328,61.2,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,336.478,61.44,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,336.628,61.68,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,336.778,61.92,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,336.929,62.16,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,337.079,62.4,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,337.23,62.64,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,337.38,62.88,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,337.531,63.12,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,337.681,63.36,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,337.832,63.6,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,337.983,63.84,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,338.134,64.08,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,338.284,64.32,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,338.435,64.56,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,338.586,64.8,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,338.737,65.04,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,338.889,65.28,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,339.04,65.52,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,339.191,65.76,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,339.342,66,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,339.494,66.24,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,339.645,66.48,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,339.797,66.72,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,339.948,66.96,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,340.1,67.2,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,340.252,67.44,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,340.403,67.68,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,340.555,67.92,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,340.707,68.16,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,340.859,68.4,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,341.011,68.64,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,341.163,68.88,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,341.315,69.12,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,341.468,69.36,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,341.62,69.6,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,341.772,69.84,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,341.925,70.08,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,342.077,70.32,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,342.23,70.56,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,342.382,70.8,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,342.535,71.04,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,342.688,71.28,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,342.841,71.52,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,342.993,71.76,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,343.146,72,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,343.299,72.24,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,343.452,72.48,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,343.606,72.72,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,343.759,72.96,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,343.912,73.2,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,344.065,73.44,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,344.219,73.68,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,344.372,73.92,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,344.526,74.16,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,344.679,74.4,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,344.833,74.64,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,344.987,74.88,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,345.14,75.12,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,345.294,75.36,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,345.448,75.6,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,345.602,75.84,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,345.756,76.08,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,345.91,76.32,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,346.064,76.56,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,346.218,76.8,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,346.373,77.04,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,346.527,77.28,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,346.682,77.52,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,346.836,77.76,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,346.991,78,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,347.145,78.24,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,347.3,78.48,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,347.455,78.72,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,347.609,78.96,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,347.764,79.2,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,347.919,79.44,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,348.074,79.68,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,348.229,79.92,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,348.384,80.16,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,348.54,80.4,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,348.695,80.64,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,348.85,80.88,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,349.006,81.12,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,349.161,81.36,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,349.317,81.6,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,349.472,81.84,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,349.628,82.08,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,349.784,82.32,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,349.939,82.56,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,350.095,82.8,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,350.251,83.04,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,350.407,83.28,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,350.563,83.52,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,350.719,83.76,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,350.875,84,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,351.032,84.24,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,351.188,84.48,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,351.344,84.72,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,351.501,84.96,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,351.657,85.2,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,351.814,85.44,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,351.97,85.68,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,352.127,85.92,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,352.284,86.16,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,352.441,86.4,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,352.598,86.64,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,352.755,86.88,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,352.912,87.12,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,353.069,87.36,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,353.226,87.6,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,353.383,87.84,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,353.54,88.08,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,353.698,88.32,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,353.855,88.56,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,354.013,88.8,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,354.17,89.04,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,354.328,89.28,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,354.486,89.52,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,354.643,89.76,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,354.801,90,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,354.959,90.24,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,355.117,90.48,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,355.275,90.72,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,355.433,90.96,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,355.591,91.2,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,355.749,91.44,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,355.908,91.68,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,356.066,91.92,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,356.225,92.16,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,356.383,92.4,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,356.542,92.64,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,356.7,92.88,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,356.859,93.12,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,357.018,93.36,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,357.176,93.6,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,357.335,93.84,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,357.494,94.08,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,357.653,94.32,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,357.812,94.56,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,357.972,94.8,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,358.131,95.04,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,358.29,95.28,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,358.449,95.52,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,358.609,95.76,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,358.768,96,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,358.928,96.24,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,359.087,96.48,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,359.247,96.72,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,359.407,96.96,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,359.567,97.2,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,359.727,97.44,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,359.887,97.68,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,360.047,97.92,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,360.207,98.16,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,360.367,98.4,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,360.527,98.64,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,360.687,98.88,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,360.848,99.12,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,361.008,99.36,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,361.169,99.6,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,361.329,99.84,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,361.49,100.08,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,361.65,100.32,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,361.811,100.56,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,361.972,100.8,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,362.133,101.04,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,362.294,101.28,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,362.455,101.52,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,362.616,101.76,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,362.777,102,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,362.938,102.24,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,363.1,102.48,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,363.261,102.72,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,363.422,102.96,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,363.584,103.2,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,363.746,103.44,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,363.907,103.68,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,364.069,103.92,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,364.231,104.16,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,364.392,104.4,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,364.554,104.64,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,364.716,104.88,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,364.878,105.12,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,365.041,105.36,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,365.203,105.6,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,365.365,105.84,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,365.527,106.08,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,365.69,106.32,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,365.852,106.56,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,366.015,106.8,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,366.177,107.04,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,366.34,107.28,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,366.503,107.52,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,366.665,107.76,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,366.828,108,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,366.991,108.24,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,367.154,108.48,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,367.317,108.72,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,367.48,108.96,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,367.643,109.2,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,367.807,109.44,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,367.97,109.68,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,368.133,109.92,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,368.297,110.16,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,368.46,110.4,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,368.624,110.64,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,368.788,110.88,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,368.951,111.12,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,369.115,111.36,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,369.279,111.6,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,369.443,111.84,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,369.607,112.08,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,369.771,112.32,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,369.935,112.56,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,370.1,112.8,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,370.264,113.04,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,370.428,113.28,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,370.593,113.52,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,370.757,113.76,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,370.922,114,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,371.086,114.24,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,371.251,114.48,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,371.416,114.72,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,371.581,114.96,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,371.746,115.2,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,371.91,115.44,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,372.076,115.68,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,372.241,115.92,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,372.406,116.16,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,372.571,116.4,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,372.736,116.64,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,372.902,116.88,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,373.067,117.12,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,373.233,117.36,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,373.398,117.6,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,373.564,117.84,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,373.73,118.08,NCIH1048,TAK-901,3.91e-08,M
model_H841_k3d_iter_100,H06,373.896,118.32,NCIH1048,TAK-901,3.91e-08,M
