tdata DMSO_mean 10uM_mean cleaned_2.5uM_mean cleaned_625nM_mean cleaned_156.25nM_mean cleaned_39nM_mean cleaned_9.76nM_mean cleaned_2.44nM_mean cleaned_0.61nM_mean cleaned_0.15nM_mean
0.0 5989.3333333 5939.3333333 4223.666666633333 5693.666666633333 4814.999999966667 5544.3333333 4615.666666633333 6093.666666633333 6383.666666633333 6989.666666633333
0.6811226850000001 14089.666666633333 2857.6666666333335 2488.9999999666666 8201.3333333 9184.999999966665 10412.3333333 11719.666666633333 12320.666666633333 11599.999999966665 14735.666666633333
0.9858217591666666 16838.666666633333 3152.9999999666666 2255.6666666333335 8141.3333333 8395.999999966665 12512.999999966665 12706.999999966665 16679.666666633333 14859.999999966665 18647.3333333
1.6264583333333331 25919.3333333 2589.6666666333335 2785.3333333 10095.999999966665 9666.3333333 13004.3333333 18831.3333333 22778.666666633333 22452.99999996667 28319.3333333
1.9379861112499999 28941.99999996667 2454.9999999666666 2037.3333333 9276.999999966665 9051.3333333 11338.666666633333 18221.99999996667 25493.666666633333 27620.666666633333 30488.99999996667
2.928414351666667 30950.99999996667 1911.6666666333333 2396.6666666333335 7485.999999966667 6194.3333333 9994.999999966665 20665.666666633333 29459.99999996667 33590.66666663333 34412.99999996666
3.8955208333333338 40914.66666663333 2387.6666666333335 2649.3333333 7559.999999966667 8525.666666633333 8649.3333333 24059.3333333 36740.3333333 42853.3333333 48606.99999996666
4.12567129625 44298.66666663333 3521.9999999666666 3972.6666666333335 6798.3333333 9094.666666633333 11427.3333333 26305.3333333 39802.99999996666 42969.3333333 53714.3333333
4.619560183333333 47365.99999996666 2879.6666666333335 2291.6666666333335 6127.666666633333 7698.666666633333 8602.999999966665 26581.666666633333 38723.3333333 45315.99999996666 52116.99999996666
