,cell.line,drug1,drug1.conc,dip_rate,Count_Type,DIPzero,DIPrNorm
203,H1048,SNS-314,0.0,0.010843227418056142,Direct,0.018002149204850725,0.6023296049081965
204,H1048,SNS-314,0.0,0.01922372427351584,Direct,0.018002149204850725,1.0678571794269962
205,H1048,SNS-314,0.0,0.027188052140713542,Direct,0.018002149204850725,1.510267014862184
206,H1048,SNS-314,0.0,0.025125836517448624,Direct,0.018002149204850725,1.3957131579977353
207,H1048,SNS-314,0.0,0.02083470223370364,Direct,0.018002149204850725,1.1573452700908442
208,H1048,SNS-314,0.0,0.018280385365337708,Direct,0.018002149204850725,1.0154557190544788
209,H1048,SNS-314,0.0,0.018849012101030096,Direct,0.018002149204850725,1.0470423218107303
210,H1048,SNS-314,0.0,0.01906264948555634,Direct,0.018002149204850725,1.0589096484335248
211,H1048,SNS-314,0.0,0.022226377402075663,Direct,0.018002149204850725,1.2346513268586126
212,H1048,SNS-314,0.0,0.0211226607483964,Direct,0.018002149204850725,1.1733410554504704
213,H1048,SNS-314,0.0,0.0233081718527829,Direct,0.018002149204850725,1.2947438435018888
214,H1048,SNS-314,0.0,0.026845843794538537,Direct,0.018002149204850725,1.491257709790832
215,H1048,SNS-314,0.0,0.022370928020053714,Direct,0.018002149204850725,1.242680958006159
216,H1048,SNS-314,0.0,0.020993829424101104,Direct,0.018002149204850725,1.166184614137309
217,H1048,SNS-314,0.0,0.01861708189727469,Direct,0.018002149204850725,1.034158848781137
218,H1048,SNS-314,0.0,0.019112780590608128,Direct,0.018002149204850725,1.0616943773279104
219,H1048,SNS-314,0.0,0.01911629700291103,Direct,0.018002149204850725,1.0618897102441576
220,H1048,SNS-314,0.0,0.016738589736468378,Direct,0.018002149204850725,0.9298106323859443
221,H1048,SNS-314,0.0,0.02239438680070788,Direct,0.018002149204850725,1.243984068006372
222,H1048,SNS-314,0.0,0.01887908782456601,Direct,0.018002149204850725,1.0487129958615713
223,H1048,SNS-314,0.0,0.020058801678148226,Direct,0.018002149204850725,1.1142448298752756
224,H1048,SNS-314,0.0,0.017814661109214775,Direct,0.018002149204850725,0.9895852382122557
225,H1048,SNS-314,0.0,0.0222089624967534,Direct,0.018002149204850725,1.2336839476238282
226,H1048,SNS-314,0.0,0.016129282150582354,Direct,0.018002149204850725,0.8959642522147454
227,H1048,SNS-314,0.0,0.01919700710899904,Direct,0.018002149204850725,1.0663730697124962
228,H1048,SNS-314,0.0,0.019150986989078758,Direct,0.018002149204850725,1.0638167016146314
229,H1048,SNS-314,0.0,0.018201821525119653,Direct,0.018002149204850725,1.0110915823436861
230,H1048,SNS-314,0.0,0.017313461262215016,Direct,0.018002149204850725,0.9617441265040654
231,H1048,SNS-314,0.0,0.01717236432028367,Direct,0.018002149204850725,0.9539063433413013
232,H1048,SNS-314,0.0,0.01902860335686381,Direct,0.018002149204850725,1.0570184226523633
233,H1048,SNS-314,0.0,0.020064778346861267,Direct,0.018002149204850725,1.114576827385408
234,H1048,SNS-314,0.0,0.011777793348372732,Direct,0.018002149204850725,0.6542437358090097
235,H1048,SNS-314,0.0,0.020430275843502783,Direct,0.018002149204850725,1.1348798196827405
236,H1048,SNS-314,0.0,0.015736660931844688,Direct,0.018002149204850725,0.8741545663672426
237,H1048,SNS-314,0.0,0.014745715478520912,Direct,0.018002149204850725,0.8191086136841729
238,H1048,SNS-314,0.0,0.02018734424356541,Direct,0.018002149204850725,1.121385230943752
239,H1048,SNS-314,0.0,0.028422506671079463,Direct,0.018002149204850725,1.5788396345154692
240,H1048,SNS-314,0.0,0.01709632530313563,Direct,0.018002149204850725,0.9496824578328115
241,H1048,SNS-314,0.0,0.018986701496901008,Direct,0.018002149204850725,1.0546908194597673
242,H1048,SNS-314,0.0,0.010813336596790105,Direct,0.018002149204850725,0.6006692019793072
243,H1048,SNS-314,0.0,0.014507881274563513,Direct,0.018002149204850725,0.8058971798019721
244,H1048,SNS-314,0.0,0.01895529998590334,Direct,0.018002149204850725,1.0529464993432998
245,H1048,SNS-314,0.0,0.018679684940163498,Direct,0.018002149204850725,1.0376363803900819
246,H1048,SNS-314,0.0,0.0066369511788064465,Direct,0.018002149204850725,0.3686754899808353
247,H1048,SNS-314,0.0,0.018075239521142136,Direct,0.018002149204850725,1.0040600883516573
248,H1048,SNS-314,0.0,0.02186511440978792,Direct,0.018002149204850725,1.2145835567175673
249,H1048,SNS-314,0.0,0.02078825543911374,Direct,0.018002149204850725,1.1547652006746112
250,H1048,SNS-314,0.0,0.01987243083877732,Direct,0.018002149204850725,1.1038921304697686
251,H1048,SNS-314,0.0,0.020946391805172986,Direct,0.018002149204850725,1.1635495054962064
252,H1048,SNS-314,0.0,0.025911381617388256,Direct,0.018002149204850725,1.439349342266665
253,H1048,SNS-314,0.0,0.02614847772507851,Direct,0.018002149204850725,1.452519775696156
254,H1048,SNS-314,0.0,0.02022450769255161,Direct,0.018002149204850725,1.1234496205098703
255,H1048,SNS-314,0.0,0.021249377382870503,Direct,0.018002149204850725,1.1803800280215877
256,H1048,SNS-314,0.0,0.00628174624460597,Direct,0.018002149204850725,0.34894423844200434
257,H1048,SNS-314,0.0,0.016274774699489482,Direct,0.018002149204850725,0.9040462066109419
258,H1048,SNS-314,0.0,0.017238721946613304,Direct,0.018002149204850725,0.9575924380166945
259,H1048,SNS-314,0.0,0.016442271105553508,Direct,0.018002149204850725,0.9133504515740318
260,H1048,SNS-314,0.0,0.003056087249544422,Direct,0.018002149204850725,0.16976235530371847
261,H1048,SNS-314,0.0,0.00024033535177867807,Direct,0.018002149204850725,0.013350369949934594
262,H1048,SNS-314,0.0,0.010015251437201205,Direct,0.018002149204850725,0.5563364309025153
263,H1048,SNS-314,0.0,0.003796346825853393,Direct,0.018002149204850725,0.21088297750751103
264,H1048,SNS-314,0.0,0.016196546713039498,Direct,0.018002149204850725,0.8997007262152509
265,H1048,SNS-314,0.0,0.023048110508681344,Direct,0.018002149204850725,1.2802977159233282
266,H1048,SNS-314,0.0,0.023339729013423214,Direct,0.018002149204850725,1.2964968097883705
267,H1048,SNS-314,0.0,0.01893183229562696,Direct,0.018002149204850725,1.0516428944231686
268,H1048,SNS-314,0.0,0.019980966180824542,Direct,0.018002149204850725,1.1099211518278396
269,H1048,SNS-314,0.0,0.01572135108942524,Direct,0.018002149204850725,0.8733041211095551
270,H1048,SNS-314,0.0,0.015287466297014309,Direct,0.018002149204850725,0.8492022881854052
271,H1048,SNS-314,0.0,-0.007709734269174899,Direct,0.018002149204850725,-0.4282674352625347
272,H1048,SNS-314,0.0,0.012177033585136006,Direct,0.018002149204850725,0.6764211009791471
273,H1048,SNS-314,0.0,0.0191717760205092,Direct,0.018002149204850725,1.0649715099207886
274,H1048,SNS-314,0.0,0.019288149769753047,Direct,0.018002149204850725,1.071435946356661
275,H1048,SNS-314,0.0,0.017495289258992616,Direct,0.018002149204850725,0.9718444758961594
276,H1048,SNS-314,0.0,0.02266313477827414,Direct,0.018002149204850725,1.2589127287183854
277,H1048,SNS-314,0.0,0.014404094292742909,Direct,0.018002149204850725,0.800131924740502
278,H1048,SNS-314,0.0,0.020243555240429624,Direct,0.018002149204850725,1.1245076912802692
279,H1048,SNS-314,0.0,0.020560436400035617,Direct,0.018002149204850725,1.1421100984151134
280,H1048,SNS-314,0.0,0.01866099121563709,Direct,0.018002149204850725,1.0365979641257965
281,H1048,SNS-314,0.0,0.017543159160823354,Direct,0.018002149204850725,0.9745035973869334
282,H1048,SNS-314,0.0,0.019701065655631903,Direct,0.018002149204850725,1.0943729791064836
283,H1048,SNS-314,0.0,0.0024640417927959037,Direct,0.018002149204850725,0.13687486781478078
284,H1048,SNS-314,0.0,0.002164837772870626,Direct,0.018002149204850725,0.12025440675090644
285,H1048,SNS-314,0.0,0.02115281150092796,Direct,0.018002149204850725,1.1750158972812135
286,H1048,SNS-314,0.0,0.005499520633777515,Direct,0.018002149204850725,0.305492448218108
287,H1048,SNS-314,0.0,0.016112920358304427,Direct,0.018002149204850725,0.8950553722753702
288,H1048,SNS-314,0.0,0.018993837378754888,Direct,0.018002149204850725,1.0550872100113997
289,H1048,SNS-314,0.0,0.024083839537188945,Direct,0.018002149204850725,1.3378313479759123
290,H1048,SNS-314,0.0,0.02431299709456705,Direct,0.018002149204850725,1.3505608034853889
291,H1048,SNS-314,0.0,0.01074900543606334,Direct,0.018002149204850725,0.5970956752856483
292,H1048,SNS-314,0.0,0.02415752570337324,Direct,0.018002149204850725,1.3419245351473885
293,H1048,SNS-314,0.0,0.017724152812866625,Direct,0.018002149204850725,0.9845575998276254
294,H1048,SNS-314,0.0,-0.003058537582311688,Direct,0.018002149204850725,-0.16989846864992972
295,H1048,SNS-314,0.0,0.018161652483578792,Direct,0.018002149204850725,1.0088602353481821
296,H1048,SNS-314,0.0,0.01974365931737621,Direct,0.018002149204850725,1.0967390111429711
297,H1048,SNS-314,0.0,0.01243665519817722,Direct,0.018002149204850725,0.6908428019708964
298,H1048,SNS-314,0.0,0.02040924188913704,Direct,0.018002149204850725,1.1337114061713096
299,H1048,SNS-314,0.0,0.02167583513809939,Direct,0.018002149204850725,1.2040692970292004
300,H1048,SNS-314,0.0,0.015990568621184108,Direct,0.018002149204850725,0.8882588650512577
301,H1048,SNS-314,0.0,0.02279052688429337,Direct,0.018002149204850725,1.265989223006351
302,H1048,vemurafenib,4.0175e-06,0.017216354043354618,Direct,0.018002149204850725,0.9563499250809246
303,H1048,vemurafenib,3.9674999999999995e-07,0.020189306190589548,Direct,0.018002149204850725,1.1214942149879241
304,H1048,vemurafenib,4.0175e-08,0.02120146411454541,Direct,0.018002149204850725,1.1777184975687582
305,H1048,vemurafenib,3.9675e-09,0.01856256579553572,Direct,0.018002149204850725,1.0311305380434237
306,H1048,vemurafenib,3.9675e-10,0.02529249533805919,Direct,0.018002149204850725,1.4049708759909656
307,H1048,vemurafenib,3.9674999999999995e-11,0.01979664950653518,Direct,0.018002149204850725,1.0996825590802748
308,H1048,vemurafenib,9.92e-12,0.01765960331419624,Direct,0.018002149204850725,0.9809719446963486
309,H1048,vemurafenib,4.0175e-06,0.01780949974698923,Direct,0.018002149204850725,0.989298530099418
310,H1048,vemurafenib,3.9674999999999995e-07,0.02597912774850715,Direct,0.018002149204850725,1.4431125668876807
311,H1048,vemurafenib,4.0175e-08,0.02013299249474736,Direct,0.018002149204850725,1.1183660498337873
312,H1048,vemurafenib,3.9675e-09,0.01797661712009125,Direct,0.018002149204850725,0.9985817201896874
313,H1048,vemurafenib,3.9675e-10,0.0167337590924973,Direct,0.018002149204850725,0.9295422953159584
314,H1048,vemurafenib,3.9674999999999995e-11,0.011604006562671118,Direct,0.018002149204850725,0.6445900670317958
315,H1048,vemurafenib,9.92e-12,0.02474711782155864,Direct,0.018002149204850725,1.3746757423213927
316,H1048,vemurafenib,0.0,0.016149234699255482,Direct,0.018002149204850725,0.8970725948046264
317,H1048,vemurafenib,0.0,0.01569178543008094,Direct,0.018002149204850725,0.8716617805752186
318,H1048,vemurafenib,0.0,0.0214709480687218,Direct,0.018002149204850725,1.192688040988817
319,H1048,vemurafenib,0.0,0.01706006531018656,Direct,0.018002149204850725,0.9476682542765328
320,H1048,vemurafenib,0.0,0.017114621528316724,Direct,0.018002149204850725,0.9506987934365717
321,H1048,vemurafenib,0.0,0.022540762170901736,Direct,0.018002149204850725,1.252115062174247
322,H1048,vemurafenib,0.0,0.026522338657741392,Direct,0.018002149204850725,1.473287347857048
323,H1048,vemurafenib,0.0,0.018099783276039817,Direct,0.018002149204850725,1.0054234675025793
324,H1048,vemurafenib,0.0,0.02049830557523933,Direct,0.018002149204850725,1.1386587980126288
325,H1048,vemurafenib,0.0,0.025138982450530548,Direct,0.018002149204850725,1.3964434004222555
326,H1048,vemurafenib,0.0,0.02109350116354369,Direct,0.018002149204850725,1.1717212719167993
327,H1048,vemurafenib,0.0,0.0219030143580172,Direct,0.018002149204850725,1.2166888580234285
328,H1048,vemurafenib,0.0,0.0183478007513232,Direct,0.018002149204850725,1.0192005711395469
329,H1048,vemurafenib,0.0,0.013935013980459184,Direct,0.018002149204850725,0.7740750185930222
330,H1048,vemurafenib,0.0,0.014451728593249372,Direct,0.018002149204850725,0.8027779588314553
331,H1048,vemurafenib,0.0,0.02110422238681684,Direct,0.018002149204850725,1.1723168243228566
332,H1048,vemurafenib,0.0,0.013772163834618444,Direct,0.018002149204850725,0.7650288683813097
333,H1048,vemurafenib,0.0,0.02435238559259464,Direct,0.018002149204850725,1.3527487921293768
334,H1048,vemurafenib,0.0,0.024905038667656792,Direct,0.018002149204850725,1.3834480752412643
335,H1048,vemurafenib,0.0,0.02153971700026121,Direct,0.018002149204850725,1.1965080810716355
336,H1048,vemurafenib,0.0,0.016808891059352092,Direct,0.018002149204850725,0.9337157951575522
337,H1048,vemurafenib,0.0,0.0183949843123501,Direct,0.018002149204850725,1.0218215671378574
338,H1048,vemurafenib,0.0,0.017538780162395372,Direct,0.018002149204850725,0.9742603487404439
339,H1048,vemurafenib,0.0,0.02052366641613413,Direct,0.018002149204850725,1.1400675654106887
340,H1048,vemurafenib,0.0,0.022085291053148413,Direct,0.018002149204850725,1.2268141321258172
341,H1048,vemurafenib,0.0,0.021190090628340392,Direct,0.018002149204850725,1.1770867126593234
342,H1048,vemurafenib,0.0,0.02165468221385321,Direct,0.018002149204850725,1.2028942748690419
343,H1048,vemurafenib,0.0,0.018414655069878976,Direct,0.018002149204850725,1.0229142565331644
344,H1048,vemurafenib,0.0,0.023585501779521217,Direct,0.018002149204850725,1.3101492222476439
345,H1048,vemurafenib,0.0,0.02334888830476955,Direct,0.018002149204850725,1.297005598558095
346,H1048,vemurafenib,0.0,0.015894963397807927,Direct,0.018002149204850725,0.8829480978596149
347,H1048,vemurafenib,0.0,0.010843227418056142,Direct,0.018002149204850725,0.6023296049081965
348,H1048,vemurafenib,0.0,0.01922372427351584,Direct,0.018002149204850725,1.0678571794269962
349,H1048,vemurafenib,0.0,0.027188052140713542,Direct,0.018002149204850725,1.510267014862184
350,H1048,vemurafenib,0.0,0.025125836517448624,Direct,0.018002149204850725,1.3957131579977353
351,H1048,vemurafenib,0.0,0.02083470223370364,Direct,0.018002149204850725,1.1573452700908442
352,H1048,vemurafenib,0.0,0.018280385365337708,Direct,0.018002149204850725,1.0154557190544788
353,H1048,vemurafenib,0.0,0.018849012101030096,Direct,0.018002149204850725,1.0470423218107303
354,H1048,vemurafenib,0.0,0.01906264948555634,Direct,0.018002149204850725,1.0589096484335248
355,H1048,vemurafenib,0.0,0.022226377402075663,Direct,0.018002149204850725,1.2346513268586126
356,H1048,vemurafenib,0.0,0.0211226607483964,Direct,0.018002149204850725,1.1733410554504704
357,H1048,vemurafenib,0.0,0.0233081718527829,Direct,0.018002149204850725,1.2947438435018888
358,H1048,vemurafenib,0.0,0.026845843794538537,Direct,0.018002149204850725,1.491257709790832
359,H1048,vemurafenib,0.0,0.022370928020053714,Direct,0.018002149204850725,1.242680958006159
360,H1048,vemurafenib,0.0,0.020993829424101104,Direct,0.018002149204850725,1.166184614137309
361,H1048,vemurafenib,0.0,0.01861708189727469,Direct,0.018002149204850725,1.034158848781137
362,H1048,vemurafenib,0.0,0.019112780590608128,Direct,0.018002149204850725,1.0616943773279104
363,H1048,vemurafenib,0.0,0.01911629700291103,Direct,0.018002149204850725,1.0618897102441576
364,H1048,vemurafenib,0.0,0.016738589736468378,Direct,0.018002149204850725,0.9298106323859443
365,H1048,vemurafenib,0.0,0.02239438680070788,Direct,0.018002149204850725,1.243984068006372
366,H1048,vemurafenib,0.0,0.01887908782456601,Direct,0.018002149204850725,1.0487129958615713
367,H1048,vemurafenib,0.0,0.020058801678148226,Direct,0.018002149204850725,1.1142448298752756
368,H1048,vemurafenib,0.0,0.017814661109214775,Direct,0.018002149204850725,0.9895852382122557
369,H1048,vemurafenib,0.0,0.0222089624967534,Direct,0.018002149204850725,1.2336839476238282
370,H1048,vemurafenib,0.0,0.016129282150582354,Direct,0.018002149204850725,0.8959642522147454
371,H1048,vemurafenib,0.0,0.01919700710899904,Direct,0.018002149204850725,1.0663730697124962
372,H1048,vemurafenib,0.0,0.019150986989078758,Direct,0.018002149204850725,1.0638167016146314
373,H1048,vemurafenib,0.0,0.018201821525119653,Direct,0.018002149204850725,1.0110915823436861
374,H1048,vemurafenib,0.0,0.017313461262215016,Direct,0.018002149204850725,0.9617441265040654
375,H1048,vemurafenib,0.0,0.01717236432028367,Direct,0.018002149204850725,0.9539063433413013
376,H1048,vemurafenib,0.0,0.01902860335686381,Direct,0.018002149204850725,1.0570184226523633
377,H1048,vemurafenib,0.0,0.020064778346861267,Direct,0.018002149204850725,1.114576827385408
378,H1048,vemurafenib,0.0,0.011777793348372732,Direct,0.018002149204850725,0.6542437358090097
379,H1048,vemurafenib,0.0,0.020430275843502783,Direct,0.018002149204850725,1.1348798196827405
380,H1048,vemurafenib,0.0,0.015736660931844688,Direct,0.018002149204850725,0.8741545663672426
381,H1048,vemurafenib,0.0,0.014745715478520912,Direct,0.018002149204850725,0.8191086136841729
382,H1048,vemurafenib,0.0,0.02018734424356541,Direct,0.018002149204850725,1.121385230943752
383,H1048,vemurafenib,0.0,0.028422506671079463,Direct,0.018002149204850725,1.5788396345154692
384,H1048,vemurafenib,0.0,0.01709632530313563,Direct,0.018002149204850725,0.9496824578328115
385,H1048,vemurafenib,0.0,0.018986701496901008,Direct,0.018002149204850725,1.0546908194597673
386,H1048,vemurafenib,0.0,0.010813336596790105,Direct,0.018002149204850725,0.6006692019793072
387,H1048,vemurafenib,0.0,0.014507881274563513,Direct,0.018002149204850725,0.8058971798019721
388,H1048,vemurafenib,0.0,0.01895529998590334,Direct,0.018002149204850725,1.0529464993432998
389,H1048,vemurafenib,0.0,0.018679684940163498,Direct,0.018002149204850725,1.0376363803900819
390,H1048,vemurafenib,0.0,0.0066369511788064465,Direct,0.018002149204850725,0.3686754899808353
391,H1048,vemurafenib,0.0,0.018075239521142136,Direct,0.018002149204850725,1.0040600883516573
392,H1048,vemurafenib,0.0,0.02186511440978792,Direct,0.018002149204850725,1.2145835567175673
393,H1048,vemurafenib,0.0,0.02078825543911374,Direct,0.018002149204850725,1.1547652006746112
394,H1048,vemurafenib,0.0,0.01987243083877732,Direct,0.018002149204850725,1.1038921304697686
395,H1048,vemurafenib,0.0,0.020946391805172986,Direct,0.018002149204850725,1.1635495054962064
396,H1048,vemurafenib,0.0,0.025911381617388256,Direct,0.018002149204850725,1.439349342266665
397,H1048,vemurafenib,0.0,0.02614847772507851,Direct,0.018002149204850725,1.452519775696156
398,H1048,vemurafenib,0.0,0.02022450769255161,Direct,0.018002149204850725,1.1234496205098703
399,H1048,vemurafenib,0.0,0.021249377382870503,Direct,0.018002149204850725,1.1803800280215877
400,H1048,vemurafenib,0.0,0.00628174624460597,Direct,0.018002149204850725,0.34894423844200434
401,H1048,vemurafenib,0.0,0.016274774699489482,Direct,0.018002149204850725,0.9040462066109419
402,H1048,vemurafenib,0.0,0.017238721946613304,Direct,0.018002149204850725,0.9575924380166945
403,H1048,vemurafenib,0.0,0.016442271105553508,Direct,0.018002149204850725,0.9133504515740318
404,H1048,vemurafenib,0.0,0.003056087249544422,Direct,0.018002149204850725,0.16976235530371847
405,H1048,vemurafenib,0.0,0.00024033535177867807,Direct,0.018002149204850725,0.013350369949934594
406,H1048,vemurafenib,0.0,0.010015251437201205,Direct,0.018002149204850725,0.5563364309025153
407,H1048,vemurafenib,0.0,0.003796346825853393,Direct,0.018002149204850725,0.21088297750751103
408,H1048,vemurafenib,0.0,0.016196546713039498,Direct,0.018002149204850725,0.8997007262152509
409,H1048,vemurafenib,0.0,0.023048110508681344,Direct,0.018002149204850725,1.2802977159233282
410,H1048,vemurafenib,0.0,0.023339729013423214,Direct,0.018002149204850725,1.2964968097883705
411,H1048,vemurafenib,0.0,0.01893183229562696,Direct,0.018002149204850725,1.0516428944231686
412,H1048,vemurafenib,0.0,0.019980966180824542,Direct,0.018002149204850725,1.1099211518278396
413,H1048,vemurafenib,0.0,0.01572135108942524,Direct,0.018002149204850725,0.8733041211095551
414,H1048,vemurafenib,0.0,0.015287466297014309,Direct,0.018002149204850725,0.8492022881854052
415,H1048,vemurafenib,0.0,-0.007709734269174899,Direct,0.018002149204850725,-0.4282674352625347
416,H1048,vemurafenib,0.0,0.012177033585136006,Direct,0.018002149204850725,0.6764211009791471
417,H1048,vemurafenib,0.0,0.0191717760205092,Direct,0.018002149204850725,1.0649715099207886
418,H1048,vemurafenib,0.0,0.019288149769753047,Direct,0.018002149204850725,1.071435946356661
419,H1048,vemurafenib,0.0,0.017495289258992616,Direct,0.018002149204850725,0.9718444758961594
420,H1048,vemurafenib,0.0,0.02266313477827414,Direct,0.018002149204850725,1.2589127287183854
421,H1048,vemurafenib,0.0,0.014404094292742909,Direct,0.018002149204850725,0.800131924740502
422,H1048,vemurafenib,0.0,0.020243555240429624,Direct,0.018002149204850725,1.1245076912802692
423,H1048,vemurafenib,0.0,0.020560436400035617,Direct,0.018002149204850725,1.1421100984151134
424,H1048,vemurafenib,0.0,0.01866099121563709,Direct,0.018002149204850725,1.0365979641257965
425,H1048,vemurafenib,0.0,0.017543159160823354,Direct,0.018002149204850725,0.9745035973869334
426,H1048,vemurafenib,0.0,0.019701065655631903,Direct,0.018002149204850725,1.0943729791064836
427,H1048,vemurafenib,0.0,0.0024640417927959037,Direct,0.018002149204850725,0.13687486781478078
428,H1048,vemurafenib,0.0,0.002164837772870626,Direct,0.018002149204850725,0.12025440675090644
429,H1048,vemurafenib,0.0,0.02115281150092796,Direct,0.018002149204850725,1.1750158972812135
430,H1048,vemurafenib,0.0,0.005499520633777515,Direct,0.018002149204850725,0.305492448218108
431,H1048,vemurafenib,0.0,0.016112920358304427,Direct,0.018002149204850725,0.8950553722753702
432,H1048,vemurafenib,0.0,0.018993837378754888,Direct,0.018002149204850725,1.0550872100113997
433,H1048,vemurafenib,0.0,0.024083839537188945,Direct,0.018002149204850725,1.3378313479759123
434,H1048,vemurafenib,0.0,0.02431299709456705,Direct,0.018002149204850725,1.3505608034853889
435,H1048,vemurafenib,0.0,0.01074900543606334,Direct,0.018002149204850725,0.5970956752856483
436,H1048,vemurafenib,0.0,0.02415752570337324,Direct,0.018002149204850725,1.3419245351473885
437,H1048,vemurafenib,0.0,0.017724152812866625,Direct,0.018002149204850725,0.9845575998276254
438,H1048,vemurafenib,0.0,-0.003058537582311688,Direct,0.018002149204850725,-0.16989846864992972
439,H1048,vemurafenib,0.0,0.018161652483578792,Direct,0.018002149204850725,1.0088602353481821
440,H1048,vemurafenib,0.0,0.01974365931737621,Direct,0.018002149204850725,1.0967390111429711
441,H1048,vemurafenib,0.0,0.01243665519817722,Direct,0.018002149204850725,0.6908428019708964
442,H1048,vemurafenib,0.0,0.02040924188913704,Direct,0.018002149204850725,1.1337114061713096
443,H1048,vemurafenib,0.0,0.02167583513809939,Direct,0.018002149204850725,1.2040692970292004
444,H1048,vemurafenib,0.0,0.015990568621184108,Direct,0.018002149204850725,0.8882588650512577
445,H1048,vemurafenib,0.0,0.02279052688429337,Direct,0.018002149204850725,1.265989223006351
446,H1048,trametinib,4.0175e-06,0.009106344293679248,Direct,0.018002149204850725,0.5058476179736096
447,H1048,trametinib,3.9674999999999995e-07,0.011129971806139784,Direct,0.018002149204850725,0.6182579468423017
