file_name,cell_count,file_name_ch2,ch2_pos,plate_id,well
B2_04_1_1_RFP_001.tif,19,B2_04_2_1_GFP_001.tif,10,1,B02
B2_04_1_1_RFP_002.tif,137,B2_04_2_1_GFP_002.tif,101,1,B02
B2_04_1_1_RFP_003.tif,159,B2_04_2_1_GFP_003.tif,133,1,B02
B2_04_1_1_RFP_004.tif,156,B2_04_2_1_GFP_004.tif,137,1,B02
B2_04_1_1_RFP_005.tif,168,B2_04_2_1_GFP_005.tif,145,1,B02
B2_04_1_1_RFP_006.tif,165,B2_04_2_1_GFP_006.tif,151,1,B02
B2_04_1_1_RFP_007.tif,174,B2_04_2_1_GFP_007.tif,168,1,B02
B2_04_1_1_RFP_008.tif,174,B2_04_2_1_GFP_008.tif,159,1,B02
B2_04_1_1_RFP_009.tif,168,B2_04_2_1_GFP_009.tif,157,1,B02
B2_04_1_1_RFP_010.tif,167,B2_04_2_1_GFP_010.tif,148,1,B02
B3_04_1_1_RFP_001.tif,16,B3_04_2_1_GFP_001.tif,7,1,B03
B3_04_1_1_RFP_002.tif,106,B3_04_2_1_GFP_002.tif,37,1,B03
B3_04_1_1_RFP_003.tif,144,B3_04_2_1_GFP_003.tif,80,1,B03
B3_04_1_1_RFP_004.tif,147,B3_04_2_1_GFP_004.tif,86,1,B03
B3_04_1_1_RFP_005.tif,164,B3_04_2_1_GFP_005.tif,118,1,B03
B3_04_1_1_RFP_006.tif,174,B3_04_2_1_GFP_006.tif,155,1,B03
B3_04_1_1_RFP_007.tif,178,B3_04_2_1_GFP_007.tif,168,1,B03
B3_04_1_1_RFP_008.tif,180,B3_04_2_1_GFP_008.tif,172,1,B03
B3_04_1_1_RFP_009.tif,171,B3_04_2_1_GFP_009.tif,168,1,B03
B3_04_1_1_RFP_010.tif,160,B3_04_2_1_GFP_010.tif,154,1,B03
B4_04_1_1_RFP_001.tif,11,B4_04_2_1_GFP_001.tif,4,1,B04
B4_04_1_1_RFP_002.tif,59,B4_04_2_1_GFP_002.tif,36,1,B04
B4_04_1_1_RFP_003.tif,84,B4_04_2_1_GFP_003.tif,64,1,B04
B4_04_1_1_RFP_004.tif,92,B4_04_2_1_GFP_004.tif,73,1,B04
B4_04_1_1_RFP_005.tif,97,B4_04_2_1_GFP_005.tif,79,1,B04
B4_04_1_1_RFP_006.tif,122,B4_04_2_1_GFP_006.tif,107,1,B04
B4_04_1_1_RFP_007.tif,123,B4_04_2_1_GFP_007.tif,109,1,B04
B4_04_1_1_RFP_008.tif,130,B4_04_2_1_GFP_008.tif,119,1,B04
B4_04_1_1_RFP_009.tif,124,B4_04_2_1_GFP_009.tif,117,1,B04
B4_04_1_1_RFP_010.tif,129,B4_04_2_1_GFP_010.tif,115,1,B04
B5_04_1_1_RFP_001.tif,15,B5_04_2_1_GFP_001.tif,9,1,B05
B5_04_1_1_RFP_002.tif,61,B5_04_2_1_GFP_002.tif,37,1,B05
B5_04_1_1_RFP_003.tif,97,B5_04_2_1_GFP_003.tif,64,1,B05
B5_04_1_1_RFP_004.tif,100,B5_04_2_1_GFP_004.tif,72,1,B05
B5_04_1_1_RFP_005.tif,111,B5_04_2_1_GFP_005.tif,88,1,B05
B5_04_1_1_RFP_006.tif,139,B5_04_2_1_GFP_006.tif,117,1,B05
B5_04_1_1_RFP_007.tif,147,B5_04_2_1_GFP_007.tif,130,1,B05
B5_04_1_1_RFP_008.tif,159,B5_04_2_1_GFP_008.tif,139,1,B05
B5_04_1_1_RFP_009.tif,169,B5_04_2_1_GFP_009.tif,151,1,B05
B5_04_1_1_RFP_010.tif,162,B5_04_2_1_GFP_010.tif,148,1,B05
B6_04_1_1_RFP_001.tif,17,B6_04_2_1_GFP_001.tif,6,1,B06
B6_04_1_1_RFP_002.tif,70,B6_04_2_1_GFP_002.tif,33,1,B06
B6_04_1_1_RFP_003.tif,131,B6_04_2_1_GFP_003.tif,87,1,B06
B6_04_1_1_RFP_004.tif,141,B6_04_2_1_GFP_004.tif,90,1,B06
B6_04_1_1_RFP_005.tif,171,B6_04_2_1_GFP_005.tif,116,1,B06
B6_04_1_1_RFP_006.tif,211,B6_04_2_1_GFP_006.tif,167,1,B06
B6_04_1_1_RFP_007.tif,211,B6_04_2_1_GFP_007.tif,174,1,B06
B6_04_1_1_RFP_008.tif,228,B6_04_2_1_GFP_008.tif,182,1,B06
B6_04_1_1_RFP_009.tif,242,B6_04_2_1_GFP_009.tif,196,1,B06
B6_04_1_1_RFP_010.tif,222,B6_04_2_1_GFP_010.tif,180,1,B06
B7_04_1_1_RFP_001.tif,18,B7_04_2_1_GFP_001.tif,1,1,B07
B7_04_1_1_RFP_002.tif,52,B7_04_2_1_GFP_002.tif,22,1,B07
B7_04_1_1_RFP_003.tif,78,B7_04_2_1_GFP_003.tif,38,1,B07
B7_04_1_1_RFP_004.tif,77,B7_04_2_1_GFP_004.tif,41,1,B07
B7_04_1_1_RFP_005.tif,89,B7_04_2_1_GFP_005.tif,49,1,B07
B7_04_1_1_RFP_006.tif,134,B7_04_2_1_GFP_006.tif,81,1,B07
B7_04_1_1_RFP_007.tif,148,B7_04_2_1_GFP_007.tif,97,1,B07
B7_04_1_1_RFP_008.tif,180,B7_04_2_1_GFP_008.tif,106,1,B07
B7_04_1_1_RFP_009.tif,223,B7_04_2_1_GFP_009.tif,126,1,B07
B7_04_1_1_RFP_010.tif,265,B7_04_2_1_GFP_010.tif,127,1,B07
B8_04_1_1_RFP_001.tif,13,B8_04_2_1_GFP_001.tif,5,1,B08
B8_04_1_1_RFP_002.tif,57,B8_04_2_1_GFP_002.tif,17,1,B08
B8_04_1_1_RFP_003.tif,82,B8_04_2_1_GFP_003.tif,36,1,B08
B8_04_1_1_RFP_004.tif,80,B8_04_2_1_GFP_004.tif,34,1,B08
B8_04_1_1_RFP_005.tif,92,B8_04_2_1_GFP_005.tif,44,1,B08
B8_04_1_1_RFP_006.tif,123,B8_04_2_1_GFP_006.tif,69,1,B08
B8_04_1_1_RFP_007.tif,140,B8_04_2_1_GFP_007.tif,82,1,B08
B8_04_1_1_RFP_008.tif,178,B8_04_2_1_GFP_008.tif,93,1,B08
B8_04_1_1_RFP_009.tif,221,B8_04_2_1_GFP_009.tif,108,1,B08
B8_04_1_1_RFP_010.tif,240,B8_04_2_1_GFP_010.tif,114,1,B08
B9_04_1_1_RFP_001.tif,13,B9_04_2_1_GFP_001.tif,3,1,B09
B9_04_1_1_RFP_002.tif,92,B9_04_2_1_GFP_002.tif,28,1,B09
B9_04_1_1_RFP_003.tif,112,B9_04_2_1_GFP_003.tif,40,1,B09
B9_04_1_1_RFP_004.tif,107,B9_04_2_1_GFP_004.tif,34,1,B09
B9_04_1_1_RFP_005.tif,119,B9_04_2_1_GFP_005.tif,55,1,B09
B9_04_1_1_RFP_006.tif,141,B9_04_2_1_GFP_006.tif,72,1,B09
B9_04_1_1_RFP_007.tif,172,B9_04_2_1_GFP_007.tif,94,1,B09
B9_04_1_1_RFP_008.tif,205,B9_04_2_1_GFP_008.tif,96,1,B09
B9_04_1_1_RFP_009.tif,253,B9_04_2_1_GFP_009.tif,115,1,B09
B9_04_1_1_RFP_010.tif,289,B9_04_2_1_GFP_010.tif,112,1,B09
B10_04_1_1_RFP_001.tif,12,B10_04_2_1_GFP_001.tif,2,1,B10
B10_04_1_1_RFP_002.tif,77,B10_04_2_1_GFP_002.tif,20,1,B10
B10_04_1_1_RFP_003.tif,89,B10_04_2_1_GFP_003.tif,25,1,B10
B10_04_1_1_RFP_004.tif,78,B10_04_2_1_GFP_004.tif,28,1,B10
B10_04_1_1_RFP_005.tif,94,B10_04_2_1_GFP_005.tif,34,1,B10
B10_04_1_1_RFP_006.tif,114,B10_04_2_1_GFP_006.tif,50,1,B10
B10_04_1_1_RFP_007.tif,140,B10_04_2_1_GFP_007.tif,70,1,B10
B10_04_1_1_RFP_008.tif,181,B10_04_2_1_GFP_008.tif,78,1,B10
B10_04_1_1_RFP_009.tif,224,B10_04_2_1_GFP_009.tif,85,1,B10
B10_04_1_1_RFP_010.tif,255,B10_04_2_1_GFP_010.tif,84,1,B10
B11_04_1_1_RFP_001.tif,34,B11_04_2_1_GFP_001.tif,3,1,B11
B11_04_1_1_RFP_002.tif,100,B11_04_2_1_GFP_002.tif,15,1,B11
B11_04_1_1_RFP_003.tif,88,B11_04_2_1_GFP_003.tif,24,1,B11
B11_04_1_1_RFP_004.tif,105,B11_04_2_1_GFP_004.tif,34,1,B11
B11_04_1_1_RFP_005.tif,118,B11_04_2_1_GFP_005.tif,31,1,B11
B11_04_1_1_RFP_006.tif,162,B11_04_2_1_GFP_006.tif,59,1,B11
B11_04_1_1_RFP_007.tif,169,B11_04_2_1_GFP_007.tif,61,1,B11
B11_04_1_1_RFP_008.tif,232,B11_04_2_1_GFP_008.tif,54,1,B11
B11_04_1_1_RFP_009.tif,317,B11_04_2_1_GFP_009.tif,65,1,B11
B11_04_1_1_RFP_010.tif,360,B11_04_2_1_GFP_010.tif,60,1,B11
B12_04_1_1_RFP_001.tif,79,B12_04_2_1_GFP_001.tif,6,1,B12
B12_04_1_1_RFP_002.tif,97,B12_04_2_1_GFP_002.tif,10,1,B12
B12_04_1_1_RFP_003.tif,122,B12_04_2_1_GFP_003.tif,20,1,B12
B12_04_1_1_RFP_004.tif,118,B12_04_2_1_GFP_004.tif,20,1,B12
B12_04_1_1_RFP_005.tif,135,B12_04_2_1_GFP_005.tif,27,1,B12
B12_04_1_1_RFP_006.tif,141,B12_04_2_1_GFP_006.tif,39,1,B12
B12_04_1_1_RFP_007.tif,158,B12_04_2_1_GFP_007.tif,43,1,B12
B12_04_1_1_RFP_008.tif,185,B12_04_2_1_GFP_008.tif,73,1,B12
B12_04_1_1_RFP_009.tif,175,B12_04_2_1_GFP_009.tif,85,1,B12
B12_04_1_1_RFP_010.tif,178,B12_04_2_1_GFP_010.tif,82,1,B12
B13_04_1_1_RFP_001.tif,80,B13_04_2_1_GFP_001.tif,10,1,B13
B13_04_1_1_RFP_002.tif,84,B13_04_2_1_GFP_002.tif,11,1,B13
B13_04_1_1_RFP_003.tif,95,B13_04_2_1_GFP_003.tif,15,1,B13
B13_04_1_1_RFP_004.tif,97,B13_04_2_1_GFP_004.tif,18,1,B13
B13_04_1_1_RFP_005.tif,104,B13_04_2_1_GFP_005.tif,20,1,B13
B13_04_1_1_RFP_006.tif,139,B13_04_2_1_GFP_006.tif,27,1,B13
B13_04_1_1_RFP_007.tif,165,B13_04_2_1_GFP_007.tif,34,1,B13
B13_04_1_1_RFP_008.tif,232,B13_04_2_1_GFP_008.tif,60,1,B13
B13_04_1_1_RFP_009.tif,230,B13_04_2_1_GFP_009.tif,72,1,B13
B13_04_1_1_RFP_010.tif,241,B13_04_2_1_GFP_010.tif,79,1,B13
B14_04_1_1_RFP_001.tif,66,B14_04_2_1_GFP_001.tif,3,1,B14
B14_04_1_1_RFP_002.tif,53,B14_04_2_1_GFP_002.tif,2,1,B14
B14_04_1_1_RFP_003.tif,58,B14_04_2_1_GFP_003.tif,4,1,B14
B14_04_1_1_RFP_004.tif,68,B14_04_2_1_GFP_004.tif,6,1,B14
B14_04_1_1_RFP_005.tif,62,B14_04_2_1_GFP_005.tif,7,1,B14
B14_04_1_1_RFP_006.tif,115,B14_04_2_1_GFP_006.tif,12,1,B14
B14_04_1_1_RFP_007.tif,127,B14_04_2_1_GFP_007.tif,21,1,B14
B14_04_1_1_RFP_008.tif,174,B14_04_2_1_GFP_008.tif,30,1,B14
B14_04_1_1_RFP_009.tif,199,B14_04_2_1_GFP_009.tif,42,1,B14
B14_04_1_1_RFP_010.tif,221,B14_04_2_1_GFP_010.tif,50,1,B14
B15_04_1_1_RFP_001.tif,108,B15_04_2_1_GFP_001.tif,9,1,B15
B15_04_1_1_RFP_002.tif,81,B15_04_2_1_GFP_002.tif,6,1,B15
B15_04_1_1_RFP_003.tif,91,B15_04_2_1_GFP_003.tif,12,1,B15
B15_04_1_1_RFP_004.tif,98,B15_04_2_1_GFP_004.tif,10,1,B15
B15_04_1_1_RFP_005.tif,86,B15_04_2_1_GFP_005.tif,16,1,B15
B15_04_1_1_RFP_006.tif,132,B15_04_2_1_GFP_006.tif,17,1,B15
B15_04_1_1_RFP_007.tif,172,B15_04_2_1_GFP_007.tif,26,1,B15
B15_04_1_1_RFP_008.tif,235,B15_04_2_1_GFP_008.tif,36,1,B15
B15_04_1_1_RFP_009.tif,278,B15_04_2_1_GFP_009.tif,45,1,B15
B15_04_1_1_RFP_010.tif,304,B15_04_2_1_GFP_010.tif,50,1,B15
B16_04_1_1_RFP_001.tif,88,B16_04_2_1_GFP_001.tif,6,1,B16
B16_04_1_1_RFP_002.tif,62,B16_04_2_1_GFP_002.tif,6,1,B16
B16_04_1_1_RFP_003.tif,68,B16_04_2_1_GFP_003.tif,8,1,B16
B16_04_1_1_RFP_004.tif,84,B16_04_2_1_GFP_004.tif,11,1,B16
B16_04_1_1_RFP_005.tif,69,B16_04_2_1_GFP_005.tif,6,1,B16
B16_04_1_1_RFP_006.tif,125,B16_04_2_1_GFP_006.tif,12,1,B16
B16_04_1_1_RFP_007.tif,156,B16_04_2_1_GFP_007.tif,17,1,B16
B16_04_1_1_RFP_008.tif,222,B16_04_2_1_GFP_008.tif,25,1,B16
B16_04_1_1_RFP_009.tif,271,B16_04_2_1_GFP_009.tif,35,1,B16
B16_04_1_1_RFP_010.tif,319,B16_04_2_1_GFP_010.tif,44,1,B16
B17_04_1_1_RFP_001.tif,92,B17_04_2_1_GFP_001.tif,6,1,B17
B17_04_1_1_RFP_002.tif,61,B17_04_2_1_GFP_002.tif,7,1,B17
B17_04_1_1_RFP_003.tif,95,B17_04_2_1_GFP_003.tif,9,1,B17
B17_04_1_1_RFP_004.tif,72,B17_04_2_1_GFP_004.tif,7,1,B17
B17_04_1_1_RFP_005.tif,76,B17_04_2_1_GFP_005.tif,10,1,B17
B17_04_1_1_RFP_006.tif,132,B17_04_2_1_GFP_006.tif,19,1,B17
B17_04_1_1_RFP_007.tif,212,B17_04_2_1_GFP_007.tif,22,1,B17
B17_04_1_1_RFP_008.tif,253,B17_04_2_1_GFP_008.tif,26,1,B17
B17_04_1_1_RFP_009.tif,327,B17_04_2_1_GFP_009.tif,34,1,B17
B17_04_1_1_RFP_010.tif,364,B17_04_2_1_GFP_010.tif,46,1,B17
B18_04_1_1_RFP_001.tif,75,B18_04_2_1_GFP_001.tif,4,1,B18
B18_04_1_1_RFP_002.tif,49,B18_04_2_1_GFP_002.tif,3,1,B18
B18_04_1_1_RFP_003.tif,68,B18_04_2_1_GFP_003.tif,5,1,B18
B18_04_1_1_RFP_004.tif,61,B18_04_2_1_GFP_004.tif,7,1,B18
B18_04_1_1_RFP_005.tif,76,B18_04_2_1_GFP_005.tif,6,1,B18
B18_04_1_1_RFP_006.tif,107,B18_04_2_1_GFP_006.tif,10,1,B18
B18_04_1_1_RFP_007.tif,135,B18_04_2_1_GFP_007.tif,21,1,B18
B18_04_1_1_RFP_008.tif,197,B18_04_2_1_GFP_008.tif,28,1,B18
B18_04_1_1_RFP_009.tif,254,B18_04_2_1_GFP_009.tif,28,1,B18
B18_04_1_1_RFP_010.tif,287,B18_04_2_1_GFP_010.tif,36,1,B18
B19_04_1_1_RFP_001.tif,88,B19_04_2_1_GFP_001.tif,3,1,B19
B19_04_1_1_RFP_002.tif,65,B19_04_2_1_GFP_002.tif,6,1,B19
B19_04_1_1_RFP_003.tif,81,B19_04_2_1_GFP_003.tif,9,1,B19
B19_04_1_1_RFP_004.tif,80,B19_04_2_1_GFP_004.tif,10,1,B19
B19_04_1_1_RFP_005.tif,118,B19_04_2_1_GFP_005.tif,8,1,B19
B19_04_1_1_RFP_006.tif,127,B19_04_2_1_GFP_006.tif,16,1,B19
B19_04_1_1_RFP_007.tif,170,B19_04_2_1_GFP_007.tif,29,1,B19
B19_04_1_1_RFP_008.tif,248,B19_04_2_1_GFP_008.tif,39,1,B19
B19_04_1_1_RFP_009.tif,304,B19_04_2_1_GFP_009.tif,54,1,B19
B19_04_1_1_RFP_010.tif,338,B19_04_2_1_GFP_010.tif,55,1,B19
B20_04_1_1_RFP_001.tif,65,B20_04_2_1_GFP_001.tif,4,1,B20
B20_04_1_1_RFP_002.tif,58,B20_04_2_1_GFP_002.tif,0,1,B20
B20_04_1_1_RFP_003.tif,83,B20_04_2_1_GFP_003.tif,2,1,B20
B20_04_1_1_RFP_004.tif,75,B20_04_2_1_GFP_004.tif,4,1,B20
B20_04_1_1_RFP_005.tif,86,B20_04_2_1_GFP_005.tif,5,1,B20
B20_04_1_1_RFP_006.tif,123,B20_04_2_1_GFP_006.tif,11,1,B20
B20_04_1_1_RFP_007.tif,172,B20_04_2_1_GFP_007.tif,27,1,B20
B20_04_1_1_RFP_008.tif,230,B20_04_2_1_GFP_008.tif,39,1,B20
B20_04_1_1_RFP_009.tif,285,B20_04_2_1_GFP_009.tif,52,1,B20
B20_04_1_1_RFP_010.tif,325,B20_04_2_1_GFP_010.tif,49,1,B20
B21_04_1_1_RFP_001.tif,82,B21_04_2_1_GFP_001.tif,6,1,B21
B21_04_1_1_RFP_002.tif,81,B21_04_2_1_GFP_002.tif,3,1,B21
B21_04_1_1_RFP_003.tif,86,B21_04_2_1_GFP_003.tif,9,1,B21
B21_04_1_1_RFP_004.tif,85,B21_04_2_1_GFP_004.tif,10,1,B21
B21_04_1_1_RFP_005.tif,105,B21_04_2_1_GFP_005.tif,14,1,B21
B21_04_1_1_RFP_006.tif,156,B21_04_2_1_GFP_006.tif,20,1,B21
B21_04_1_1_RFP_007.tif,178,B21_04_2_1_GFP_007.tif,29,1,B21
B21_04_1_1_RFP_008.tif,264,B21_04_2_1_GFP_008.tif,36,1,B21
B21_04_1_1_RFP_009.tif,305,B21_04_2_1_GFP_009.tif,40,1,B21
B21_04_1_1_RFP_010.tif,340,B21_04_2_1_GFP_010.tif,38,1,B21
C2_04_1_1_RFP_001.tif,15,C2_04_2_1_GFP_001.tif,9,1,C02
C2_04_1_1_RFP_002.tif,159,C2_04_2_1_GFP_002.tif,103,1,C02
C2_04_1_1_RFP_003.tif,169,C2_04_2_1_GFP_003.tif,128,1,C02
C2_04_1_1_RFP_004.tif,173,C2_04_2_1_GFP_004.tif,140,1,C02
