5000,2500,1250,625,312.5,156.25,78.125,39.0625,0
22766,13910.33333,8502.666667,4193,2328.333333,1513,744,248,118.6666667
23538,15199,8124,4819,2501,1708,977,152,77
21823,14211,8534,3870,2516,1568,803,293,149
22937,12321,8850,3890,1968,1263,452,299,130
