,RLU,TotHour,cell.line,well,drug1,drug1.conc,drug1.units,log_RLU
1510,1226,92.8325,H526,L11,SNS-314,1.53e-10,M,7.111512116496158
1511,1020,109.82472222222222,H526,L11,SNS-314,1.53e-10,M,6.927557906278317
1512,23400,0.0,H526,L12,SNS-314,0.0,M,10.060491301345794
1513,14864,11.433333333333335,H526,L12,SNS-314,0.0,M,9.606697461053619
1514,400,35.80138888888889,H526,L12,SNS-314,0.0,M,5.991464547107983
1515,1885,48.19972222222222,H526,L12,SNS-314,0.0,M,7.541683099882111
1516,1192,60.988611111111105,H526,L12,SNS-314,0.0,M,7.0833878476252945
1517,1421,81.54361111111109,H526,L12,SNS-314,0.0,M,7.2591161280971015
1518,1722,92.8325,H526,L12,SNS-314,0.0,M,7.451241684987676
1519,936,109.82472222222222,H526,L12,SNS-314,0.0,M,6.841615476477593
1520,29870,0.0,H526,L13,DMSO,0.0,M,10.304609911210157
1521,14228,11.433333333333335,H526,L13,DMSO,0.0,M,9.562967133068346
1522,1110,35.80138888888889,H526,L13,DMSO,0.0,M,7.01211529430638
1523,1083,48.19972222222222,H526,L13,DMSO,0.0,M,6.987490247000991
1524,1302,60.988611111111105,H526,L13,DMSO,0.0,M,7.171656822768514
1525,1684,81.54361111111109,H526,L13,DMSO,0.0,M,7.428927194802272
1526,1735,92.8325,H526,L13,DMSO,0.0,M,7.45876269238096
1527,1277,109.82472222222222,H526,L13,DMSO,0.0,M,7.152268856032539
1528,25775,0.0,H526,L14,DMSO,0.0,M,10.15716030888516
1529,10773,11.433333333333335,H526,L14,DMSO,0.0,M,9.284798282894194
1530,1065,35.80138888888889,H526,L14,DMSO,0.0,M,6.970730078143525
1531,872,48.19972222222222,H526,L14,DMSO,0.0,M,6.77078942390898
1532,987,60.988611111111105,H526,L14,DMSO,0.0,M,6.894670039433483
1533,1682,81.54361111111109,H526,L14,DMSO,0.0,M,7.427738840532895
1534,988,92.8325,H526,L14,DMSO,0.0,M,6.895682697747867
1535,978,109.82472222222222,H526,L14,DMSO,0.0,M,6.885509670034818
1536,21571,0.0,H526,L15,DMSO,0.0,M,9.979105098994717
1537,19537,11.433333333333335,H526,L15,DMSO,0.0,M,9.880065382591637
1538,1151,35.80138888888889,H526,L15,DMSO,0.0,M,7.048386408721884
1539,1022,48.19972222222222,H526,L15,DMSO,0.0,M,6.92951677076365
1540,932,60.988611111111105,H526,L15,DMSO,0.0,M,6.83733281468559
1541,1922,81.54361111111109,H526,L15,DMSO,0.0,M,7.561121589530237
1542,1520,92.8325,H526,L15,DMSO,0.0,M,7.326465613840322
1543,683,109.82472222222222,H526,L15,DMSO,0.0,M,6.52649485957079
1544,35005,0.0,H526,L16,DMSO,0.0,M,10.4632461874113
1545,10567,11.433333333333335,H526,L16,DMSO,0.0,M,9.265491216441033
1546,833,35.80138888888889,H526,L16,DMSO,0.0,M,6.725033642166842
1547,1029,48.19972222222222,H526,L16,DMSO,0.0,M,6.9363427358340495
1548,1636,60.988611111111105,H526,L16,DMSO,0.0,M,7.400009517162693
1549,1663,81.54361111111109,H526,L16,DMSO,0.0,M,7.416378479192928
1550,2672,92.8325,H526,L16,DMSO,0.0,M,7.890582534656536
1551,2326,109.82472222222222,H526,L16,DMSO,0.0,M,7.751905333078611
1552,18201,0.0,H526,L17,DMSO,0.0,M,9.809231816610408
1553,4332,11.433333333333335,H526,L17,DMSO,0.0,M,8.37378460812088
1554,1514,35.80138888888889,H526,L17,DMSO,0.0,M,7.322510433997394
1555,947,48.19972222222222,H526,L17,DMSO,0.0,M,6.853299093186076
1556,915,60.988611111111105,H526,L17,DMSO,0.0,M,6.818924065275521
1557,796,81.54361111111109,H526,L17,DMSO,0.0,M,6.679599185844383
1558,1598,92.8325,H526,L17,DMSO,0.0,M,7.37650812632622
1559,547,109.82472222222222,H526,L17,DMSO,0.0,M,6.304448802421981
1560,32907,0.0,H526,L18,DMSO,0.0,M,10.401440680079444
1561,6490,11.433333333333335,H526,L18,DMSO,0.0,M,8.778017809698136
1562,516,35.80138888888889,H526,L18,DMSO,0.0,M,6.246106765481563
1563,1152,48.19972222222222,H526,L18,DMSO,0.0,M,7.049254841255838
1564,1348,60.988611111111105,H526,L18,DMSO,0.0,M,7.206377291472252
1565,1268,81.54361111111109,H526,L18,DMSO,0.0,M,7.145196134997171
1566,1286,92.8325,H526,L18,DMSO,0.0,M,7.1592919047975645
1567,2195,109.82472222222222,H526,L18,DMSO,0.0,M,7.693937325509273
1568,64396,0.0,H526,L19,DMSO,0.0,M,11.072806798362183
1569,14296,11.433333333333335,H526,L19,DMSO,0.0,M,9.567735056839263
1570,1371,35.80138888888889,H526,L19,DMSO,0.0,M,7.223295679562313
1571,998,48.19972222222222,H526,L19,DMSO,0.0,M,6.905753276311464
1572,520,60.988611111111105,H526,L19,DMSO,0.0,M,6.253828811575472
1573,2820,81.54361111111109,H526,L19,DMSO,0.0,M,7.944492163932159
1574,1531,92.8325,H526,L19,DMSO,0.0,M,7.333676395657684
1575,2419,109.82472222222222,H526,L19,DMSO,0.0,M,7.791109510610028
1576,20850,0.0,H526,L20,DMSO,0.0,M,9.945109227226947
1577,1804,11.433333333333335,H526,L20,DMSO,0.0,M,7.497761700622568
1578,669,35.80138888888889,H526,L20,DMSO,0.0,M,6.505784060128229
1579,1332,48.19972222222222,H526,L20,DMSO,0.0,M,7.194436851100335
1580,634,60.988611111111105,H526,L20,DMSO,0.0,M,6.452048954437226
1581,1320,81.54361111111109,H526,L20,DMSO,0.0,M,7.1853870155804165
1582,2156,92.8325,H526,L20,DMSO,0.0,M,7.676009932028887
1583,1628,109.82472222222222,H526,L20,DMSO,0.0,M,7.395107546562485
1584,42352,0.0,H526,L21,DMSO,0.0,M,10.653770924466883
1585,16077,11.433333333333335,H526,L21,DMSO,0.0,M,9.685144958162962
1586,547,35.80138888888889,H526,L21,DMSO,0.0,M,6.304448802421981
1587,1173,48.19972222222222,H526,L21,DMSO,0.0,M,7.067319848653476
1588,568,60.988611111111105,H526,L21,DMSO,0.0,M,6.3421214187211525
1589,952,81.54361111111109,H526,L21,DMSO,0.0,M,6.858565034791365
1590,963,92.8325,H526,L21,DMSO,0.0,M,6.870053411798126
1591,751,109.82472222222222,H526,L21,DMSO,0.0,M,6.621405651764134
1592,15641,0.0,H526,L22,DMSO,0.0,M,9.657650950674242
1593,9011,11.433333333333335,H526,L22,DMSO,0.0,M,9.106201332235036
1594,1187,35.80138888888889,H526,L22,DMSO,0.0,M,7.079184394609668
1595,1086,48.19972222222222,H526,L22,DMSO,0.0,M,6.990256500493881
1596,1280,60.988611111111105,H526,L22,DMSO,0.0,M,7.154615356913662
1597,1036,81.54361111111109,H526,L22,DMSO,0.0,M,6.943122422819427
1598,1890,92.8325,H526,L22,DMSO,0.0,M,7.544332108053688
1599,1006,109.82472222222222,H526,L22,DMSO,0.0,M,6.9137373506596855
1600,3395,0.0,H526,M03,SNS-314,1e-05,M,8.130059039992796
1601,6338,11.433333333333335,H526,M03,SNS-314,1e-05,M,8.754318540250866
1602,9978,35.80138888888889,H526,M03,SNS-314,1e-05,M,9.208137948420985
1603,10835,48.19972222222222,H526,M03,SNS-314,1e-05,M,9.290536913970461
1604,15500,60.988611111111105,H526,M03,SNS-314,1e-05,M,9.648595302907339
1605,22847,81.54361111111109,H526,M03,SNS-314,1e-05,M,10.036575096674484
1606,25905,92.8325,H526,M03,SNS-314,1e-05,M,10.162191279248887
1607,25610,109.82472222222222,H526,M03,SNS-314,1e-05,M,10.15073817919357
1608,3561,0.0,H526,M04,SNS-314,2.5e-06,M,8.177796683277778
1609,5891,11.433333333333335,H526,M04,SNS-314,2.5e-06,M,8.681181041521688
1610,18399,35.80138888888889,H526,M04,SNS-314,2.5e-06,M,9.820051594294094
1611,25866,48.19972222222222,H526,M04,SNS-314,2.5e-06,M,10.16068464397519
1612,35236,60.988611111111105,H526,M04,SNS-314,2.5e-06,M,10.469823566229689
1613,61737,81.54361111111109,H526,M04,SNS-314,2.5e-06,M,11.030638706010661
1614,91414,92.8325,H526,M04,SNS-314,2.5e-06,M,11.423153918578993
1615,107391,109.82472222222222,H526,M04,SNS-314,2.5e-06,M,11.5842316586629
1616,15301,0.0,H526,M05,SNS-314,6.25e-07,M,9.635673464721814
1617,25213,11.433333333333335,H526,M05,SNS-314,6.25e-07,M,10.135115013498648
1618,51523,35.80138888888889,H526,M05,SNS-314,6.25e-07,M,10.849783588896608
1619,70378,48.19972222222222,H526,M05,SNS-314,6.25e-07,M,11.161635993307836
1620,121278,60.988611111111105,H526,M05,SNS-314,6.25e-07,M,11.705840709975051
1621,189437,81.54361111111109,H526,M05,SNS-314,6.25e-07,M,12.151811794403734
1622,284108,92.8325,H526,M05,SNS-314,6.25e-07,M,12.557109726544725
1623,295031,109.82472222222222,H526,M05,SNS-314,6.25e-07,M,12.594835714546704
1624,8332,0.0,H526,M06,SNS-314,1.56e-07,M,9.027858802380864
1625,7706,11.433333333333335,H526,M06,SNS-314,1.56e-07,M,8.949754525186101
1626,21894,35.80138888888889,H526,M06,SNS-314,1.56e-07,M,9.993967905664503
1627,32372,48.19972222222222,H526,M06,SNS-314,1.56e-07,M,10.385049130615592
1628,51672,60.988611111111105,H526,M06,SNS-314,1.56e-07,M,10.852671327712306
1629,58706,81.54361111111109,H526,M06,SNS-314,1.56e-07,M,10.980297215243391
1630,88714,92.8325,H526,M06,SNS-314,1.56e-07,M,11.393172991243201
1631,95837,109.82472222222222,H526,M06,SNS-314,1.56e-07,M,11.470404110689067
1632,23662,0.0,H526,M07,SNS-314,3.91e-08,M,10.071625664813608
1633,36384,11.433333333333335,H526,M07,SNS-314,3.91e-08,M,10.501884396550263
1634,75001,35.80138888888889,H526,M07,SNS-314,3.91e-08,M,11.225256725762891
1635,91593,48.19972222222222,H526,M07,SNS-314,3.91e-08,M,11.425110128528152
1636,132366,60.988611111111105,H526,M07,SNS-314,3.91e-08,M,11.793326091923818
1637,145480,81.54361111111109,H526,M07,SNS-314,3.91e-08,M,11.887793899100926
1638,239359,92.8325,H526,M07,SNS-314,3.91e-08,M,12.385719795952035
1639,220335,109.82472222222222,H526,M07,SNS-314,3.91e-08,M,12.302904394433625
1640,4707,0.0,H526,M08,SNS-314,9.77e-09,M,8.456806041401142
1641,5811,11.433333333333335,H526,M08,SNS-314,9.77e-09,M,8.667507952075105
1642,16676,35.80138888888889,H526,M08,SNS-314,9.77e-09,M,9.721725839000687
1643,24826,48.19972222222222,H526,M08,SNS-314,9.77e-09,M,10.119646770075892
1644,35323,60.988611111111105,H526,M08,SNS-314,9.77e-09,M,10.472289588823235
1645,42823,81.54361111111109,H526,M08,SNS-314,9.77e-09,M,10.664830620408829
1646,54551,92.8325,H526,M08,SNS-314,9.77e-09,M,10.906891322898872
1647,55132,109.82472222222222,H526,M08,SNS-314,9.77e-09,M,10.91748558881433
1648,16320,0.0,H526,M09,SNS-314,2.44e-09,M,9.700146628518098
1649,25724,11.433333333333335,H526,M09,SNS-314,2.44e-09,M,10.155179687254751
1650,36034,35.80138888888889,H526,M09,SNS-314,2.44e-09,M,10.492218216175647
1651,31618,48.19972222222222,H526,M09,SNS-314,2.44e-09,M,10.361481857656134
1652,24169,60.988611111111105,H526,M09,SNS-314,2.44e-09,M,10.092826099237977
1653,15151,81.54361111111109,H526,M09,SNS-314,2.44e-09,M,9.625821815359835
1654,13951,92.8325,H526,M09,SNS-314,2.44e-09,M,9.543306469268108
1655,10553,109.82472222222222,H526,M09,SNS-314,2.44e-09,M,9.264165458671089
1656,5565,0.0,H526,M10,SNS-314,6.1e-10,M,8.624252263709645
1657,4046,11.433333333333335,H526,M10,SNS-314,6.1e-10,M,8.305484017727691
1658,3299,35.80138888888889,H526,M10,SNS-314,6.1e-10,M,8.101374671228582
1659,3091,48.19972222222222,H526,M10,SNS-314,6.1e-10,M,8.036249942132116
1660,1303,60.988611111111105,H526,M10,SNS-314,6.1e-10,M,7.172424577124845
1661,2334,81.54361111111109,H526,M10,SNS-314,6.1e-10,M,7.755338812846501
1662,2108,92.8325,H526,M10,SNS-314,6.1e-10,M,7.653494909661252
1663,870,109.82472222222222,H526,M10,SNS-314,6.1e-10,M,6.76849321164863
1664,27393,0.0,H526,M11,SNS-314,1.53e-10,M,10.21804278528445
1665,20265,11.433333333333335,H526,M11,SNS-314,1.53e-10,M,9.916650539062411
1666,1445,35.80138888888889,H526,M11,SNS-314,1.53e-10,M,7.275864600546532
1667,835,48.19972222222222,H526,M11,SNS-314,1.53e-10,M,6.727431724850855
1668,1229,60.988611111111105,H526,M11,SNS-314,1.53e-10,M,7.113956109566034
1669,1323,81.54361111111109,H526,M11,SNS-314,1.53e-10,M,7.187657164114956
1670,1329,92.8325,H526,M11,SNS-314,1.53e-10,M,7.192182058713247
1671,879,109.82472222222222,H526,M11,SNS-314,1.53e-10,M,6.778784897685178
1672,21214,0.0,H526,M12,SNS-314,0.0,M,9.962416620065417
1673,10011,11.433333333333335,H526,M12,SNS-314,0.0,M,9.211439767419485
1674,1116,35.80138888888889,H526,M12,SNS-314,0.0,M,7.017506142941255
1675,1195,48.19972222222222,H526,M12,SNS-314,0.0,M,7.085901464365611
1676,2325,60.988611111111105,H526,M12,SNS-314,0.0,M,7.751475318021456
1677,1602,81.54361111111109,H526,M12,SNS-314,0.0,M,7.379008127628304
1678,1995,92.8325,H526,M12,SNS-314,0.0,M,7.598399329323964
1679,1938,109.82472222222222,H526,M12,SNS-314,0.0,M,7.569411792450713
1680,18971,0.0,H526,M13,DMSO,0.0,M,9.850666776352544
1681,7844,11.433333333333335,H526,M13,DMSO,0.0,M,8.967504187316237
1682,858,35.80138888888889,H526,M13,DMSO,0.0,M,6.754604099487962
1683,807,48.19972222222222,H526,M13,DMSO,0.0,M,6.693323668269949
1684,1738,60.988611111111105,H526,M13,DMSO,0.0,M,7.4604903058253385
1685,1843,81.54361111111109,H526,M13,DMSO,0.0,M,7.519149957669822
1686,1619,92.8325,H526,M13,DMSO,0.0,M,7.389563953677635
1687,862,109.82472222222222,H526,M13,DMSO,0.0,M,6.759255270663693
1688,11809,0.0,H526,M14,DMSO,0.0,M,9.376617231601283
1689,857,11.433333333333335,H526,M14,DMSO,0.0,M,6.753437918597781
1690,882,35.80138888888889,H526,M14,DMSO,0.0,M,6.782192056006791
1691,1458,48.19972222222222,H526,M14,DMSO,0.0,M,7.284820912568604
1692,1181,60.988611111111105,H526,M14,DMSO,0.0,M,7.074116816197362
1693,1008,81.54361111111109,H526,M14,DMSO,0.0,M,6.915723448631314
1694,1167,92.8325,H526,M14,DMSO,0.0,M,7.062191632286557
1695,854,109.82472222222222,H526,M14,DMSO,0.0,M,6.74993119378857
1696,11078,0.0,H526,M15,DMSO,0.0,M,9.31271643859305
1697,5562,11.433333333333335,H526,M15,DMSO,0.0,M,8.62371303479391
1698,883,35.80138888888889,H526,M15,DMSO,0.0,M,6.78332520060396
1699,391,48.19972222222222,H526,M15,DMSO,0.0,M,5.968707559985366
1700,1376,60.988611111111105,H526,M15,DMSO,0.0,M,7.226936018493289
1701,1375,81.54361111111109,H526,M15,DMSO,0.0,M,7.226209010100671
1702,2098,92.8325,H526,M15,DMSO,0.0,M,7.648739788956242
1703,1300,109.82472222222222,H526,M15,DMSO,0.0,M,7.170119543449628
1704,7843,0.0,H526,M16,DMSO,0.0,M,8.967376693212666
1705,604,11.433333333333335,H526,M16,DMSO,0.0,M,6.403574197934816
1706,623,35.80138888888889,H526,M16,DMSO,0.0,M,6.434546518787452
1707,643,48.19972222222222,H526,M16,DMSO,0.0,M,6.46614472423762
1708,1651,60.988611111111105,H526,M16,DMSO,0.0,M,7.409136443920128
1709,1250,81.54361111111109,H526,M16,DMSO,0.0,M,7.1308988302963465
1710,389,92.8325,H526,M16,DMSO,0.0,M,5.963579343618447
1711,641,109.82472222222222,H526,M16,DMSO,0.0,M,6.46302945692067
1712,8696,0.0,H526,M17,DMSO,0.0,M,9.070618428801046
1713,967,11.433333333333335,H526,M17,DMSO,0.0,M,6.874198495453294
1714,628,35.80138888888889,H526,M17,DMSO,0.0,M,6.442540166468199
1715,1823,48.19972222222222,H526,M17,DMSO,0.0,M,7.508238774678662
1716,516,60.988611111111105,H526,M17,DMSO,0.0,M,6.246106765481563
1717,1487,81.54361111111109,H526,M17,DMSO,0.0,M,7.304515946460155
1718,3017,92.8325,H526,M17,DMSO,0.0,M,8.012018239159062
1719,1604,109.82472222222222,H526,M17,DMSO,0.0,M,7.38025578842646
1720,20539,0.0,H526,M18,DMSO,0.0,M,9.93008079680565
1721,1026,11.433333333333335,H526,M18,DMSO,0.0,M,6.933423025730715
1722,1017,35.80138888888889,H526,M18,DMSO,0.0,M,6.92461239604856
1723,1534,48.19972222222222,H526,M18,DMSO,0.0,M,7.335633981927201
1724,652,60.988611111111105,H526,M18,DMSO,0.0,M,6.480044561926652
1725,1054,81.54361111111109,H526,M18,DMSO,0.0,M,6.960347729101308
1726,2382,92.8325,H526,M18,DMSO,0.0,M,7.775695749915244
1727,1782,109.82472222222222,H526,M18,DMSO,0.0,M,7.485491608030754
1728,12206,0.0,H526,M19,DMSO,0.0,M,9.40968291310444
1729,260,11.433333333333335,H526,M19,DMSO,0.0,M,5.5606816310155285
1730,220,35.80138888888889,H526,M19,DMSO,0.0,M,5.393627546352363
1731,580,48.19972222222222,H526,M19,DMSO,0.0,M,6.363028103540465
1732,1195,60.988611111111105,H526,M19,DMSO,0.0,M,7.085901464365611
1733,1155,81.54361111111109,H526,M19,DMSO,0.0,M,7.051855622955893
1734,2809,92.8325,H526,M19,DMSO,0.0,M,7.940583827104244
1735,1907,109.82472222222222,H526,M19,DMSO,0.0,M,7.553286605600419
1736,12662,0.0,H526,M20,DMSO,0.0,M,9.446360661104073
1737,320,11.433333333333335,H526,M20,DMSO,0.0,M,5.768320995793773
1738,1576,35.80138888888889,H526,M20,DMSO,0.0,M,7.362645270417825
1739,1102,48.19972222222222,H526,M20,DMSO,0.0,M,7.0048819897128585
1740,1701,60.988611111111105,H526,M20,DMSO,0.0,M,7.438971592395863
1741,1256,81.54361111111109,H526,M20,DMSO,0.0,M,7.135687347028143
1742,589,92.8325,H526,M20,DMSO,0.0,M,6.3784261836515865
1743,1117,109.82472222222222,H526,M20,DMSO,0.0,M,7.018401799069201
1744,8295,0.0,H526,M21,DMSO,0.0,M,9.023408202624543
1745,1559,11.433333333333335,H526,M21,DMSO,0.0,M,7.351799869057777
1746,1249,35.80138888888889,H526,M21,DMSO,0.0,M,7.130098510125578
1747,1016,48.19972222222222,H526,M21,DMSO,0.0,M,6.923628628138427
1748,1528,60.988611111111105,H526,M21,DMSO,0.0,M,7.331714969726466
1749,366,81.54361111111109,H526,M21,DMSO,0.0,M,5.902633333401367
1750,1272,92.8325,H526,M21,DMSO,0.0,M,7.148345743900068
1751,1487,109.82472222222222,H526,M21,DMSO,0.0,M,7.304515946460155
1752,54842,0.0,H526,M22,DMSO,0.0,M,10.91221160274137
1753,1182,11.433333333333335,H526,M22,DMSO,0.0,M,7.074963197966044
1754,1416,35.80138888888889,H526,M22,DMSO,0.0,M,7.255591274253665
1755,1291,48.19972222222222,H526,M22,DMSO,0.0,M,7.1631723908466425
1756,988,60.988611111111105,H526,M22,DMSO,0.0,M,6.895682697747867
1757,1174,81.54361111111109,H526,M22,DMSO,0.0,M,7.068172000388043
1758,1576,92.8325,H526,M22,DMSO,0.0,M,7.362645270417825
1759,1385,109.82472222222222,H526,M22,DMSO,0.0,M,7.233455418621439
1760,6688,0.0,H526,N03,SNS-314,1e-05,M,8.808070154764536
1761,11297,11.433333333333335,H526,N03,SNS-314,1e-05,M,9.33229248272693
1762,16260,35.80138888888889,H526,N03,SNS-314,1e-05,M,9.696463383101802
1763,15798,48.19972222222222,H526,N03,SNS-314,1e-05,M,9.667638628724363
1764,22460,60.988611111111105,H526,N03,SNS-314,1e-05,M,10.019491228292432
1765,29251,81.54361111111109,H526,N03,SNS-314,1e-05,M,10.283669040109793
1766,29660,92.8325,H526,N03,SNS-314,1e-05,M,10.297554615691922
1767,42177,109.82472222222222,H526,N03,SNS-314,1e-05,M,10.649630327748016
1768,4745,0.0,H526,N04,SNS-314,2.5e-06,M,8.464846711044029
1769,8977,11.433333333333335,H526,N04,SNS-314,2.5e-06,M,9.10242102975669
1770,20561,35.80138888888889,H526,N04,SNS-314,2.5e-06,M,9.9311513565186
1771,26700,48.19972222222222,H526,N04,SNS-314,2.5e-06,M,10.192418844388339
1772,39895,60.988611111111105,H526,N04,SNS-314,2.5e-06,M,10.59400628174238
1773,57914,81.54361111111109,H526,N04,SNS-314,2.5e-06,M,10.96671443053344
1774,75821,92.8325,H526,N04,SNS-314,2.5e-06,M,11.236130578115503
1775,113117,109.82472222222222,H526,N04,SNS-314,2.5e-06,M,11.636177960269531
1776,15823,0.0,H526,N05,SNS-314,6.25e-07,M,9.669219856718986
1777,29970,11.433333333333335,H526,N05,SNS-314,6.25e-07,M,10.307952160310707
1778,56951,35.80138888888889,H526,N05,SNS-314,6.25e-07,M,10.949946527983675
1779,75582,48.19972222222222,H526,N05,SNS-314,6.25e-07,M,11.232973438580355
1780,120934,60.988611111111105,H526,N05,SNS-314,6.25e-07,M,11.703000221218975
1781,177633,81.54361111111109,H526,N05,SNS-314,6.25e-07,M,12.087474903090325
1782,248416,92.8325,H526,N05,SNS-314,6.25e-07,M,12.422860039205409
1783,265515,109.82472222222222,H526,N05,SNS-314,6.25e-07,M,12.489426615243367
1784,3263,0.0,H526,N06,SNS-314,1.56e-07,M,8.09040229659332
1785,8581,11.433333333333335,H526,N06,SNS-314,1.56e-07,M,9.05730573580712
1786,20706,35.80138888888889,H526,N06,SNS-314,1.56e-07,M,9.938178792326058
1787,26547,48.19972222222222,H526,N06,SNS-314,1.56e-07,M,10.186672025935462
1788,39227,60.988611111111105,H526,N06,SNS-314,1.56e-07,M,10.577120564191773
1789,49652,81.54361111111109,H526,N06,SNS-314,1.56e-07,M,10.812793950635838
1790,60130,92.8325,H526,N06,SNS-314,1.56e-07,M,11.004264164033613
1791,72778,109.82472222222222,H526,N06,SNS-314,1.56e-07,M,11.195168990711622
1792,26235,0.0,H526,N07,SNS-314,3.91e-08,M,10.174849676120813
1793,50797,11.433333333333335,H526,N07,SNS-314,3.91e-08,M,10.83559257670464
1794,82276,35.80138888888889,H526,N07,SNS-314,3.91e-08,M,11.317834728098054
1795,114419,48.19972222222222,H526,N07,SNS-314,3.91e-08,M,11.647622428053513
1796,122755,60.988611111111105,H526,N07,SNS-314,3.91e-08,M,11.717945778024747
1797,114877,81.54361111111109,H526,N07,SNS-314,3.91e-08,M,11.651617269734944
1798,109402,92.8325,H526,N07,SNS-314,3.91e-08,M,11.60278445033856
1799,93775,109.82472222222222,H526,N07,SNS-314,3.91e-08,M,11.448653574950088
1800,4655,0.0,H526,N08,SNS-314,9.77e-09,M,8.445697189711169
1801,8428,11.433333333333335,H526,N08,SNS-314,9.77e-09,M,9.03931477492408
1802,24857,35.80138888888889,H526,N08,SNS-314,9.77e-09,M,10.1208946819984
1803,27969,48.19972222222222,H526,N08,SNS-314,9.77e-09,M,10.238852032964804
1804,35034,60.988611111111105,H526,N08,SNS-314,9.77e-09,M,10.464074297511592
1805,37617,81.54361111111109,H526,N08,SNS-314,9.77e-09,M,10.53521135485865
1806,41185,92.8325,H526,N08,SNS-314,9.77e-09,M,10.62582939137535
1807,30120,109.82472222222222,H526,N08,SNS-314,9.77e-09,M,10.31294468191383
1808,12125,0.0,H526,N09,SNS-314,2.44e-09,M,9.403024715805683
1809,17987,11.433333333333335,H526,N09,SNS-314,2.44e-09,M,9.79740455372797
1810,30315,35.80138888888889,H526,N09,SNS-314,2.44e-09,M,10.319397918505832
1811,25739,48.19972222222222,H526,N09,SNS-314,2.44e-09,M,10.155762630356586
1812,15404,60.988611111111105,H526,N09,SNS-314,2.44e-09,M,9.6423824949348
1813,9790,81.54361111111109,H526,N09,SNS-314,2.44e-09,M,9.189116735524557
1814,10659,92.8325,H526,N09,SNS-314,2.44e-09,M,9.274159884689137
1815,4056,109.82472222222222,H526,N09,SNS-314,2.44e-09,M,8.30795254527102
1816,8780,0.0,H526,N10,SNS-314,6.1e-10,M,9.080231686629162
1817,9197,11.433333333333335,H526,N10,SNS-314,6.1e-10,M,9.126632622902696
1818,4451,35.80138888888889,H526,N10,SNS-314,6.1e-10,M,8.400884069015854
1819,4319,48.19972222222222,H526,N10,SNS-314,6.1e-10,M,8.3707791729607
1820,1672,60.988611111111105,H526,N10,SNS-314,6.1e-10,M,7.421775793644648
1821,1865,81.54361111111109,H526,N10,SNS-314,6.1e-10,M,7.5310163320779155
1822,1022,92.8325,H526,N10,SNS-314,6.1e-10,M,6.92951677076365
1823,1436,109.82472222222222,H526,N10,SNS-314,6.1e-10,M,7.2696167496081685
1824,18474,0.0,H526,N11,SNS-314,1.53e-10,M,9.824119617152556
1825,14635,11.433333333333335,H526,N11,SNS-314,1.53e-10,M,9.591171199125986
1826,1237,35.80138888888889,H526,N11,SNS-314,1.53e-10,M,7.120444372392488
1827,1117,48.19972222222222,H526,N11,SNS-314,1.53e-10,M,7.018401799069201
1828,1958,60.988611111111105,H526,N11,SNS-314,1.53e-10,M,7.579678823090456
1829,874,81.54361111111109,H526,N11,SNS-314,1.53e-10,M,6.773080375655535
1830,929,92.8325,H526,N11,SNS-314,1.53e-10,M,6.834108738813838
1831,1610,109.82472222222222,H526,N11,SNS-314,1.53e-10,M,7.383989457978508
1832,5894,0.0,H526,N12,SNS-314,0.0,M,8.68169016329764
1833,863,11.433333333333335,H526,N12,SNS-314,0.0,M,6.760414691083428
1834,1320,35.80138888888889,H526,N12,SNS-314,0.0,M,7.1853870155804165
1835,731,48.19972222222222,H526,N12,SNS-314,0.0,M,6.594413459749777
1836,1081,60.988611111111105,H526,N12,SNS-314,0.0,M,6.985641817639206
1837,1622,81.54361111111109,H526,N12,SNS-314,0.0,M,7.3914152346753585
1838,463,92.8325,H526,N12,SNS-314,0.0,M,6.137727054086233
1839,685,109.82472222222222,H526,N12,SNS-314,0.0,M,6.5294188382622265
1840,502,0.0,H526,N13,DMSO,0.0,M,6.218600119691728
1841,428,11.433333333333335,H526,N13,DMSO,0.0,M,6.0591231955817975
1842,741,35.80138888888889,H526,N13,DMSO,0.0,M,6.608000625296088
1843,98,48.19972222222222,H526,N13,DMSO,0.0,M,4.584967478670572
1844,480,60.988611111111105,H526,N13,DMSO,0.0,M,6.173786103901937
1845,107,81.54361111111109,H526,N13,DMSO,0.0,M,4.672828834461906
1846,500,92.8325,H526,N13,DMSO,0.0,M,6.214608098422191
1847,23,109.82472222222222,H526,N13,DMSO,0.0,M,3.1354942159291497
1848,1070,0.0,H526,N14,DMSO,0.0,M,6.975413927455953
1849,68,11.433333333333335,H526,N14,DMSO,0.0,M,4.219507705176107
1850,143,35.80138888888889,H526,N14,DMSO,0.0,M,4.962844630259907
1851,121,48.19972222222222,H526,N14,DMSO,0.0,M,4.795790545596741
1852,500,60.988611111111105,H526,N14,DMSO,0.0,M,6.214608098422191
1853,10,81.54361111111109,H526,N14,DMSO,0.0,M,2.302585092994046
1854,74,92.8325,H526,N14,DMSO,0.0,M,4.30406509320417
1855,14,109.82472222222222,H526,N14,DMSO,0.0,M,2.6390573296152584
1856,815,0.0,H526,N15,DMSO,0.0,M,6.703188113240862
1857,539,11.433333333333335,H526,N15,DMSO,0.0,M,6.289715570908997
1858,339,35.80138888888889,H526,N15,DMSO,0.0,M,5.82600010738045
1859,490,48.19972222222222,H526,N15,DMSO,0.0,M,6.194405391104673
1860,524,60.988611111111105,H526,N15,DMSO,0.0,M,6.261491684321044
1861,130,81.54361111111109,H526,N15,DMSO,0.0,M,4.867534450455582
