,RLU,TotHour,cell.line,well,drug1,drug1.conc,drug1.units,log_RLU
1647,37315,109.27472222222221,H1048,K07,SCH-1473759,3.91e-08,M,10.527150669565488
1648,38311,120.85305555555556,H1048,K07,SCH-1473759,3.91e-08,M,10.55349234019923
1649,36574,139.8225,H1048,K07,SCH-1473759,3.91e-08,M,10.507092884434579
1650,14760,0.0,H1048,K08,SCH-1473759,9.77e-09,M,9.599676098154463
1651,23516,14.944444444444445,H1048,K08,SCH-1473759,9.77e-09,M,10.065436319522146
1652,30554,26.253055555555555,H1048,K08,SCH-1473759,9.77e-09,M,10.327250888925668
1653,32971,46.344722222222224,H1048,K08,SCH-1473759,9.77e-09,M,10.403383666209393
1654,30065,63.404722222222226,H1048,K08,SCH-1473759,9.77e-09,M,10.311116983473669
1655,24941,76.0672222222222,H1048,K08,SCH-1473759,9.77e-09,M,10.12426831466115
1656,25355,90.6525,H1048,K08,SCH-1473759,9.77e-09,M,10.140731228229118
1657,22458,109.27472222222221,H1048,K08,SCH-1473759,9.77e-09,M,10.019402177132484
1658,24175,120.85305555555556,H1048,K08,SCH-1473759,9.77e-09,M,10.093074320321495
1659,23849,139.8225,H1048,K08,SCH-1473759,9.77e-09,M,10.07949756671628
1660,23496,0.0,H1048,K09,SCH-1473759,2.44e-09,M,10.064585472878457
1661,27959,14.944444444444445,H1048,K09,SCH-1473759,2.44e-09,M,10.238494430329037
1662,38815,26.253055555555555,H1048,K09,SCH-1473759,2.44e-09,M,10.56656204883978
1663,51950,46.344722222222224,H1048,K09,SCH-1473759,2.44e-09,M,10.858036996527375
1664,53323,63.404722222222226,H1048,K09,SCH-1473759,2.44e-09,M,10.884123036775902
1665,49262,76.0672222222222,H1048,K09,SCH-1473759,2.44e-09,M,10.804908271743557
1666,48819,90.6525,H1048,K09,SCH-1473759,2.44e-09,M,10.795874860328725
1667,54983,109.27472222222221,H1048,K09,SCH-1473759,2.44e-09,M,10.914779325527077
1668,54758,120.85305555555556,H1048,K09,SCH-1473759,2.44e-09,M,10.910678755725908
1669,51324,139.8225,H1048,K09,SCH-1473759,2.44e-09,M,10.845913758014907
1670,17252,0.0,H1048,K10,SCH-1473759,6.1e-10,M,9.755683357767731
1671,25600,14.944444444444445,H1048,K10,SCH-1473759,6.1e-10,M,10.150347630467651
1672,29330,26.253055555555555,H1048,K10,SCH-1473759,6.1e-10,M,10.286366161971497
1673,30444,46.344722222222224,H1048,K10,SCH-1473759,6.1e-10,M,10.323644209387282
1674,35235,63.404722222222226,H1048,K10,SCH-1473759,6.1e-10,M,10.469795185761123
1675,31722,76.0672222222222,H1048,K10,SCH-1473759,6.1e-10,M,10.364765725463503
1676,32185,90.6525,H1048,K10,SCH-1473759,6.1e-10,M,10.379255784486716
1677,28041,109.27472222222221,H1048,K10,SCH-1473759,6.1e-10,M,10.241423003850693
1678,25657,120.85305555555556,H1048,K10,SCH-1473759,6.1e-10,M,10.152571717850693
1679,24292,139.8225,H1048,K10,SCH-1473759,6.1e-10,M,10.097902357017468
1680,28480,0.0,H1048,K11,SCH-1473759,1.53e-10,M,10.256957365525912
1681,41299,14.944444444444445,H1048,K11,SCH-1473759,1.53e-10,M,10.628593565580923
1682,53645,26.253055555555555,H1048,K11,SCH-1473759,1.53e-10,M,10.890143547070847
1683,55536,46.344722222222224,H1048,K11,SCH-1473759,1.53e-10,M,10.924786738101568
1684,59179,63.404722222222226,H1048,K11,SCH-1473759,1.53e-10,M,10.988322028210893
1685,60797,76.0672222222222,H1048,K11,SCH-1473759,1.53e-10,M,11.015295724631633
1686,64015,90.6525,H1048,K11,SCH-1473759,1.53e-10,M,11.066872709880277
1687,73243,109.27472222222221,H1048,K11,SCH-1473759,1.53e-10,M,11.201537959172935
1688,66480,120.85305555555556,H1048,K11,SCH-1473759,1.53e-10,M,11.104656429529332
1689,74462,139.8225,H1048,K11,SCH-1473759,1.53e-10,M,11.218044207125077
1690,20588,0.0,H1048,K12,SCH-1473759,0.0,M,9.932463660772648
1691,29187,14.944444444444445,H1048,K12,SCH-1473759,0.0,M,10.281478683643536
1692,39304,26.253055555555555,H1048,K12,SCH-1473759,0.0,M,10.579081573848486
1693,38550,46.344722222222224,H1048,K12,SCH-1473759,0.0,M,10.559711378991476
1694,41953,63.404722222222226,H1048,K12,SCH-1473759,0.0,M,10.644305223045162
1695,41800,76.0672222222222,H1048,K12,SCH-1473759,0.0,M,10.640651618512848
1696,45829,90.6525,H1048,K12,SCH-1473759,0.0,M,10.732672357496405
1697,34872,109.27472222222221,H1048,K12,SCH-1473759,0.0,M,10.459439493918227
1698,38101,120.85305555555556,H1048,K12,SCH-1473759,0.0,M,10.547995807489514
1699,37144,139.8225,H1048,K12,SCH-1473759,0.0,M,10.522557529699755
1700,22661,0.0,H1048,K13,etoposide,1e-05,M,10.028400664234924
1701,38965,14.944444444444445,H1048,K13,etoposide,1e-05,M,10.570419086277662
1702,52228,26.253055555555555,H1048,K13,etoposide,1e-05,M,10.863374028527927
1703,61362,46.344722222222224,H1048,K13,etoposide,1e-05,M,11.024546030034067
1704,62170,63.404722222222226,H1048,K13,etoposide,1e-05,M,11.037627847263384
1705,59558,76.0672222222222,H1048,K13,etoposide,1e-05,M,10.994705906650523
1706,67995,90.6525,H1048,K13,etoposide,1e-05,M,11.127189452043062
1707,68065,109.27472222222221,H1048,K13,etoposide,1e-05,M,11.128218409946573
1708,57546,120.85305555555556,H1048,K13,etoposide,1e-05,M,10.960339906956008
1709,48244,139.8225,H1048,K13,etoposide,1e-05,M,10.784026746703134
1710,17348,0.0,H1048,K14,etoposide,2.5e-06,M,9.761232504955258
1711,31647,14.944444444444445,H1048,K14,etoposide,2.5e-06,M,10.36239863634992
1712,39374,26.253055555555555,H1048,K14,etoposide,2.5e-06,M,10.580860978980033
1713,44246,46.344722222222224,H1048,K14,etoposide,2.5e-06,M,10.697520250869932
1714,47835,63.404722222222226,H1048,K14,etoposide,2.5e-06,M,10.77551286811227
1715,39045,76.0672222222222,H1048,K14,etoposide,2.5e-06,M,10.572470106096775
1716,43164,90.6525,H1048,K14,etoposide,2.5e-06,M,10.672762093483623
1717,36511,109.27472222222221,H1048,K14,etoposide,2.5e-06,M,10.505368864030821
1718,31355,120.85305555555556,H1048,K14,etoposide,2.5e-06,M,10.353129022977123
1719,36693,139.8225,H1048,K14,etoposide,2.5e-06,M,10.510341280155473
1720,25053,0.0,H1048,K15,etoposide,6.25e-07,M,10.12874885982134
1721,32937,14.944444444444445,H1048,K15,etoposide,6.25e-07,M,10.402351924902842
1722,50575,26.253055555555555,H1048,K15,etoposide,6.25e-07,M,10.831212662035947
1723,65924,46.344722222222224,H1048,K15,etoposide,6.25e-07,M,11.09625784235407
1724,72049,63.404722222222226,H1048,K15,etoposide,6.25e-07,M,11.185101722080828
1725,61945,76.0672222222222,H1048,K15,etoposide,6.25e-07,M,11.03400217354984
1726,75902,90.6525,H1048,K15,etoposide,6.25e-07,M,11.237198313497686
1727,71648,109.27472222222221,H1048,K15,etoposide,6.25e-07,M,11.179520519398482
1728,76390,120.85305555555556,H1048,K15,etoposide,6.25e-07,M,11.243607076535405
1729,76625,139.8225,H1048,K15,etoposide,6.25e-07,M,11.246678673238511
1730,16623,0.0,H1048,K16,etoposide,1.56e-07,M,9.71854255753546
1731,30671,14.944444444444445,H1048,K16,etoposide,1.56e-07,M,10.331072861728376
1732,39324,26.253055555555555,H1048,K16,etoposide,1.56e-07,M,10.579590298486817
1733,42138,46.344722222222224,H1048,K16,etoposide,1.56e-07,M,10.648705225387076
1734,45772,63.404722222222226,H1048,K16,etoposide,1.56e-07,M,10.731427829437603
1735,43031,76.0672222222222,H1048,K16,etoposide,1.56e-07,M,10.669676065162891
1736,40896,90.6525,H1048,K16,etoposide,1.56e-07,M,10.618787537737207
1737,40467,109.27472222222221,H1048,K16,etoposide,1.56e-07,M,10.608242106137787
1738,44133,120.85305555555556,H1048,K16,etoposide,1.56e-07,M,10.694963080918322
1739,45326,139.8225,H1048,K16,etoposide,1.56e-07,M,10.721636098258877
1740,24555,0.0,H1048,K17,etoposide,3.91e-08,M,10.108670778473344
1741,31998,14.944444444444445,H1048,K17,etoposide,3.91e-08,M,10.373428679828658
1742,47192,26.253055555555555,H1048,K17,etoposide,3.91e-08,M,10.761979665682912
1743,61292,46.344722222222224,H1048,K17,etoposide,3.91e-08,M,11.023404607698069
1744,65614,63.404722222222226,H1048,K17,etoposide,3.91e-08,M,11.091544366796665
1745,61060,76.0672222222222,H1048,K17,etoposide,3.91e-08,M,11.019612266288867
1746,66793,90.6525,H1048,K17,etoposide,3.91e-08,M,11.109353563614675
1747,67849,109.27472222222221,H1048,K17,etoposide,3.91e-08,M,11.125039926760891
1748,70751,120.85305555555556,H1048,K17,etoposide,3.91e-08,M,11.166921949681212
1749,75281,139.8225,H1048,K17,etoposide,3.91e-08,M,11.228983057911737
1750,17350,0.0,H1048,K18,etoposide,9.77e-09,M,9.761347785375003
1751,24032,14.944444444444445,H1048,K18,etoposide,9.77e-09,M,10.08714155456386
1752,34240,26.253055555555555,H1048,K18,etoposide,9.77e-09,M,10.44114983025568
1753,32024,46.344722222222224,H1048,K18,etoposide,9.77e-09,M,10.37424090067241
1754,35597,63.404722222222226,H1048,K18,etoposide,9.77e-09,M,10.480016643626312
1755,34955,76.0672222222222,H1048,K18,etoposide,9.77e-09,M,10.461816798946083
1756,37701,90.6525,H1048,K18,etoposide,9.77e-09,M,10.537441898283252
1757,39112,109.27472222222221,H1048,K18,etoposide,9.77e-09,M,10.574184604258482
1758,35395,120.85305555555556,H1048,K18,etoposide,9.77e-09,M,10.47432584620829
1759,32767,139.8225,H1048,K18,etoposide,9.77e-09,M,10.397177190355384
1760,25687,0.0,H1048,K19,etoposide,2.44e-09,M,10.153740306328958
1761,39905,14.944444444444445,H1048,K19,etoposide,2.44e-09,M,10.59425690831011
1762,46380,26.253055555555555,H1048,K19,etoposide,2.44e-09,M,10.744623610809525
1763,59781,46.344722222222224,H1048,K19,etoposide,2.44e-09,M,10.998443163700692
1764,65757,63.404722222222226,H1048,K19,etoposide,2.44e-09,M,11.093721408251461
1765,71354,76.0672222222222,H1048,K19,etoposide,2.44e-09,M,11.17540868300142
1766,75029,90.6525,H1048,K19,etoposide,2.44e-09,M,11.225629984448824
1767,71608,109.27472222222221,H1048,K19,etoposide,2.44e-09,M,11.178962078550775
1768,75431,120.85305555555556,H1048,K19,etoposide,2.44e-09,M,11.230973610084472
1769,80446,139.8225,H1048,K19,etoposide,2.44e-09,M,11.295341430861251
1770,19034,0.0,H1048,K20,etoposide,6.1e-10,M,9.85398213263229
1771,30111,14.944444444444445,H1048,K20,etoposide,6.1e-10,M,10.31264583248191
1772,36235,26.253055555555555,H1048,K20,etoposide,6.1e-10,M,10.497780781543382
1773,41985,46.344722222222224,H1048,K20,etoposide,6.1e-10,M,10.645067690617664
1774,53444,63.404722222222226,H1048,K20,etoposide,6.1e-10,M,10.886389655708783
1775,40382,76.0672222222222,H1048,K20,etoposide,6.1e-10,M,10.60613942011032
1776,40937,90.6525,H1048,K20,etoposide,6.1e-10,M,10.619789578562562
1777,44022,109.27472222222221,H1048,K20,etoposide,6.1e-10,M,10.692444787942051
1778,42476,120.85305555555556,H1048,K20,etoposide,6.1e-10,M,10.656694489523737
1779,44140,139.8225,H1048,K20,etoposide,6.1e-10,M,10.695121679810727
1780,25506,0.0,H1048,K21,etoposide,1.53e-10,M,10.146668997586843
1781,40326,14.944444444444445,H1048,K21,etoposide,1.53e-10,M,10.60475170119802
1782,54278,26.253055555555555,H1048,K21,etoposide,1.53e-10,M,10.901874267286189
1783,61397,46.344722222222224,H1048,K21,etoposide,1.53e-10,M,11.025116253006694
1784,66179,63.404722222222226,H1048,K21,etoposide,1.53e-10,M,11.100118471056213
1785,69441,76.0672222222222,H1048,K21,etoposide,1.53e-10,M,11.148232750152197
1786,67384,90.6525,H1048,K21,etoposide,1.53e-10,M,11.118162879995198
1787,71801,109.27472222222221,H1048,K21,etoposide,1.53e-10,M,11.181653682515929
1788,81194,120.85305555555556,H1048,K21,etoposide,1.53e-10,M,11.304596631794032
1789,77041,139.8225,H1048,K21,etoposide,1.53e-10,M,11.252093026657754
1790,12772,0.0,H1048,K22,etoposide,0.0,M,9.455010553834672
1791,19576,14.944444444444445,H1048,K22,etoposide,0.0,M,9.882059605122508
1792,22560,26.253055555555555,H1048,K22,etoposide,0.0,M,10.023933705611997
1793,25297,46.344722222222224,H1048,K22,etoposide,0.0,M,10.138441090609694
1794,22193,63.404722222222226,H1048,K22,etoposide,0.0,M,10.007532202822727
1795,19377,76.0672222222222,H1048,K22,etoposide,0.0,M,9.871842074700584
1796,19282,90.6525,H1048,K22,etoposide,0.0,M,9.866927297224326
1797,18747,109.27472222222221,H1048,K22,etoposide,0.0,M,9.838789018597193
1798,22796,120.85305555555556,H1048,K22,etoposide,0.0,M,10.034340360954891
1799,21612,139.8225,H1048,K22,etoposide,0.0,M,9.981003994963958
1800,15643,0.0,H1048,L03,SNS-314,1e-05,M,9.657778811561775
1801,12833,14.944444444444445,H1048,L03,SNS-314,1e-05,M,9.459775257244461
1802,12882,26.253055555555555,H1048,L03,SNS-314,1e-05,M,9.463586267106836
1803,16927,46.344722222222224,H1048,L03,SNS-314,1e-05,M,9.736665259189095
1804,14647,63.404722222222226,H1048,L03,SNS-314,1e-05,M,9.591990815318306
1805,8632,76.0672222222222,H1048,L03,SNS-314,1e-05,M,9.06323150693797
1806,10675,90.6525,H1048,L03,SNS-314,1e-05,M,9.275659838096823
1807,6552,109.27472222222221,H1048,L03,SNS-314,1e-05,M,8.787525625532906
1808,7160,120.85305555555556,H1048,L03,SNS-314,1e-05,M,8.876265259954689
1809,7207,139.8225,H1048,L03,SNS-314,1e-05,M,8.882808054924439
1810,18892,0.0,H1048,L04,SNS-314,2.5e-06,M,9.846493831016007
1811,23845,14.944444444444445,H1048,L04,SNS-314,2.5e-06,M,10.079329830732323
1812,20424,26.253055555555555,H1048,L04,SNS-314,2.5e-06,M,9.92446595892132
1813,19121,46.344722222222224,H1048,L04,SNS-314,2.5e-06,M,9.85854248649296
1814,18540,63.404722222222226,H1048,L04,SNS-314,2.5e-06,M,9.827685839119846
1815,14663,76.0672222222222,H1048,L04,SNS-314,2.5e-06,M,9.59308259297708
1816,11634,90.6525,H1048,L04,SNS-314,2.5e-06,M,9.361687124470707
1817,8229,109.27472222222221,H1048,L04,SNS-314,2.5e-06,M,9.015419779605713
1818,8862,120.85305555555556,H1048,L04,SNS-314,2.5e-06,M,9.089527751759436
1819,10105,139.8225,H1048,L04,SNS-314,2.5e-06,M,9.22078562983772
1820,20710,0.0,H1048,L05,SNS-314,6.25e-07,M,9.93837195438963
1821,27715,14.944444444444445,H1048,L05,SNS-314,6.25e-07,M,10.229729061853906
1822,30988,26.253055555555555,H1048,L05,SNS-314,6.25e-07,M,10.341355311751792
1823,33560,46.344722222222224,H1048,L05,SNS-314,6.25e-07,M,10.421090160581144
1824,25545,63.404722222222226,H1048,L05,SNS-314,6.25e-07,M,10.148196881764898
1825,27539,76.0672222222222,H1048,L05,SNS-314,6.25e-07,M,10.223358460802768
1826,22783,90.6525,H1048,L05,SNS-314,6.25e-07,M,10.033769922799053
1827,20267,109.27472222222221,H1048,L05,SNS-314,6.25e-07,M,9.916749226519313
1828,19621,120.85305555555556,H1048,L05,SNS-314,6.25e-07,M,9.884355700220102
1829,22685,139.8225,H1048,L05,SNS-314,6.25e-07,M,10.029459192098065
1830,23251,0.0,H1048,L06,SNS-314,1.56e-07,M,10.054103420843255
1831,30312,14.944444444444445,H1048,L06,SNS-314,1.56e-07,M,10.319298952698436
1832,34999,26.253055555555555,H1048,L06,SNS-314,1.56e-07,M,10.463074768634806
1833,23669,46.344722222222224,H1048,L06,SNS-314,1.56e-07,M,10.07192145404481
1834,27900,63.404722222222226,H1048,L06,SNS-314,1.56e-07,M,10.236381967809457
1835,18717,76.0672222222222,H1048,L06,SNS-314,1.56e-07,M,9.837187480778896
1836,18032,90.6525,H1048,L06,SNS-314,1.56e-07,M,9.799903236279556
1837,18422,109.27472222222221,H1048,L06,SNS-314,1.56e-07,M,9.82130088154818
1838,13682,120.85305555555556,H1048,L06,SNS-314,1.56e-07,M,9.523836379320944
1839,13338,139.8225,H1048,L06,SNS-314,1.56e-07,M,9.498372383192251
1840,24902,0.0,H1048,L07,SNS-314,3.91e-08,M,10.122703400512355
1841,34091,14.944444444444445,H1048,L07,SNS-314,3.91e-08,M,10.436788698817288
1842,46057,26.253055555555555,H1048,L07,SNS-314,3.91e-08,M,10.737635038817514
1843,35712,46.344722222222224,H1048,L07,SNS-314,3.91e-08,M,10.483242045740985
1844,31614,63.404722222222226,H1048,L07,SNS-314,3.91e-08,M,10.36135533943734
1845,27676,76.0672222222222,H1048,L07,SNS-314,3.91e-08,M,10.228320890618704
1846,27296,90.6525,H1048,L07,SNS-314,3.91e-08,M,10.214495450291405
1847,22675,109.27472222222221,H1048,L07,SNS-314,3.91e-08,M,10.029018274983338
1848,23476,120.85305555555556,H1048,L07,SNS-314,3.91e-08,M,10.063733901678225
1849,26890,139.8225,H1048,L07,SNS-314,3.91e-08,M,10.19950974926291
1850,25988,0.0,H1048,L08,SNS-314,9.77e-09,M,10.16539017200042
1851,33210,14.944444444444445,H1048,L08,SNS-314,9.77e-09,M,10.410606314370794
1852,39230,26.253055555555555,H1048,L08,SNS-314,9.77e-09,M,10.5771970392036
1853,34839,46.344722222222224,H1048,L08,SNS-314,9.77e-09,M,10.458492727913868
1854,30870,63.404722222222226,H1048,L08,SNS-314,9.77e-09,M,10.337540117496204
1855,29531,76.0672222222222,H1048,L08,SNS-314,9.77e-09,M,10.293195838031853
1856,24553,90.6525,H1048,L08,SNS-314,9.77e-09,M,10.108589325349572
1857,23264,109.27472222222221,H1048,L08,SNS-314,9.77e-09,M,10.054662380333246
1858,22677,120.85305555555556,H1048,L08,SNS-314,9.77e-09,M,10.029106473960288
1859,22726,139.8225,H1048,L08,SNS-314,9.77e-09,M,10.031264922477954
1860,22737,0.0,H1048,L09,SNS-314,2.44e-09,M,10.031748832480137
1861,38853,14.944444444444445,H1048,L09,SNS-314,2.44e-09,M,10.567540572891696
1862,35920,26.253055555555555,H1048,L09,SNS-314,2.44e-09,M,10.489049522416137
1863,43573,46.344722222222224,H1048,L09,SNS-314,2.44e-09,M,10.682192971457658
1864,47460,63.404722222222226,H1048,L09,SNS-314,2.44e-09,M,10.767642529989752
1865,40337,76.0672222222222,H1048,L09,SNS-314,2.44e-09,M,10.605024440869695
1866,43971,90.6525,H1048,L09,SNS-314,2.44e-09,M,10.69128560469541
1867,37337,109.27472222222221,H1048,L09,SNS-314,2.44e-09,M,10.527740071072131
1868,43169,120.85305555555556,H1048,L09,SNS-314,2.44e-09,M,10.672877924046807
1869,45933,139.8225,H1048,L09,SNS-314,2.44e-09,M,10.734939091973203
1870,19048,0.0,H1048,L10,SNS-314,6.1e-10,M,9.854717388166698
1871,30977,14.944444444444445,H1048,L10,SNS-314,6.1e-10,M,10.34100027261307
1872,38021,26.253055555555555,H1048,L10,SNS-314,6.1e-10,M,10.545893917642873
1873,40183,46.344722222222224,H1048,L10,SNS-314,6.1e-10,M,10.601199299593652
1874,35212,63.404722222222226,H1048,L10,SNS-314,6.1e-10,M,10.469142212580797
1875,37881,76.0672222222222,H1048,L10,SNS-314,6.1e-10,M,10.54220494610679
1876,37908,90.6525,H1048,L10,SNS-314,6.1e-10,M,10.542917450590084
1877,35106,109.27472222222221,H1048,L10,SNS-314,6.1e-10,M,10.466127335016289
1878,25898,120.85305555555556,H1048,L10,SNS-314,6.1e-10,M,10.161921024628787
1879,26299,139.8225,H1048,L10,SNS-314,6.1e-10,M,10.177286194629282
1880,30307,0.0,H1048,L11,SNS-314,1.53e-10,M,10.319133987918043
1881,40521,14.944444444444445,H1048,L11,SNS-314,1.53e-10,M,10.609575637228874
1882,53576,26.253055555555555,H1048,L11,SNS-314,1.53e-10,M,10.888856485589884
1883,56977,46.344722222222224,H1048,L11,SNS-314,1.53e-10,M,10.950402956613187
1884,61658,63.404722222222226,H1048,L11,SNS-314,1.53e-10,M,11.029358264975064
1885,66103,76.0672222222222,H1048,L11,SNS-314,1.53e-10,M,11.098969410588996
1886,68738,90.6525,H1048,L11,SNS-314,1.53e-10,M,11.138057454839444
1887,63505,109.27472222222221,H1048,L11,SNS-314,1.53e-10,M,11.05887392193842
1888,68687,120.85305555555556,H1048,L11,SNS-314,1.53e-10,M,11.137315231774624
1889,65382,139.8225,H1048,L11,SNS-314,1.53e-10,M,11.08800227020494
1890,28387,0.0,H1048,L12,SNS-314,0.0,M,10.253686572872523
1891,41243,14.944444444444445,H1048,L12,SNS-314,0.0,M,10.62723668039297
1892,49007,26.253055555555555,H1048,L12,SNS-314,0.0,M,10.799718424032509
1893,47544,46.344722222222224,H1048,L12,SNS-314,0.0,M,10.769410877046496
1894,47212,63.404722222222226,H1048,L12,SNS-314,0.0,M,10.76240337654896
1895,44253,76.0672222222222,H1048,L12,SNS-314,0.0,M,10.697678444748158
1896,44175,90.6525,H1048,L12,SNS-314,0.0,M,10.695914297187898
1897,41361,109.27472222222221,H1048,L12,SNS-314,0.0,M,10.630093686839741
1898,43208,120.85305555555556,H1048,L12,SNS-314,0.0,M,10.673780942272726
1899,44312,139.8225,H1048,L12,SNS-314,0.0,M,10.699010799712939
1900,22102,0.0,H1048,L13,DMSO,0.0,M,10.003423381148727
1901,36515,14.944444444444445,H1048,L13,DMSO,0.0,M,10.505478414054211
1902,52188,26.253055555555555,H1048,L13,DMSO,0.0,M,10.86260786238564
1903,51262,46.344722222222224,H1048,L13,DMSO,0.0,M,10.844705015934142
1904,55345,63.404722222222226,H1048,L13,DMSO,0.0,M,10.921341599819725
1905,60309,76.0672222222222,H1048,L13,DMSO,0.0,M,11.00723662530939
1906,61072,90.6525,H1048,L13,DMSO,0.0,M,11.01980877498501
1907,69610,109.27472222222221,H1048,L13,DMSO,0.0,M,11.150663514162712
1908,61933,120.85305555555556,H1048,L13,DMSO,0.0,M,11.033808434547955
1909,68275,139.8225,H1048,L13,DMSO,0.0,M,11.131298946341904
1910,22208,0.0,H1048,L14,DMSO,0.0,M,10.008207863306529
1911,41088,14.944444444444445,H1048,L14,DMSO,0.0,M,10.623471387049634
1912,42728,26.253055555555555,H1048,L14,DMSO,0.0,M,10.662609722019607
1913,46179,46.344722222222224,H1048,L14,DMSO,0.0,M,10.740280428278185
1914,47419,63.404722222222226,H1048,L14,DMSO,0.0,M,10.76677827124858
1915,43757,76.0672222222222,H1048,L14,DMSO,0.0,M,10.686406878987128
1916,45340,90.6525,H1048,L14,DMSO,0.0,M,10.72194492406152
1917,39175,109.27472222222221,H1048,L14,DMSO,0.0,M,10.575794067224221
1918,38155,120.85305555555556,H1048,L14,DMSO,0.0,M,10.549412089723733
1919,39539,139.8225,H1048,L14,DMSO,0.0,M,10.585042805560077
1920,25482,0.0,H1048,L15,DMSO,0.0,M,10.145727599541328
1921,38074,14.944444444444445,H1048,L15,DMSO,0.0,M,10.547286913465737
1922,52076,26.253055555555555,H1048,L15,DMSO,0.0,M,10.860459469017286
1923,59422,46.344722222222224,H1048,L15,DMSO,0.0,M,10.992419807150931
1924,60904,63.404722222222226,H1048,L15,DMSO,0.0,M,11.017054132986047
1925,58431,76.0672222222222,H1048,L15,DMSO,0.0,M,10.975601849898007
1926,63652,90.6525,H1048,L15,DMSO,0.0,M,11.061186025330077
1927,74249,109.27472222222221,H1048,L15,DMSO,0.0,M,11.215179588560783
1928,72789,120.85305555555556,H1048,L15,DMSO,0.0,M,11.19532012386709
1929,80310,139.8225,H1048,L15,DMSO,0.0,M,11.293649425182506
1930,20073,0.0,H1048,L16,DMSO,0.0,M,9.907130907450927
1931,32985,14.944444444444445,H1048,L16,DMSO,0.0,M,10.403808191656973
1932,34967,26.253055555555555,H1048,L16,DMSO,0.0,M,10.462160038559308
1933,43235,46.344722222222224,H1048,L16,DMSO,0.0,M,10.674405631394533
1934,37318,63.404722222222226,H1048,L16,DMSO,0.0,M,10.527231062957194
1935,33792,76.0672222222222,H1048,L16,DMSO,0.0,M,10.427979367065934
1936,33562,90.6525,H1048,L16,DMSO,0.0,M,10.421149753561107
1937,40920,109.27472222222221,H1048,L16,DMSO,0.0,M,10.619374220065565
1938,27398,120.85305555555556,H1048,L16,DMSO,0.0,M,10.218225297011337
1939,35970,139.8225,H1048,L16,DMSO,0.0,M,10.49044053668967
1940,24498,0.0,H1048,L17,DMSO,0.0,M,10.10634676054763
1941,32994,14.944444444444445,H1048,L17,DMSO,0.0,M,10.40408100573587
1942,48241,26.253055555555555,H1048,L17,DMSO,0.0,M,10.78396456087112
1943,53231,46.344722222222224,H1048,L17,DMSO,0.0,M,10.882396212388988
1944,59091,63.404722222222226,H1048,L17,DMSO,0.0,M,10.986833907533805
1945,57832,76.0672222222222,H1048,L17,DMSO,0.0,M,10.965297534680133
1946,63230,90.6525,H1048,L17,DMSO,0.0,M,11.05453415105266
1947,64330,109.27472222222221,H1048,L17,DMSO,0.0,M,11.071781364405048
1948,66444,120.85305555555556,H1048,L17,DMSO,0.0,M,11.104114766610966
1949,73220,139.8225,H1048,L17,DMSO,0.0,M,11.201223886674228
1950,21054,0.0,H1048,L18,DMSO,0.0,M,9.954845844811269
1951,33746,14.944444444444445,H1048,L18,DMSO,0.0,M,10.426617170758282
1952,37971,26.253055555555555,H1048,L18,DMSO,0.0,M,10.544577989460556
1953,42015,46.344722222222224,H1048,L18,DMSO,0.0,M,10.645781976362318
1954,40118,63.404722222222226,H1048,L18,DMSO,0.0,M,10.599580390384645
1955,33983,76.0672222222222,H1048,L18,DMSO,0.0,M,10.433615678556617
1956,38050,90.6525,H1048,L18,DMSO,0.0,M,10.546656363289832
1957,32119,109.27472222222221,H1048,L18,DMSO,0.0,M,10.377203034325737
1958,32792,120.85305555555556,H1048,L18,DMSO,0.0,M,10.397939862184174
1959,30094,139.8225,H1048,L18,DMSO,0.0,M,10.312081095318824
1960,25943,0.0,H1048,L19,DMSO,0.0,M,10.163657102686782
1961,45118,14.944444444444445,H1048,L19,DMSO,0.0,M,10.717036558948367
1962,53799,26.253055555555555,H1048,L19,DMSO,0.0,M,10.893010158616534
1963,58104,46.344722222222224,H1048,L19,DMSO,0.0,M,10.969989787286005
1964,66152,63.404722222222226,H1048,L19,DMSO,0.0,M,11.099710403402005
1965,74422,76.0672222222222,H1048,L19,DMSO,0.0,M,11.217506876035605
1966,68798,90.6525,H1048,L19,DMSO,0.0,M,11.138929953731461
1967,70085,109.27472222222221,H1048,L19,DMSO,0.0,M,11.157464070097156
1968,79295,120.85305555555556,H1048,L19,DMSO,0.0,M,11.2809303539327
1969,79567,139.8225,H1048,L19,DMSO,0.0,M,11.284354713009064
1970,20518,0.0,H1048,L20,DMSO,0.0,M,9.929057828647656
1971,31363,14.944444444444445,H1048,L20,DMSO,0.0,M,10.353384133154213
1972,41122,26.253055555555555,H1048,L20,DMSO,0.0,M,10.624298537078547
1973,38946,46.344722222222224,H1048,L20,DMSO,0.0,M,10.569931350261523
1974,38533,63.404722222222226,H1048,L20,DMSO,0.0,M,10.559270295995855
1975,42586,76.0672222222222,H1048,L20,DMSO,0.0,M,10.659280839746344
1976,35878,90.6525,H1048,L20,DMSO,0.0,M,10.487879573259036
1977,35430,109.27472222222221,H1048,L20,DMSO,0.0,M,10.475314197859518
1978,31242,120.85305555555556,H1048,L20,DMSO,0.0,M,10.349518622390956
1979,26831,139.8225,H1048,L20,DMSO,0.0,M,10.197313214435868
1980,29819,0.0,H1048,L21,DMSO,0.0,M,10.302901053215855
1981,49259,14.944444444444445,H1048,L21,DMSO,0.0,M,10.804847371021864
