,file_name,cell_count,plate_id,well
39,J13_02_1_2_RFP_001.tif,841,19,J13
40,J13_02_1_6_RFP_001.tif,524,19,J13
41,H13_02_1_5_RFP_001.tif,229,19,H13
42,G13_02_1_6_RFP_001.tif,178,19,G13
43,I14_02_1_6_RFP_001.tif,313,19,I14
44,J13_02_1_3_RFP_001.tif,439,19,J13
45,N14_02_1_2_RFP_001.tif,779,19,N14
46,N13_02_1_3_RFP_001.tif,1105,19,N13
47,E13_02_1_1_RFP_001.tif,80,19,E13
48,D12_02_1_3_RFP_001.tif,226,19,D12
49,E13_02_1_5_RFP_001.tif,210,19,E13
50,C11_02_1_1_RFP_001.tif,29,19,C11
51,M13_02_1_4_RFP_001.tif,1257,19,M13
52,J13_02_1_4_RFP_001.tif,798,19,J13
53,D13_02_1_6_RFP_001.tif,212,19,D13
54,G13_02_1_3_RFP_001.tif,298,19,G13
55,B13_02_1_5_RFP_001.tif,52,19,B13
56,F12_02_1_1_RFP_001.tif,158,19,F12
57,O13_02_1_2_RFP_001.tif,833,19,O13
58,J11_02_1_6_RFP_001.tif,495,19,J11
59,B13_02_1_6_RFP_001.tif,62,19,B13
60,B14_02_1_2_RFP_001.tif,56,19,B14
61,F14_02_1_2_RFP_001.tif,145,19,F14
62,J14_02_1_5_RFP_001.tif,435,19,J14
63,M14_02_1_1_RFP_001.tif,360,19,M14
64,I11_02_1_1_RFP_001.tif,657,19,I11
65,H11_02_1_3_RFP_001.tif,392,19,H11
66,C14_02_1_5_RFP_001.tif,61,19,C14
67,I14_02_1_5_RFP_001.tif,122,19,I14
68,M13_02_1_6_RFP_001.tif,1084,19,M13
69,B14_02_1_4_RFP_001.tif,73,19,B14
70,C14_02_1_1_RFP_001.tif,25,19,C14
71,M11_02_1_6_RFP_001.tif,996,19,M11
72,D12_02_1_1_RFP_001.tif,156,19,D12
73,O12_02_1_2_RFP_001.tif,890,19,O12
74,L12_02_1_4_RFP_001.tif,1040,19,L12
75,C11_02_1_4_RFP_001.tif,56,19,C11
76,E13_02_1_4_RFP_001.tif,150,19,E13
77,K13_02_1_4_RFP_001.tif,783,19,K13
78,B11_02_1_1_RFP_001.tif,93,19,B11
79,C14_02_1_6_RFP_001.tif,217,19,C14
80,L12_02_1_5_RFP_001.tif,851,19,L12
81,L12_02_1_6_RFP_001.tif,679,19,L12
82,C13_02_1_1_RFP_001.tif,92,19,C13
83,L13_02_1_4_RFP_001.tif,1273,19,L13
84,B11_02_1_5_RFP_001.tif,23,19,B11
85,F12_02_1_6_RFP_001.tif,215,19,F12
86,B13_02_1_2_RFP_001.tif,41,19,B13
87,J12_02_1_6_RFP_001.tif,385,19,J12
88,K14_02_1_2_RFP_001.tif,481,19,K14
89,O12_02_1_6_RFP_001.tif,883,19,O12
90,C13_02_1_3_RFP_001.tif,32,19,C13
91,G14_02_1_3_RFP_001.tif,158,19,G14
92,N11_02_1_5_RFP_001.tif,799,19,N11
93,K14_02_1_6_RFP_001.tif,825,19,K14
94,G11_02_1_1_RFP_001.tif,389,19,G11
95,K12_02_1_5_RFP_001.tif,461,19,K12
96,F14_02_1_4_RFP_001.tif,390,19,F14
97,D13_02_1_1_RFP_001.tif,130,19,D13
98,O11_02_1_6_RFP_001.tif,941,19,O11
99,O14_02_1_2_RFP_001.tif,625,19,O14
100,D14_02_1_2_RFP_001.tif,72,19,D14
101,C12_02_1_1_RFP_001.tif,64,19,C12
102,I14_02_1_4_RFP_001.tif,460,19,I14
103,G12_02_1_5_RFP_001.tif,110,19,G12
104,C12_02_1_6_RFP_001.tif,117,19,C12
105,L12_02_1_2_RFP_001.tif,977,19,L12
106,B11_02_1_2_RFP_001.tif,99,19,B11
107,O11_02_1_3_RFP_001.tif,1576,19,O11
108,K12_02_1_2_RFP_001.tif,516,19,K12
109,M14_02_1_4_RFP_001.tif,1254,19,M14
110,D13_02_1_4_RFP_001.tif,182,19,D13
111,E14_02_1_2_RFP_001.tif,75,19,E14
112,K13_02_1_1_RFP_001.tif,701,19,K13
113,H13_02_1_1_RFP_001.tif,477,19,H13
114,G14_02_1_6_RFP_001.tif,352,19,G14
115,L11_02_1_3_RFP_001.tif,1042,19,L11
116,B12_02_1_3_RFP_001.tif,85,19,B12
117,L12_02_1_1_RFP_001.tif,830,19,L12
118,O14_02_1_5_RFP_001.tif,922,19,O14
119,I13_02_1_6_RFP_001.tif,339,19,I13
120,L11_02_1_6_RFP_001.tif,710,19,L11
121,N14_02_1_6_RFP_001.tif,991,19,N14
122,D14_02_1_5_RFP_001.tif,161,19,D14
123,F11_02_1_2_RFP_001.tif,257,19,F11
124,E14_02_1_4_RFP_001.tif,170,19,E14
125,J12_02_1_2_RFP_001.tif,555,19,J12
126,I13_02_1_4_RFP_001.tif,505,19,I13
127,F13_02_1_2_RFP_001.tif,301,19,F13
128,E12_02_1_4_RFP_001.tif,151,19,E12
129,C12_02_1_5_RFP_001.tif,32,19,C12
130,K13_02_1_5_RFP_001.tif,441,19,K13
131,G13_02_1_1_RFP_001.tif,281,19,G13
132,I11_02_1_6_RFP_001.tif,306,19,I11
133,G12_02_1_4_RFP_001.tif,280,19,G12
134,E11_02_1_5_RFP_001.tif,283,19,E11
135,D14_02_1_6_RFP_001.tif,413,19,D14
136,M14_02_1_3_RFP_001.tif,1058,19,M14
137,E11_02_1_3_RFP_001.tif,107,19,E11
138,F14_02_1_1_RFP_001.tif,71,19,F14
139,O13_02_1_1_RFP_001.tif,873,19,O13
140,I12_02_1_3_RFP_001.tif,606,19,I12
141,M14_02_1_5_RFP_001.tif,976,19,M14
142,D13_02_1_2_RFP_001.tif,194,19,D13
143,I11_02_1_2_RFP_001.tif,448,19,I11
144,K11_02_1_1_RFP_001.tif,618,19,K11
145,O14_02_1_1_RFP_001.tif,470,19,O14
146,C13_02_1_6_RFP_001.tif,139,19,C13
147,H13_02_1_3_RFP_001.tif,279,19,H13
148,O12_02_1_1_RFP_001.tif,939,19,O12
149,G12_02_1_1_RFP_001.tif,287,19,G12
150,F12_02_1_3_RFP_001.tif,362,19,F12
151,H11_02_1_5_RFP_001.tif,154,19,H11
152,E12_02_1_5_RFP_001.tif,243,19,E12
153,O11_02_1_1_RFP_001.tif,739,19,O11
154,B11_02_1_3_RFP_001.tif,51,19,B11
155,H14_02_1_5_RFP_001.tif,66,19,H14
156,J12_02_1_5_RFP_001.tif,484,19,J12
157,G14_02_1_5_RFP_001.tif,186,19,G14
158,J12_02_1_3_RFP_001.tif,1124,19,J12
159,B12_02_1_4_RFP_001.tif,56,19,B12
160,F11_02_1_6_RFP_001.tif,283,19,F11
161,D14_02_1_1_RFP_001.tif,16,19,D14
162,N12_02_1_2_RFP_001.tif,826,19,N12
163,E14_02_1_1_RFP_001.tif,34,19,E14
164,D11_02_1_1_RFP_001.tif,200,19,D11
165,O13_02_1_6_RFP_001.tif,994,19,O13
166,B14_02_1_1_RFP_001.tif,12,19,B14
167,K14_02_1_5_RFP_001.tif,575,19,K14
168,H12_02_1_3_RFP_001.tif,388,19,H12
169,F12_02_1_5_RFP_001.tif,160,19,F12
170,C14_02_1_4_RFP_001.tif,139,19,C14
171,B13_02_1_4_RFP_001.tif,90,19,B13
172,E11_02_1_4_RFP_001.tif,82,19,E11
173,M12_02_1_3_RFP_001.tif,1339,19,M12
174,H12_02_1_6_RFP_001.tif,401,19,H12
175,M14_02_1_6_RFP_001.tif,1104,19,M14
176,L13_02_1_3_RFP_001.tif,812,19,L13
177,D12_02_1_5_RFP_001.tif,131,19,D12
178,L14_02_1_2_RFP_001.tif,681,19,L14
179,E11_02_1_6_RFP_001.tif,204,19,E11
180,O13_02_1_4_RFP_001.tif,1120,19,O13
181,C12_02_1_3_RFP_001.tif,99,19,C12
182,J13_02_1_5_RFP_001.tif,280,19,J13
183,G11_02_1_3_RFP_001.tif,295,19,G11
184,E12_02_1_3_RFP_001.tif,280,19,E12
185,D11_02_1_2_RFP_001.tif,151,19,D11
186,J11_02_1_1_RFP_001.tif,717,19,J11
187,I14_02_1_3_RFP_001.tif,328,19,I14
188,E14_02_1_6_RFP_001.tif,336,19,E14
189,H14_02_1_1_RFP_001.tif,438,19,H14
190,K11_02_1_3_RFP_001.tif,676,19,K11
191,J14_02_1_2_RFP_001.tif,412,19,J14
192,M11_02_1_1_RFP_001.tif,569,19,M11
193,M13_02_1_5_RFP_001.tif,1021,19,M13
194,C13_02_1_5_RFP_001.tif,69,19,C13
195,K11_02_1_5_RFP_001.tif,666,19,K11
196,N13_02_1_6_RFP_001.tif,999,19,N13
197,J12_02_1_1_RFP_001.tif,628,19,J12
198,F11_02_1_4_RFP_001.tif,234,19,F11
199,O12_02_1_5_RFP_001.tif,953,19,O12
200,F12_02_1_2_RFP_001.tif,281,19,F12
201,O13_02_1_5_RFP_001.tif,893,19,O13
202,H12_02_1_2_RFP_001.tif,615,19,H12
203,G11_02_1_4_RFP_001.tif,205,19,G11
204,C13_02_1_4_RFP_001.tif,70,19,C13
205,M11_02_1_5_RFP_001.tif,946,19,M11
206,K13_02_1_3_RFP_001.tif,617,19,K13
207,F14_02_1_3_RFP_001.tif,204,19,F14
208,C12_02_1_4_RFP_001.tif,89,19,C12
209,G11_02_1_5_RFP_001.tif,104,19,G11
210,G13_02_1_5_RFP_001.tif,121,19,G13
211,B14_02_1_6_RFP_001.tif,146,19,B14
212,F13_02_1_4_RFP_001.tif,326,19,F13
213,I13_02_1_2_RFP_001.tif,574,19,I13
214,B13_02_1_3_RFP_001.tif,52,19,B13
215,B11_02_1_6_RFP_001.tif,81,19,B11
216,H14_02_1_6_RFP_001.tif,227,19,H14
217,J11_02_1_2_RFP_001.tif,520,19,J11
218,G14_02_1_2_RFP_001.tif,177,19,G14
219,F11_02_1_1_RFP_001.tif,183,19,F11
220,E11_02_1_1_RFP_001.tif,51,19,E11
221,D11_02_1_6_RFP_001.tif,118,19,D11
222,G13_02_1_2_RFP_001.tif,282,19,G13
223,B12_02_1_6_RFP_001.tif,84,19,B12
224,L11_02_1_4_RFP_001.tif,1015,19,L11
225,F13_02_1_6_RFP_001.tif,265,19,F13
226,M11_02_1_3_RFP_001.tif,1278,19,M11
227,M12_02_1_1_RFP_001.tif,676,19,M12
228,H12_02_1_1_RFP_001.tif,550,19,H12
229,G11_02_1_6_RFP_001.tif,167,19,G11
230,I12_02_1_5_RFP_001.tif,142,19,I12
231,N12_02_1_4_RFP_001.tif,1167,19,N12
232,O12_02_1_4_RFP_001.tif,854,19,O12
233,D12_02_1_6_RFP_001.tif,138,19,D12
234,O11_02_1_5_RFP_001.tif,929,19,O11
235,H13_02_1_4_RFP_001.tif,361,19,H13
236,L14_02_1_3_RFP_001.tif,1022,19,L14
237,F12_02_1_4_RFP_001.tif,265,19,F12
238,G14_02_1_1_RFP_001.tif,79,19,G14
239,K12_02_1_4_RFP_001.tif,543,19,K12
240,M13_02_1_2_RFP_001.tif,775,19,M13
241,G11_02_1_2_RFP_001.tif,204,19,G11
242,N14_02_1_1_RFP_001.tif,462,19,N14
243,H12_02_1_4_RFP_001.tif,418,19,H12
244,D12_02_1_2_RFP_001.tif,104,19,D12
245,E13_02_1_6_RFP_001.tif,234,19,E13
246,L11_02_1_1_RFP_001.tif,803,19,L11
247,O14_02_1_4_RFP_001.tif,1170,19,O14
248,I12_02_1_1_RFP_001.tif,551,19,I12
249,D11_02_1_3_RFP_001.tif,191,19,D11
250,B14_02_1_3_RFP_001.tif,35,19,B14
251,L13_02_1_1_RFP_001.tif,780,19,L13
252,E11_02_1_2_RFP_001.tif,61,19,E11
253,L12_02_1_3_RFP_001.tif,1079,19,L12
254,K11_02_1_4_RFP_001.tif,544,19,K11
255,I11_02_1_3_RFP_001.tif,367,19,I11
256,E14_02_1_5_RFP_001.tif,292,19,E14
257,B12_02_1_1_RFP_001.tif,132,19,B12
258,K11_02_1_6_RFP_001.tif,546,19,K11
259,M11_02_1_4_RFP_001.tif,855,19,M11
260,D13_02_1_5_RFP_001.tif,96,19,D13
261,L13_02_1_5_RFP_001.tif,546,19,L13
262,K14_02_1_1_RFP_001.tif,329,19,K14
263,H11_02_1_2_RFP_001.tif,481,19,H11
264,I13_02_1_1_RFP_001.tif,530,19,I13
265,I12_02_1_2_RFP_001.tif,638,19,I12
266,I11_02_1_5_RFP_001.tif,134,19,I11
267,J11_02_1_5_RFP_001.tif,555,19,J11
268,J12_02_1_4_RFP_001.tif,506,19,J12
269,L14_02_1_4_RFP_001.tif,1392,19,L14
270,C13_02_1_2_RFP_001.tif,103,19,C13
271,K12_02_1_6_RFP_001.tif,464,19,K12
272,D14_02_1_3_RFP_001.tif,28,19,D14
273,K14_02_1_3_RFP_001.tif,617,19,K14
274,L14_02_1_1_RFP_001.tif,507,19,L14
275,N14_02_1_3_RFP_001.tif,949,19,N14
276,J11_02_1_4_RFP_001.tif,536,19,J11
277,G13_02_1_4_RFP_001.tif,317,19,G13
278,H11_02_1_4_RFP_001.tif,339,19,H11
279,L13_02_1_2_RFP_001.tif,900,19,L13
280,B11_02_1_4_RFP_001.tif,78,19,B11
281,N12_02_1_3_RFP_001.tif,1507,19,N12
282,H14_02_1_4_RFP_001.tif,618,19,H14
283,D11_02_1_4_RFP_001.tif,123,19,D11
284,M13_02_1_3_RFP_001.tif,1064,19,M13
285,J11_02_1_3_RFP_001.tif,659,19,J11
286,N13_02_1_2_RFP_001.tif,901,19,N13
287,M12_02_1_6_RFP_001.tif,1026,19,M12
288,O11_02_1_4_RFP_001.tif,943,19,O11
289,N13_02_1_5_RFP_001.tif,848,19,N13
290,F13_02_1_3_RFP_001.tif,212,19,F13
291,K11_02_1_2_RFP_001.tif,474,19,K11
292,F11_02_1_3_RFP_001.tif,205,19,F11
293,G14_02_1_4_RFP_001.tif,291,19,G14
294,K13_02_1_2_RFP_001.tif,771,19,K13
295,I14_02_1_2_RFP_001.tif,590,19,I14
296,K13_02_1_6_RFP_001.tif,630,19,K13
297,I11_02_1_4_RFP_001.tif,353,19,I11
298,J14_02_1_1_RFP_001.tif,268,19,J14
299,L14_02_1_5_RFP_001.tif,986,19,L14
300,L14_02_1_6_RFP_001.tif,1143,19,L14
301,C14_02_1_3_RFP_001.tif,71,19,C14
302,L11_02_1_2_RFP_001.tif,905,19,L11
303,C12_02_1_2_RFP_001.tif,113,19,C12
304,H14_02_1_2_RFP_001.tif,539,19,H14
305,I14_02_1_1_RFP_001.tif,337,19,I14
306,M12_02_1_2_RFP_001.tif,632,19,M12
307,M12_02_1_5_RFP_001.tif,1012,19,M12
308,D14_02_1_4_RFP_001.tif,188,19,D14
309,J14_02_1_3_RFP_001.tif,538,19,J14
310,H13_02_1_2_RFP_001.tif,732,19,H13
311,J14_02_1_6_RFP_001.tif,816,19,J14
312,O12_02_1_3_RFP_001.tif,1278,19,O12
313,C11_02_1_3_RFP_001.tif,98,19,C11
314,F14_02_1_5_RFP_001.tif,246,19,F14
315,E13_02_1_3_RFP_001.tif,55,19,E13
316,N11_02_1_4_RFP_001.tif,1368,19,N11
317,J13_02_1_1_RFP_001.tif,606,19,J13
318,E12_02_1_6_RFP_001.tif,247,19,E12
319,G12_02_1_2_RFP_001.tif,270,19,G12
320,N11_02_1_6_RFP_001.tif,846,19,N11
321,C11_02_1_5_RFP_001.tif,191,19,C11
322,O11_02_1_2_RFP_001.tif,702,19,O11
323,K12_02_1_1_RFP_001.tif,661,19,K12
324,C11_02_1_2_RFP_001.tif,41,19,C11
325,L11_02_1_5_RFP_001.tif,728,19,L11
326,F14_02_1_6_RFP_001.tif,398,19,F14
327,N14_02_1_5_RFP_001.tif,779,19,N14
328,B13_02_1_1_RFP_001.tif,132,19,B13
329,N11_02_1_1_RFP_001.tif,752,19,N11
330,M11_02_1_2_RFP_001.tif,635,19,M11
331,E13_02_1_2_RFP_001.tif,131,19,E13
332,H14_02_1_3_RFP_001.tif,302,19,H14
333,H12_02_1_5_RFP_001.tif,267,19,H12
334,K12_02_1_3_RFP_001.tif,1227,19,K12
335,B12_02_1_2_RFP_001.tif,141,19,B12
336,K11_02_1_6_RFP_001.tif,715,25,K11
337,H13_02_1_4_RFP_001.tif,633,25,H13
338,F11_02_1_2_RFP_001.tif,420,25,F11
339,F11_02_1_1_RFP_001.tif,336,25,F11
340,N11_02_1_1_RFP_001.tif,767,25,N11
341,E11_02_1_2_RFP_001.tif,106,25,E11
342,E13_02_1_1_RFP_001.tif,135,25,E13
343,J13_02_1_3_RFP_001.tif,751,25,J13
344,E12_02_1_2_RFP_001.tif,140,25,E12
345,H12_02_1_4_RFP_001.tif,667,25,H12
346,E14_02_1_6_RFP_001.tif,547,25,E14
347,B11_02_1_3_RFP_001.tif,67,25,B11
348,E11_02_1_3_RFP_001.tif,199,25,E11
349,N11_02_1_2_RFP_001.tif,892,25,N11
350,C14_02_1_1_RFP_001.tif,36,25,C14
351,E13_02_1_6_RFP_001.tif,433,25,E13
352,B13_02_1_1_RFP_001.tif,193,25,B13
353,H13_02_1_6_RFP_001.tif,546,25,H13
354,M13_02_1_2_RFP_001.tif,858,25,M13
355,E11_02_1_5_RFP_001.tif,540,25,E11
356,B12_02_1_1_RFP_001.tif,186,25,B12
357,J12_02_1_6_RFP_001.tif,593,25,J12
358,O14_02_1_2_RFP_001.tif,686,25,O14
359,B14_02_1_5_RFP_001.tif,136,25,B14
360,L13_02_1_6_RFP_001.tif,1088,25,L13
361,L11_02_1_1_RFP_001.tif,828,25,L11
362,L14_02_1_2_RFP_001.tif,841,25,L14
363,H14_02_1_2_RFP_001.tif,749,25,H14
364,N14_02_1_5_RFP_001.tif,957,25,N14
365,L12_02_1_1_RFP_001.tif,789,25,L12
366,H14_02_1_3_RFP_001.tif,490,25,H14
367,B11_02_1_4_RFP_001.tif,87,25,B11
368,F14_02_1_4_RFP_001.tif,686,25,F14
369,D11_02_1_1_RFP_001.tif,325,25,D11
370,I11_02_1_5_RFP_001.tif,217,25,I11
371,K13_02_1_3_RFP_001.tif,934,25,K13
372,J11_02_1_4_RFP_001.tif,783,25,J11
373,C14_02_1_4_RFP_001.tif,210,25,C14
374,N14_02_1_1_RFP_001.tif,627,25,N14
375,J14_02_1_6_RFP_001.tif,951,25,J14
376,K13_02_1_6_RFP_001.tif,855,25,K13
377,I11_02_1_4_RFP_001.tif,566,25,I11
378,K14_02_1_3_RFP_001.tif,958,25,K14
379,D13_02_1_6_RFP_001.tif,351,25,D13
380,L14_02_1_5_RFP_001.tif,1042,25,L14
381,J14_02_1_3_RFP_001.tif,844,25,J14
382,C11_02_1_2_RFP_001.tif,74,25,C11
383,J13_02_1_1_RFP_001.tif,776,25,J13
384,G12_02_1_6_RFP_001.tif,291,25,G12
385,K12_02_1_2_RFP_001.tif,719,25,K12
386,F12_02_1_5_RFP_001.tif,286,25,F12
387,G12_02_1_4_RFP_001.tif,537,25,G12
388,N13_02_1_1_RFP_001.tif,826,25,N13
389,H14_02_1_6_RFP_001.tif,355,25,H14
390,K13_02_1_1_RFP_001.tif,826,25,K13
391,I12_02_1_5_RFP_001.tif,250,25,I12
392,M13_02_1_3_RFP_001.tif,1501,25,M13
393,L14_02_1_1_RFP_001.tif,579,25,L14
394,O13_02_1_2_RFP_001.tif,912,25,O13
395,L11_02_1_2_RFP_001.tif,895,25,L11
396,I14_02_1_5_RFP_001.tif,244,25,I14
397,H12_02_1_2_RFP_001.tif,870,25,H12
398,F11_02_1_6_RFP_001.tif,473,25,F11
399,N12_02_1_1_RFP_001.tif,841,25,N12
400,L12_02_1_4_RFP_001.tif,1428,25,L12
401,F12_02_1_3_RFP_001.tif,687,25,F12
402,E13_02_1_2_RFP_001.tif,253,25,E13
403,J14_02_1_2_RFP_001.tif,563,25,J14
404,F13_02_1_2_RFP_001.tif,554,25,F13
405,B14_02_1_2_RFP_001.tif,95,25,B14
406,M11_02_1_5_RFP_001.tif,965,25,M11
407,K13_02_1_5_RFP_001.tif,698,25,K13
408,I13_02_1_3_RFP_001.tif,354,25,I13
409,G11_02_1_4_RFP_001.tif,336,25,G11
410,M11_02_1_6_RFP_001.tif,1000,25,M11
411,L12_02_1_3_RFP_001.tif,1459,25,L12
412,M14_02_1_4_RFP_001.tif,1628,25,M14
413,B11_02_1_1_RFP_001.tif,115,25,B11
414,N11_02_1_3_RFP_001.tif,1480,25,N11
415,B13_02_1_3_RFP_001.tif,72,25,B13
416,D12_02_1_2_RFP_001.tif,166,25,D12
417,O13_02_1_3_RFP_001.tif,1316,25,O13
418,M12_02_1_1_RFP_001.tif,760,25,M12
419,L12_02_1_2_RFP_001.tif,960,25,L12
420,F12_02_1_6_RFP_001.tif,335,25,F12
421,I13_02_1_1_RFP_001.tif,829,25,I13
422,L13_02_1_4_RFP_001.tif,1700,25,L13
423,J11_02_1_2_RFP_001.tif,736,25,J11
424,N14_02_1_6_RFP_001.tif,1040,25,N14
425,N11_02_1_6_RFP_001.tif,932,25,N11
426,G12_02_1_2_RFP_001.tif,475,25,G12
427,J11_02_1_5_RFP_001.tif,734,25,J11
428,F13_02_1_3_RFP_001.tif,421,25,F13
429,C13_02_1_5_RFP_001.tif,144,25,C13
430,L11_02_1_3_RFP_001.tif,1477,25,L11
431,K13_02_1_4_RFP_001.tif,1213,25,K13
432,O13_02_1_4_RFP_001.tif,1437,25,O13
433,G13_02_1_6_RFP_001.tif,320,25,G13
434,D13_02_1_4_RFP_001.tif,343,25,D13
435,B14_02_1_1_RFP_001.tif,12,25,B14
436,L13_02_1_1_RFP_001.tif,885,25,L13
437,E14_02_1_2_RFP_001.tif,117,25,E14
438,K12_02_1_4_RFP_001.tif,890,25,K12
439,L12_02_1_6_RFP_001.tif,927,25,L12
440,E11_02_1_1_RFP_001.tif,78,25,E11
441,I11_02_1_6_RFP_001.tif,429,25,I11
442,J12_02_1_5_RFP_001.tif,651,25,J12
443,D14_02_1_3_RFP_001.tif,52,25,D14
444,H12_02_1_1_RFP_001.tif,791,25,H12
445,N11_02_1_4_RFP_001.tif,1653,25,N11
446,L11_02_1_4_RFP_001.tif,1337,25,L11
447,K11_02_1_4_RFP_001.tif,800,25,K11
448,G11_02_1_2_RFP_001.tif,321,25,G11
449,D11_02_1_6_RFP_001.tif,213,25,D11
450,H12_02_1_3_RFP_001.tif,713,25,H12
451,F14_02_1_3_RFP_001.tif,365,25,F14
452,G13_02_1_1_RFP_001.tif,523,25,G13
453,E11_02_1_6_RFP_001.tif,329,25,E11
454,I12_02_1_2_RFP_001.tif,1047,25,I12
455,C12_02_1_3_RFP_001.tif,177,25,C12
456,H11_02_1_5_RFP_001.tif,256,25,H11
457,O14_02_1_1_RFP_001.tif,570,25,O14
458,C14_02_1_6_RFP_001.tif,348,25,C14
459,G13_02_1_2_RFP_001.tif,488,25,G13
460,D11_02_1_4_RFP_001.tif,218,25,D11
461,N13_02_1_4_RFP_001.tif,1827,25,N13
462,B12_02_1_4_RFP_001.tif,90,25,B12
463,G14_02_1_6_RFP_001.tif,580,25,G14
464,I11_02_1_2_RFP_001.tif,702,25,I11
465,M12_02_1_5_RFP_001.tif,1032,25,M12
466,N14_02_1_2_RFP_001.tif,862,25,N14
467,H11_02_1_4_RFP_001.tif,537,25,H11
468,J13_02_1_4_RFP_001.tif,1202,25,J13
469,M11_02_1_3_RFP_001.tif,1637,25,M11
470,G12_02_1_5_RFP_001.tif,218,25,G12
471,K11_02_1_5_RFP_001.tif,824,25,K11
472,M14_02_1_1_RFP_001.tif,471,25,M14
473,J12_02_1_3_RFP_001.tif,1459,25,J12
474,D14_02_1_1_RFP_001.tif,25,25,D14
475,B12_02_1_6_RFP_001.tif,115,25,B12
476,H13_02_1_5_RFP_001.tif,379,25,H13
477,G14_02_1_1_RFP_001.tif,125,25,G14
478,I13_02_1_2_RFP_001.tif,903,25,I13
479,B14_02_1_3_RFP_001.tif,35,25,B14
480,K11_02_1_3_RFP_001.tif,981,25,K11
481,C12_02_1_1_RFP_001.tif,111,25,C12
482,E11_02_1_4_RFP_001.tif,139,25,E11
483,J13_02_1_6_RFP_001.tif,772,25,J13
484,O12_02_1_3_RFP_001.tif,1553,25,O12
485,J12_02_1_4_RFP_001.tif,823,25,J12
486,F14_02_1_1_RFP_001.tif,135,25,F14
487,F12_02_1_1_RFP_001.tif,250,25,F12
488,C13_02_1_3_RFP_001.tif,55,25,C13
489,O11_02_1_2_RFP_001.tif,805,25,O11
490,M12_02_1_6_RFP_001.tif,1057,25,M12
491,F13_02_1_6_RFP_001.tif,467,25,F13
492,F14_02_1_6_RFP_001.tif,644,25,F14
493,O11_02_1_6_RFP_001.tif,958,25,O11
494,O12_02_1_6_RFP_001.tif,910,25,O12
495,D12_02_1_4_RFP_001.tif,235,25,D12
496,D12_02_1_1_RFP_001.tif,266,25,D12
497,G11_02_1_5_RFP_001.tif,183,25,G11
498,F14_02_1_2_RFP_001.tif,236,25,F14
499,J11_02_1_3_RFP_001.tif,1046,25,J11
500,F11_02_1_4_RFP_001.tif,393,25,F11
501,C11_02_1_1_RFP_001.tif,43,25,C11
502,M14_02_1_2_RFP_001.tif,743,25,M14
503,N12_02_1_6_RFP_001.tif,1056,25,N12
504,M12_02_1_2_RFP_001.tif,770,25,M12
505,G11_02_1_3_RFP_001.tif,464,25,G11
506,H14_02_1_5_RFP_001.tif,110,25,H14
507,M14_02_1_3_RFP_001.tif,1322,25,M14
508,E12_02_1_5_RFP_001.tif,459,25,E12
509,E13_02_1_4_RFP_001.tif,259,25,E13
510,N13_02_1_5_RFP_001.tif,935,25,N13
511,E14_02_1_1_RFP_001.tif,64,25,E14
512,O14_02_1_3_RFP_001.tif,1107,25,O14
513,M13_02_1_5_RFP_001.tif,1091,25,M13
