index,RLU,TotHour,cell.line,well,drug1,drug1.conc,drug1.units,log_RLU
376,432735,92.70166667,DMS454,D20,TAK-901,6.10E-10,M,12.97788081
377,358759,110.4661111,DMS454,D20,TAK-901,6.10E-10,M,12.79040613
378,396143,122.6369444,DMS454,D20,TAK-901,6.10E-10,M,12.88953054
379,384257,140.7911111,DMS454,D20,TAK-901,6.10E-10,M,12.85906688
380,170852,0,DMS454,D21,TAK-901,1.53E-10,M,12.04855296
381,341310,17.23527778,DMS454,D21,TAK-901,1.53E-10,M,12.74054643
382,297524,28.61305556,DMS454,D21,TAK-901,1.53E-10,M,12.60325017
383,376847,47.19583333,DMS454,D21,TAK-901,1.53E-10,M,12.83959455
384,421578,65.45,DMS454,D21,TAK-901,1.53E-10,M,12.95176009
385,435325,76.96638889,DMS454,D21,TAK-901,1.53E-10,M,12.98384816
386,419865,92.70166667,DMS454,D21,TAK-901,1.53E-10,M,12.94768851
387,397729,110.4661111,DMS454,D21,TAK-901,1.53E-10,M,12.89352615
388,406724,122.6369444,DMS454,D21,TAK-901,1.53E-10,M,12.9158901
389,407697,140.7911111,DMS454,D21,TAK-901,1.53E-10,M,12.91827953
390,137266,0,DMS454,D22,TAK-901,0,M,11.82967593
391,271852,17.23527778,DMS454,D22,TAK-901,0,M,12.51301308
392,298369,28.61305556,DMS454,D22,TAK-901,0,M,12.60608625
393,351474,47.19583333,DMS454,D22,TAK-901,0,M,12.76989102
394,365118,65.45,DMS454,D22,TAK-901,0,M,12.80797587
395,388157,76.96638889,DMS454,D22,TAK-901,0,M,12.86916518
396,356090,92.70166667,DMS454,D22,TAK-901,0,M,12.78293879
397,402964,110.4661111,DMS454,D22,TAK-901,0,M,12.90660251
398,375787,122.6369444,DMS454,D22,TAK-901,0,M,12.83677777
399,350199,140.7911111,DMS454,D22,TAK-901,0,M,12.76625684
400,69030,0,DMS454,E03,AMG-900,1.00E-05,M,11.14229647
401,186576,17.23527778,DMS454,E03,AMG-900,1.00E-05,M,12.13659394
402,204665,28.61305556,DMS454,E03,AMG-900,1.00E-05,M,12.22912978
403,301407,47.19583333,DMS454,E03,AMG-900,1.00E-05,M,12.61621679
404,297857,65.45,DMS454,E03,AMG-900,1.00E-05,M,12.60436878
405,301731,76.96638889,DMS454,E03,AMG-900,1.00E-05,M,12.61729117
406,304782,92.70166667,DMS454,E03,AMG-900,1.00E-05,M,12.62735205
407,327011,110.4661111,DMS454,E03,AMG-900,1.00E-05,M,12.69774909
408,301264,122.6369444,DMS454,E03,AMG-900,1.00E-05,M,12.61574224
409,266496,140.7911111,DMS454,E03,AMG-900,1.00E-05,M,12.49311451
410,108501,0,DMS454,E04,AMG-900,2.50E-06,M,11.59451467
411,263892,17.23527778,DMS454,E04,AMG-900,2.50E-06,M,12.48329521
412,265280,28.61305556,DMS454,E04,AMG-900,2.50E-06,M,12.48854115
413,338068,47.19583333,DMS454,E04,AMG-900,2.50E-06,M,12.73100234
414,360446,65.45,DMS454,E04,AMG-900,2.50E-06,M,12.79509743
415,410941,76.96638889,DMS454,E04,AMG-900,2.50E-06,M,12.92620493
416,352512,92.70166667,DMS454,E04,AMG-900,2.50E-06,M,12.77283994
417,364864,110.4661111,DMS454,E04,AMG-900,2.50E-06,M,12.80727996
418,337028,122.6369444,DMS454,E04,AMG-900,2.50E-06,M,12.72792129
419,312820,140.7911111,DMS454,E04,AMG-900,2.50E-06,M,12.65338322
420,117950,0,DMS454,E05,AMG-900,6.25E-07,M,11.67801608
421,281435,17.23527778,DMS454,E05,AMG-900,6.25E-07,M,12.54765679
422,247628,28.61305556,DMS454,E05,AMG-900,6.25E-07,M,12.4196829
423,331139,47.19583333,DMS454,E05,AMG-900,6.25E-07,M,12.71029351
424,378369,65.45,DMS454,E05,AMG-900,6.25E-07,M,12.84362519
425,384978,76.96638889,DMS454,E05,AMG-900,6.25E-07,M,12.86094147
426,326369,92.70166667,DMS454,E05,AMG-900,6.25E-07,M,12.69578392
427,349979,110.4661111,DMS454,E05,AMG-900,6.25E-07,M,12.76562843
428,326077,122.6369444,DMS454,E05,AMG-900,6.25E-07,M,12.69488883
429,338153,140.7911111,DMS454,E05,AMG-900,6.25E-07,M,12.73125373
430,131300,0,DMS454,E06,AMG-900,1.56E-07,M,11.78524006
431,293303,17.23527778,DMS454,E06,AMG-900,1.56E-07,M,12.58896148
432,295613,28.61305556,DMS454,E06,AMG-900,1.56E-07,M,12.59680645
433,331068,47.19583333,DMS454,E06,AMG-900,1.56E-07,M,12.71007907
434,364100,65.45,DMS454,E06,AMG-900,1.56E-07,M,12.80518383
435,339062,76.96638889,DMS454,E06,AMG-900,1.56E-07,M,12.73393826
436,341002,92.70166667,DMS454,E06,AMG-900,1.56E-07,M,12.73964362
437,325212,110.4661111,DMS454,E06,AMG-900,1.56E-07,M,12.69223256
438,336540,122.6369444,DMS454,E06,AMG-900,1.56E-07,M,12.72647229
439,301729,140.7911111,DMS454,E06,AMG-900,1.56E-07,M,12.61728454
440,169278,0,DMS454,E07,AMG-900,3.91E-08,M,12.03929761
441,302985,17.23527778,DMS454,E07,AMG-900,3.91E-08,M,12.62143858
442,271633,28.61305556,DMS454,E07,AMG-900,3.91E-08,M,12.51220717
443,360823,47.19583333,DMS454,E07,AMG-900,3.91E-08,M,12.79614281
444,376155,65.45,DMS454,E07,AMG-900,3.91E-08,M,12.83775657
445,392064,76.96638889,DMS454,E07,AMG-900,3.91E-08,M,12.87918037
446,324554,92.70166667,DMS454,E07,AMG-900,3.91E-08,M,12.69020721
447,303112,110.4661111,DMS454,E07,AMG-900,3.91E-08,M,12.62185765
448,382917,122.6369444,DMS454,E07,AMG-900,3.91E-08,M,12.85557353
449,303352,140.7911111,DMS454,E07,AMG-900,3.91E-08,M,12.62264913
450,116150,0,DMS454,E08,AMG-900,9.77E-09,M,11.66263774
451,257676,17.23527778,DMS454,E08,AMG-900,9.77E-09,M,12.45945826
452,221541,28.61305556,DMS454,E08,AMG-900,9.77E-09,M,12.30836295
453,304180,47.19583333,DMS454,E08,AMG-900,9.77E-09,M,12.62537491
454,363551,65.45,DMS454,E08,AMG-900,9.77E-09,M,12.80367487
455,363243,76.96638889,DMS454,E08,AMG-900,9.77E-09,M,12.80282731
456,370164,92.70166667,DMS454,E08,AMG-900,9.77E-09,M,12.82170143
457,296451,110.4661111,DMS454,E08,AMG-900,9.77E-09,M,12.59963722
458,285677,122.6369444,DMS454,E08,AMG-900,9.77E-09,M,12.56261708
459,293698,140.7911111,DMS454,E08,AMG-900,9.77E-09,M,12.59030731
460,125918,0,DMS454,E09,AMG-900,2.44E-09,M,11.74338618
461,325355,17.23527778,DMS454,E09,AMG-900,2.44E-09,M,12.69267217
462,286541,28.61305556,DMS454,E09,AMG-900,2.44E-09,M,12.56563691
463,301024,47.19583333,DMS454,E09,AMG-900,2.44E-09,M,12.61494527
464,337080,65.45,DMS454,E09,AMG-900,2.44E-09,M,12.72807557
465,369544,76.96638889,DMS454,E09,AMG-900,2.44E-09,M,12.82002509
466,391189,92.70166667,DMS454,E09,AMG-900,2.44E-09,M,12.8769461
467,330479,110.4661111,DMS454,E09,AMG-900,2.44E-09,M,12.7082984
468,361566,122.6369444,DMS454,E09,AMG-900,2.44E-09,M,12.79819988
469,286061,140.7911111,DMS454,E09,AMG-900,2.44E-09,M,12.56396035
470,135956,0,DMS454,E10,AMG-900,6.10E-10,M,11.82008658
471,251796,17.23527778,DMS454,E10,AMG-900,6.10E-10,M,12.43637451
472,318914,28.61305556,DMS454,E10,AMG-900,6.10E-10,M,12.67267675
473,326287,47.19583333,DMS454,E10,AMG-900,6.10E-10,M,12.69553264
474,334702,65.45,DMS454,E10,AMG-900,6.10E-10,M,12.72099586
475,371881,76.96638889,DMS454,E10,AMG-900,6.10E-10,M,12.82632919
476,379077,92.70166667,DMS454,E10,AMG-900,6.10E-10,M,12.84549463
477,345649,110.4661111,DMS454,E10,AMG-900,6.10E-10,M,12.75317909
478,334140,122.6369444,DMS454,E10,AMG-900,6.10E-10,M,12.71931535
479,353882,140.7911111,DMS454,E10,AMG-900,6.10E-10,M,12.7767188
480,141645,0,DMS454,E11,AMG-900,1.53E-10,M,11.86107921
481,270577,17.23527778,DMS454,E11,AMG-900,1.53E-10,M,12.50831199
482,310389,28.61305556,DMS454,E11,AMG-900,1.53E-10,M,12.64558163
483,341314,47.19583333,DMS454,E11,AMG-900,1.53E-10,M,12.74055815
484,409018,65.45,DMS454,E11,AMG-900,1.53E-10,M,12.92151444
485,360129,76.96638889,DMS454,E11,AMG-900,1.53E-10,M,12.79421758
486,376920,92.70166667,DMS454,E11,AMG-900,1.53E-10,M,12.83978824
487,415026,110.4661111,DMS454,E11,AMG-900,1.53E-10,M,12.93609645
488,376004,122.6369444,DMS454,E11,AMG-900,1.53E-10,M,12.83735506
489,357983,140.7911111,DMS454,E11,AMG-900,1.53E-10,M,12.78824078
490,106022,0,DMS454,E12,AMG-900,0,M,11.5714019
491,275898,17.23527778,DMS454,E12,AMG-900,0,M,12.52778651
492,247811,28.61305556,DMS454,E12,AMG-900,0,M,12.42042164
493,329053,47.19583333,DMS454,E12,AMG-900,0,M,12.70397411
494,360619,65.45,DMS454,E12,AMG-900,0,M,12.79557728
495,346981,76.96638889,DMS454,E12,AMG-900,0,M,12.7570253
496,358701,92.70166667,DMS454,E12,AMG-900,0,M,12.79024445
497,359334,110.4661111,DMS454,E12,AMG-900,0,M,12.7920076
498,396292,122.6369444,DMS454,E12,AMG-900,0,M,12.88990659
499,351559,140.7911111,DMS454,E12,AMG-900,0,M,12.77013283
500,123902,0,DMS454,E13,TAK-901,1.00E-05,M,11.72724621
501,275629,17.23527778,DMS454,E13,TAK-901,1.00E-05,M,12.52681104
502,205332,28.61305556,DMS454,E13,TAK-901,1.00E-05,M,12.23238346
503,275074,47.19583333,DMS454,E13,TAK-901,1.00E-05,M,12.52479543
504,236891,65.45,DMS454,E13,TAK-901,1.00E-05,M,12.3753554
505,290802,76.96638889,DMS454,E13,TAK-901,1.00E-05,M,12.5803979
506,213231,92.70166667,DMS454,E13,TAK-901,1.00E-05,M,12.27013136
507,194509,110.4661111,DMS454,E13,TAK-901,1.00E-05,M,12.17823371
508,197724,122.6369444,DMS454,E13,TAK-901,1.00E-05,M,12.1946274
509,175222,140.7911111,DMS454,E13,TAK-901,1.00E-05,M,12.07380902
510,124183,0,DMS454,E14,TAK-901,2.50E-06,M,11.72951156
511,227947,17.23527778,DMS454,E14,TAK-901,2.50E-06,M,12.33686842
512,225902,28.61305556,DMS454,E14,TAK-901,2.50E-06,M,12.32785656
513,251197,47.19583333,DMS454,E14,TAK-901,2.50E-06,M,12.43399277
514,210896,65.45,DMS454,E14,TAK-901,2.50E-06,M,12.2591204
515,234736,76.96638889,DMS454,E14,TAK-901,2.50E-06,M,12.36621676
516,274897,92.70166667,DMS454,E14,TAK-901,2.50E-06,M,12.52415176
517,182518,110.4661111,DMS454,E14,TAK-901,2.50E-06,M,12.11460408
518,161923,122.6369444,DMS454,E14,TAK-901,2.50E-06,M,11.99487619
519,159729,140.7911111,DMS454,E14,TAK-901,2.50E-06,M,11.98123391
520,126404,0,DMS454,E15,TAK-901,6.25E-07,M,11.74723841
521,286305,17.23527778,DMS454,E15,TAK-901,6.25E-07,M,12.56481296
522,277821,28.61305556,DMS454,E15,TAK-901,6.25E-07,M,12.5347323
523,306869,47.19583333,DMS454,E15,TAK-901,6.25E-07,M,12.63417623
524,312078,65.45,DMS454,E15,TAK-901,6.25E-07,M,12.65100844
525,313118,76.96638889,DMS454,E15,TAK-901,6.25E-07,M,12.6543354
526,279397,92.70166667,DMS454,E15,TAK-901,6.25E-07,M,12.54038899
527,263763,110.4661111,DMS454,E15,TAK-901,6.25E-07,M,12.48280625
528,258159,122.6369444,DMS454,E15,TAK-901,6.25E-07,M,12.46133095
529,254619,140.7911111,DMS454,E15,TAK-901,6.25E-07,M,12.44752359
530,137424,0,DMS454,E16,TAK-901,1.56E-07,M,11.83082632
531,227230,17.23527778,DMS454,E16,TAK-901,1.56E-07,M,12.333718
532,232170,28.61305556,DMS454,E16,TAK-901,1.56E-07,M,12.35522514
533,351643,47.19583333,DMS454,E16,TAK-901,1.56E-07,M,12.77037174
534,344061,65.45,DMS454,E16,TAK-901,1.56E-07,M,12.74857425
535,328624,76.96638889,DMS454,E16,TAK-901,1.56E-07,M,12.70266952
536,331308,92.70166667,DMS454,E16,TAK-901,1.56E-07,M,12.71080374
537,291288,110.4661111,DMS454,E16,TAK-901,1.56E-07,M,12.58206775
538,288377,122.6369444,DMS454,E16,TAK-901,1.56E-07,M,12.57202393
539,289168,140.7911111,DMS454,E16,TAK-901,1.56E-07,M,12.57476311
540,130526,0,DMS454,E17,TAK-901,3.91E-08,M,11.77932772
541,281416,17.23527778,DMS454,E17,TAK-901,3.91E-08,M,12.54758928
542,261317,28.61305556,DMS454,E17,TAK-901,3.91E-08,M,12.47348951
543,400435,47.19583333,DMS454,E17,TAK-901,3.91E-08,M,12.90030674
544,358596,65.45,DMS454,E17,TAK-901,3.91E-08,M,12.78995169
545,339768,76.96638889,DMS454,E17,TAK-901,3.91E-08,M,12.73601831
546,403314,92.70166667,DMS454,E17,TAK-901,3.91E-08,M,12.90747069
547,374753,110.4661111,DMS454,E17,TAK-901,3.91E-08,M,12.83402242
548,371963,122.6369444,DMS454,E17,TAK-901,3.91E-08,M,12.82654967
549,307914,140.7911111,DMS454,E17,TAK-901,3.91E-08,M,12.6375758
550,187794,0,DMS454,E18,TAK-901,9.77E-09,M,12.1431009
551,303831,17.23527778,DMS454,E18,TAK-901,9.77E-09,M,12.6242269
552,267171,28.61305556,DMS454,E18,TAK-901,9.77E-09,M,12.49564418
553,363144,47.19583333,DMS454,E18,TAK-901,9.77E-09,M,12.80255473
554,430072,65.45,DMS454,E18,TAK-901,9.77E-09,M,12.97170792
555,380065,76.96638889,DMS454,E18,TAK-901,9.77E-09,M,12.84809757
556,363849,92.70166667,DMS454,E18,TAK-901,9.77E-09,M,12.80449423
557,385861,110.4661111,DMS454,E18,TAK-901,9.77E-09,M,12.86323248
558,362561,122.6369444,DMS454,E18,TAK-901,9.77E-09,M,12.80094801
559,336361,140.7911111,DMS454,E18,TAK-901,9.77E-09,M,12.72594027
560,192327,0,DMS454,E19,TAK-901,2.44E-09,M,12.16695233
561,263509,17.23527778,DMS454,E19,TAK-901,2.44E-09,M,12.4818428
562,342902,28.61305556,DMS454,E19,TAK-901,2.44E-09,M,12.74519997
563,408699,47.19583333,DMS454,E19,TAK-901,2.44E-09,M,12.92073422
564,399409,65.45,DMS454,E19,TAK-901,2.44E-09,M,12.89774123
565,388607,76.96638889,DMS454,E19,TAK-901,2.44E-09,M,12.87032383
566,370481,92.70166667,DMS454,E19,TAK-901,2.44E-09,M,12.82255744
567,399177,110.4661111,DMS454,E19,TAK-901,2.44E-09,M,12.89716021
568,367093,122.6369444,DMS454,E19,TAK-901,2.44E-09,M,12.8133705
569,338540,140.7911111,DMS454,E19,TAK-901,2.44E-09,M,12.73239753
570,174181,0,DMS454,E20,TAK-901,6.10E-10,M,12.06785027
571,341578,17.23527778,DMS454,E20,TAK-901,6.10E-10,M,12.74133134
572,356101,28.61305556,DMS454,E20,TAK-901,6.10E-10,M,12.78296968
573,338014,47.19583333,DMS454,E20,TAK-901,6.10E-10,M,12.73084259
574,380094,65.45,DMS454,E20,TAK-901,6.10E-10,M,12.84817387
575,398621,76.96638889,DMS454,E20,TAK-901,6.10E-10,M,12.89576637
576,407886,92.70166667,DMS454,E20,TAK-901,6.10E-10,M,12.918743
577,368001,110.4661111,DMS454,E20,TAK-901,6.10E-10,M,12.81584093
578,354592,122.6369444,DMS454,E20,TAK-901,6.10E-10,M,12.77872311
579,440582,140.7911111,DMS454,E20,TAK-901,6.10E-10,M,12.99585186
580,167081,0,DMS454,E21,TAK-901,1.53E-10,M,12.026234
581,351816,17.23527778,DMS454,E21,TAK-901,1.53E-10,M,12.77086359
582,307249,28.61305556,DMS454,E21,TAK-901,1.53E-10,M,12.63541377
583,371910,47.19583333,DMS454,E21,TAK-901,1.53E-10,M,12.82640717
584,402880,65.45,DMS454,E21,TAK-901,1.53E-10,M,12.90639403
585,388595,76.96638889,DMS454,E21,TAK-901,1.53E-10,M,12.87029295
586,384579,92.70166667,DMS454,E21,TAK-901,1.53E-10,M,12.85990451
587,392308,110.4661111,DMS454,E21,TAK-901,1.53E-10,M,12.87980252
588,390746,122.6369444,DMS454,E21,TAK-901,1.53E-10,M,12.87581301
589,377407,140.7911111,DMS454,E21,TAK-901,1.53E-10,M,12.84107946
590,204354,0,DMS454,E22,TAK-901,0,M,12.22760906
591,296386,17.23527778,DMS454,E22,TAK-901,0,M,12.59941794
592,274344,28.61305556,DMS454,E22,TAK-901,0,M,12.52213807
593,354090,47.19583333,DMS454,E22,TAK-901,0,M,12.7773064
594,377752,65.45,DMS454,E22,TAK-901,0,M,12.84199317
595,415557,76.96638889,DMS454,E22,TAK-901,0,M,12.93737507
596,360483,92.70166667,DMS454,E22,TAK-901,0,M,12.79520008
597,428553,110.4661111,DMS454,E22,TAK-901,0,M,12.9681697
598,381024,122.6369444,DMS454,E22,TAK-901,0,M,12.85061764
599,379455,140.7911111,DMS454,E22,TAK-901,0,M,12.84649129
600,137532,0,DMS454,F03,barasertib,1.00E-05,M,11.8316119
601,330987,17.23527778,DMS454,F03,barasertib,1.00E-05,M,12.70983438
602,248313,28.61305556,DMS454,F03,barasertib,1.00E-05,M,12.42244533
603,361816,47.19583333,DMS454,F03,barasertib,1.00E-05,M,12.79889107
604,361209,65.45,DMS454,F03,barasertib,1.00E-05,M,12.79721202
605,330196,76.96638889,DMS454,F03,barasertib,1.00E-05,M,12.7074417
606,308451,92.70166667,DMS454,F03,barasertib,1.00E-05,M,12.63931828
607,293430,110.4661111,DMS454,F03,barasertib,1.00E-05,M,12.58939439
608,270956,122.6369444,DMS454,F03,barasertib,1.00E-05,M,12.50971173
609,284496,140.7911111,DMS454,F03,barasertib,1.00E-05,M,12.55847447
610,134248,0,DMS454,F04,barasertib,2.50E-06,M,11.80744411
611,281253,17.23527778,DMS454,F04,barasertib,2.50E-06,M,12.5470099
612,267043,28.61305556,DMS454,F04,barasertib,2.50E-06,M,12.49516497
613,296187,47.19583333,DMS454,F04,barasertib,2.50E-06,M,12.59874629
614,316966,65.45,DMS454,F04,barasertib,2.50E-06,M,12.66654979
615,341214,76.96638889,DMS454,F04,barasertib,2.50E-06,M,12.74026513
616,323826,92.70166667,DMS454,F04,barasertib,2.50E-06,M,12.68796161
617,316702,110.4661111,DMS454,F04,barasertib,2.50E-06,M,12.66571655
618,286469,122.6369444,DMS454,F04,barasertib,2.50E-06,M,12.56538561
619,280870,140.7911111,DMS454,F04,barasertib,2.50E-06,M,12.54564721
620,188427,0,DMS454,F05,barasertib,6.25E-07,M,12.14646594
621,327356,17.23527778,DMS454,F05,barasertib,6.25E-07,M,12.69880354
622,334567,28.61305556,DMS454,F05,barasertib,6.25E-07,M,12.72059244
623,369929,47.19583333,DMS454,F05,barasertib,6.25E-07,M,12.82106637
624,378853,65.45,DMS454,F05,barasertib,6.25E-07,M,12.84490355
625,414586,76.96638889,DMS454,F05,barasertib,6.25E-07,M,12.93503571
626,328082,92.70166667,DMS454,F05,barasertib,6.25E-07,M,12.70101886
627,341755,110.4661111,DMS454,F05,barasertib,6.25E-07,M,12.74184939
628,364268,122.6369444,DMS454,F05,barasertib,6.25E-07,M,12.80564514
629,315749,140.7911111,DMS454,F05,barasertib,6.25E-07,M,12.66270287
630,178621,0,DMS454,F06,barasertib,1.56E-07,M,12.09302152
631,307389,17.23527778,DMS454,F06,barasertib,1.56E-07,M,12.63586933
632,312448,28.61305556,DMS454,F06,barasertib,1.56E-07,M,12.65219333
633,367383,47.19583333,DMS454,F06,barasertib,1.56E-07,M,12.81416018
634,321734,65.45,DMS454,F06,barasertib,1.56E-07,M,12.6814804
635,388584,76.96638889,DMS454,F06,barasertib,1.56E-07,M,12.87026464
636,329620,92.70166667,DMS454,F06,barasertib,1.56E-07,M,12.70569575
637,346035,110.4661111,DMS454,F06,barasertib,1.56E-07,M,12.7542952
638,339360,122.6369444,DMS454,F06,barasertib,1.56E-07,M,12.73481677
639,346024,140.7911111,DMS454,F06,barasertib,1.56E-07,M,12.75426342
640,156075,0,DMS454,F07,barasertib,3.91E-08,M,11.95809194
641,313749,17.23527778,DMS454,F07,barasertib,3.91E-08,M,12.65634858
642,315392,28.61305556,DMS454,F07,barasertib,3.91E-08,M,12.66157159
643,318595,47.19583333,DMS454,F07,barasertib,3.91E-08,M,12.67167598
644,371734,65.45,DMS454,F07,barasertib,3.91E-08,M,12.82593382
645,364392,76.96638889,DMS454,F07,barasertib,3.91E-08,M,12.80598549
646,347739,92.70166667,DMS454,F07,barasertib,3.91E-08,M,12.75920748
647,313009,110.4661111,DMS454,F07,barasertib,3.91E-08,M,12.65398722
648,351461,122.6369444,DMS454,F07,barasertib,3.91E-08,M,12.76985403
649,336749,140.7911111,DMS454,F07,barasertib,3.91E-08,M,12.72709312
650,147384,0,DMS454,F08,barasertib,9.77E-09,M,11.9007967
651,258237,17.23527778,DMS454,F08,barasertib,9.77E-09,M,12.46163305
652,301402,28.61305556,DMS454,F08,barasertib,9.77E-09,M,12.6162002
653,339403,47.19583333,DMS454,F08,barasertib,9.77E-09,M,12.73494347
654,362926,65.45,DMS454,F08,barasertib,9.77E-09,M,12.80195424
655,373290,76.96638889,DMS454,F08,barasertib,9.77E-09,M,12.83011088
656,378199,92.70166667,DMS454,F08,barasertib,9.77E-09,M,12.84317579
657,343516,110.4661111,DMS454,F08,barasertib,9.77E-09,M,12.74698897
658,348792,122.6369444,DMS454,F08,barasertib,9.77E-09,M,12.76223103
659,352780,140.7911111,DMS454,F08,barasertib,9.77E-09,M,12.77359991
660,146252,0,DMS454,F09,barasertib,2.44E-09,M,11.89308644
661,321837,17.23527778,DMS454,F09,barasertib,2.44E-09,M,12.68180049
662,321389,28.61305556,DMS454,F09,barasertib,2.44E-09,M,12.68040751
663,372948,47.19583333,DMS454,F09,barasertib,2.44E-09,M,12.82919428
664,401734,65.45,DMS454,F09,barasertib,2.44E-09,M,12.90354546
665,419407,76.96638889,DMS454,F09,barasertib,2.44E-09,M,12.94659709
666,442635,92.70166667,DMS454,F09,barasertib,2.44E-09,M,13.00050078
667,379508,110.4661111,DMS454,F09,barasertib,2.44E-09,M,12.84663096
668,403753,122.6369444,DMS454,F09,barasertib,2.44E-09,M,12.90855858
669,400468,140.7911111,DMS454,F09,barasertib,2.44E-09,M,12.90038914
670,131554,0,DMS454,F10,barasertib,6.10E-10,M,11.78717269
671,270681,17.23527778,DMS454,F10,barasertib,6.10E-10,M,12.50869628
672,275210,28.61305556,DMS454,F10,barasertib,6.10E-10,M,12.52528972
673,312306,47.19583333,DMS454,F10,barasertib,6.10E-10,M,12.65173876
674,344642,65.45,DMS454,F10,barasertib,6.10E-10,M,12.75026148
675,340534,76.96638889,DMS454,F10,barasertib,6.10E-10,M,12.73827025
676,370265,92.70166667,DMS454,F10,barasertib,6.10E-10,M,12.82197424
677,375600,110.4661111,DMS454,F10,barasertib,6.10E-10,M,12.83628003
678,343646,122.6369444,DMS454,F10,barasertib,6.10E-10,M,12.74736734
679,335411,140.7911111,DMS454,F10,barasertib,6.10E-10,M,12.72311192
680,166925,0,DMS454,F11,barasertib,1.53E-10,M,12.02529989
681,313435,17.23527778,DMS454,F11,barasertib,1.53E-10,M,12.65534728
682,330746,28.61305556,DMS454,F11,barasertib,1.53E-10,M,12.70910599
683,356561,47.19583333,DMS454,F11,barasertib,1.53E-10,M,12.78426061
684,376299,65.45,DMS454,F11,barasertib,1.53E-10,M,12.83813932
685,383457,76.96638889,DMS454,F11,barasertib,1.53E-10,M,12.85698277
686,432346,92.70166667,DMS454,F11,barasertib,1.53E-10,M,12.97698147
687,337989,110.4661111,DMS454,F11,barasertib,1.53E-10,M,12.73076863
688,395141,122.6369444,DMS454,F11,barasertib,1.53E-10,M,12.88699794
689,327933,140.7911111,DMS454,F11,barasertib,1.53E-10,M,12.7005646
690,156865,0,DMS454,F12,barasertib,0,M,11.96314084
691,305282,17.23527778,DMS454,F12,barasertib,0,M,12.62899122
692,300214,28.61305556,DMS454,F12,barasertib,0,M,12.61225083
693,384751,47.19583333,DMS454,F12,barasertib,0,M,12.86035165
694,428985,65.45,DMS454,F12,barasertib,0,M,12.96917723
695,403255,76.96638889,DMS454,F12,barasertib,0,M,12.9073244
696,437767,92.70166667,DMS454,F12,barasertib,0,M,12.98944208
697,335832,110.4661111,DMS454,F12,barasertib,0,M,12.72436631
698,379902,122.6369444,DMS454,F12,barasertib,0,M,12.8476686
699,334073,140.7911111,DMS454,F12,barasertib,0,M,12.71911481
700,119508,0,DMS454,F13,YM-155,1.00E-05,M,11.69113859
701,54174,17.23527778,DMS454,F13,YM-155,1.00E-05,M,10.89995637
702,33407,28.61305556,DMS454,F13,YM-155,1.00E-05,M,10.41652074
703,14192,47.19583333,DMS454,F13,YM-155,1.00E-05,M,9.560433705
704,8398,65.45,DMS454,F13,YM-155,1.00E-05,M,9.035748861
705,6866,76.96638889,DMS454,F13,YM-155,1.00E-05,M,8.834336974
706,6703,92.70166667,DMS454,F13,YM-155,1.00E-05,M,8.810310466
707,8456,110.4661111,DMS454,F13,YM-155,1.00E-05,M,9.042631528
708,7718,122.6369444,DMS454,F13,YM-155,1.00E-05,M,8.951310542
709,6089,140.7911111,DMS454,F13,YM-155,1.00E-05,M,8.714239144
710,92668,0,DMS454,F14,YM-155,2.50E-06,M,11.43677849
711,79388,17.23527778,DMS454,F14,YM-155,2.50E-06,M,11.2821025
712,70146,28.61305556,DMS454,F14,YM-155,2.50E-06,M,11.15833406
713,48747,47.19583333,DMS454,F14,YM-155,2.50E-06,M,10.79439894
714,32163,65.45,DMS454,F14,YM-155,2.50E-06,M,10.378572
715,19741,76.96638889,DMS454,F14,YM-155,2.50E-06,M,9.89045297
716,16824,92.70166667,DMS454,F14,YM-155,2.50E-06,M,9.730561717
717,8814,110.4661111,DMS454,F14,YM-155,2.50E-06,M,9.084096645
718,7140,122.6369444,DMS454,F14,YM-155,2.50E-06,M,8.873468055
719,6368,140.7911111,DMS454,F14,YM-155,2.50E-06,M,8.759040728
720,176016,0,DMS454,F15,YM-155,6.25E-07,M,12.07833018
721,177559,17.23527778,DMS454,F15,YM-155,6.25E-07,M,12.08705823
722,157779,28.61305556,DMS454,F15,YM-155,6.25E-07,M,11.9689506
723,114399,47.19583333,DMS454,F15,YM-155,6.25E-07,M,11.64744762
724,94135,65.45,DMS454,F15,YM-155,6.25E-07,M,11.4524852
725,60198,76.96638889,DMS454,F15,YM-155,6.25E-07,M,11.00539441
726,50066,92.70166667,DMS454,F15,YM-155,6.25E-07,M,10.82109741
727,23049,110.4661111,DMS454,F15,YM-155,6.25E-07,M,10.04537766
728,22394,122.6369444,DMS454,F15,YM-155,6.25E-07,M,10.01654834
729,14741,140.7911111,DMS454,F15,YM-155,6.25E-07,M,9.598388006
730,144448,0,DMS454,F16,YM-155,1.56E-07,M,11.88067486
731,211790,17.23527778,DMS454,F16,YM-155,1.56E-07,M,12.2633505
732,187995,28.61305556,DMS454,F16,YM-155,1.56E-07,M,12.14417065
733,200155,47.19583333,DMS454,F16,YM-155,1.56E-07,M,12.20684735
734,169040,65.45,DMS454,F16,YM-155,1.56E-07,M,12.03789065
735,160517,76.96638889,DMS454,F16,YM-155,1.56E-07,M,11.98615513
736,165880,92.70166667,DMS454,F16,YM-155,1.56E-07,M,12.01901991
737,136557,110.4661111,DMS454,F16,YM-155,1.56E-07,M,11.82449739
